actual_origin_rate,actual_plan_rate,band,bp,day_string,item_sku_id,supp_brevity_cd,supp_name,vlt,z_value
1.0,1.0,E,15.1274487558,2016-08-22 00:00:00,2098008,jmsorz,江门市欧润哲家居用品有限公司,10,2.84428729998
0.97872340425531912,0.97872340425531912,E,56.2833808349,2016-09-05 00:00:00,2098008,jmsorz,江门市欧润哲家居用品有限公司,10,-0.153076596097
1.0,1.0,E,18.0904522613,2016-09-29 00:00:00,2098008,jmsorz,江门市欧润哲家居用品有限公司,9,9.25937826331
0.5892857142857143,1.0,E,56.0011200224,2016-10-12 00:00:00,2098008,jmsorz,江门市欧润哲家居用品有限公司,15,7.34546596509
0.51515151515151514,1.0,E,30.91359027,2016-10-18 00:00:00,2098008,jmsorz,江门市欧润哲家居用品有限公司,12,14.4675728307
0.0,,L,100.0,2016-07-19 00:00:00,2101929,bjhxcs,北京宏祥昌盛文化发展有限公司,13,0.0
1.0,1.0,D,12.9678750368,2016-08-02 00:00:00,2102086,bjzdx,北京紫丁香华盛日用品有限公司,11,2.40519694281
1.0,1.0,D,8.97783596746,2016-08-15 00:00:00,2102086,bjzdx,北京紫丁香华盛日用品有限公司,6,2.69232252256
1.0,1.0,D,57.1151261759,2016-08-29 00:00:00,2102086,bjzdx,北京紫丁香华盛日用品有限公司,6,-0.595235684697
1.0,1.0,D,17.6765985939,2016-09-12 00:00:00,2102086,bjzdx,北京紫丁香华盛日用品有限公司,6,10.070281695
1.0,1.0,D,21.8221980743,2016-09-20 00:00:00,2102086,bjzdx,北京紫丁香华盛日用品有限公司,7,8.75049823479
1.0,1.0,D,15.7019484691,2016-09-27 00:00:00,2102086,bjzdx,北京紫丁香华盛日用品有限公司,4,20.1540756842
1.0,1.0,D,56.1912545975,2016-10-12 00:00:00,2102086,bjzdx,北京紫丁香华盛日用品有限公司,5,19.7356429762
1.0,1.0,D,34.2247691818,2016-10-18 00:00:00,2102086,bjzdx,北京紫丁香华盛日用品有限公司,5,49.8143294474
1.0,1.0,D,21.425388228,2016-07-13 00:00:00,2102092,bjzdx,北京紫丁香华盛日用品有限公司,5,8.12946815488
1.0,1.0,D,59.9666851749,2016-08-29 00:00:00,2102092,bjzdx,北京紫丁香华盛日用品有限公司,6,-2.36342081098
1.0,1.0,D,9.83422309638,2016-09-20 00:00:00,2102092,bjzdx,北京紫丁香华盛日用品有限公司,7,13.1626705494
1.0,1.0,D,23.4470158343,2016-09-27 00:00:00,2102092,bjzdx,北京紫丁香华盛日用品有限公司,4,6.83766536749
0.0,,D,14.1966014197,2016-10-08 00:00:00,2102092,bjzdx,北京紫丁香华盛日用品有限公司,15,4.1407893737
0.0,0.0,D,25.8069916023,2016-10-12 00:00:00,2102092,bjzdx,北京紫丁香华盛日用品有限公司,5,19.9842230309
0.0,,D,26.2564680568,2016-10-18 00:00:00,2102092,bjzdx,北京紫丁香华盛日用品有限公司,5,6.88112702272
0.0,,Z,50.5406924413,2016-08-22 00:00:00,2122741,ves0000218,上海昂升餐具有限公司,13,-3.77125464184
0.0,,Z,51.7709996117,2016-08-29 00:00:00,2122741,ves0000218,上海昂升餐具有限公司,12,-3.40956908468
0.0,,Z,10.2164697453,2016-09-05 00:00:00,2122741,ves0000218,上海昂升餐具有限公司,14,-3.65734074943
0.0,,Z,9.09794957781,2016-09-12 00:00:00,2122741,ves0000218,上海昂升餐具有限公司,11,-3.47603670791
0.0,,Z,12.7289367656,2016-09-19 00:00:00,2122741,ves0000218,上海昂升餐具有限公司,11,-3.48494068641
0.0,,Z,27.2350503256,2016-10-12 00:00:00,2122741,ves0000218,上海昂升餐具有限公司,11,-3.23359710785
0.0,,Z,38.1749440223,2016-10-17 00:00:00,2122741,ves0000218,上海昂升餐具有限公司,24,-4.95901425972
1.0,1.0,E,14.6163215591,2016-08-15 00:00:00,2133448,bjzdx,北京紫丁香华盛日用品有限公司,6,-1.53996195791
1.0,1.0,E,18.5974428516,2016-08-22 00:00:00,2133448,bjzdx,北京紫丁香华盛日用品有限公司,6,-1.40818975541
1.0,1.0,E,23.1191600039,2016-09-01 00:00:00,2133448,bjzdx,北京紫丁香华盛日用品有限公司,4,6.48628526646
1.0,1.0,E,6.88095940234,2016-09-20 00:00:00,2133448,bjzdx,北京紫丁香华盛日用品有限公司,7,3.09771145235
1.0,1.0,E,47.4444684063,2016-10-12 00:00:00,2133448,bjzdx,北京紫丁香华盛日用品有限公司,5,-1.07359599591
1.0,1.0,E,24.7341083354,2016-10-18 00:00:00,2133448,bjzdx,北京紫丁香华盛日用品有限公司,5,16.6775871932
1.0,1.0,E,100.0,2016-07-26 00:00:00,2133457,jmsorz,江门市欧润哲家居用品有限公司,10,0.0
1.0,1.0,E,41.9384902144,2016-08-15 00:00:00,2133457,jmsorz,江门市欧润哲家居用品有限公司,9,-3.04934687954
1.0,1.0,E,42.3728813559,2016-08-29 00:00:00,2133457,jmsorz,江门市欧润哲家居用品有限公司,12,-3.46583834756
1.0,1.0,E,42.4448217317,2016-09-05 00:00:00,2133457,jmsorz,江门市欧润哲家居用品有限公司,10,10.9734846127
0.875,0.875,E,100.0,2016-09-12 00:00:00,2133457,jmsorz,江门市欧润哲家居用品有限公司,10,25.8939944738
1.0,1.0,E,14.5598941099,2016-09-27 00:00:00,2133457,jmsorz,江门市欧润哲家居用品有限公司,11,2.4455107302
1.0,1.0,E,23.950303121,2016-10-08 00:00:00,2133457,jmsorz,江门市欧润哲家居用品有限公司,8,-0.575770788509
1.0,1.0,E,43.1675380114,2016-10-12 00:00:00,2133457,jmsorz,江门市欧润哲家居用品有限公司,15,3.58811370158
1.0,1.0,E,32.5330602163,2016-10-18 00:00:00,2133457,jmsorz,江门市欧润哲家居用品有限公司,12,14.1646453907
1.0,1.0,L,47.0336718332,2016-08-02 00:00:00,2133528,ntmr,南通明润商贸有限公司,11,3.85118326162
0.0,,L,32.1480759864,2016-08-22 00:00:00,2133528,ntmr,南通明润商贸有限公司,11,-1.82370678133
0.0,,L,40.5633802817,2016-08-29 00:00:00,2133528,ntmr,南通明润商贸有限公司,12,-3.49619189821
0.0,,L,100.0,2016-08-30 00:00:00,2133528,ntmr,南通明润商贸有限公司,11,8.90195059296
0.0,,L,86.0215053763,2016-09-05 00:00:00,2133528,ntmr,南通明润商贸有限公司,12,-2.56405345191
0.0,,L,72.4876441516,2016-09-06 00:00:00,2133528,ntmr,南通明润商贸有限公司,11,17.015210377
0.0,,L,100.0,2016-09-12 00:00:00,2133528,ntmr,南通明润商贸有限公司,12,-3.43321938752
0.0,,L,48.5329803662,2016-09-20 00:00:00,2133528,ntmr,南通明润商贸有限公司,11,-3.2764991594
0.96153846153846156,0.96153846153846156,C,14.9432801937,2016-07-05 00:00:00,2144672,gzxmcmy,广州美厨智能家居科技股份有限公司,8,10.780693633
1.0,1.0,C,5.95368752763,2016-07-13 00:00:00,2144672,gzxmcmy,广州美厨智能家居科技股份有限公司,9,13.6383616909
1.0,1.0,C,7.50920483173,2016-07-20 00:00:00,2144672,gzxmcmy,广州美厨智能家居科技股份有限公司,9,10.0121441236
1.0,1.0,C,12.9931969343,2016-07-26 00:00:00,2144672,gzxmcmy,广州美厨智能家居科技股份有限公司,9,11.8113417199
1.0,1.0,C,2.86129855266,2016-08-02 00:00:00,2144672,gzxmcmy,广州美厨智能家居科技股份有限公司,8,22.8743728367
1.0,1.0,C,14.2539927884,2016-08-08 00:00:00,2144672,gzxmcmy,广州美厨智能家居科技股份有限公司,10,15.1985222379
1.0,1.0,C,6.96864111498,2016-08-15 00:00:00,2144672,gzxmcmy,广州美厨智能家居科技股份有限公司,9,28.8226814679
1.0,1.0,C,23.4106191801,2016-08-29 00:00:00,2144672,gzxmcmy,广州美厨智能家居科技股份有限公司,8,19.7840133522
0.96103896103896103,0.96103896103896103,C,16.4873989165,2016-09-06 00:00:00,2144672,gzxmcmy,广州美厨智能家居科技股份有限公司,9,20.939656724
1.0,1.0,C,15.9727725661,2016-09-19 00:00:00,2144672,gzxmcmy,广州美厨智能家居科技股份有限公司,10,20.7240870901
1.0,1.0,C,2.52578404546,2016-09-27 00:00:00,2144672,gzxmcmy,广州美厨智能家居科技股份有限公司,8,27.6702008209
0.96666666666666667,0.96666666666666667,C,12.5699465149,2016-10-08 00:00:00,2144672,gzxmcmy,广州美厨智能家居科技股份有限公司,10,24.9625895007
0.69902912621359226,1.0,C,46.1138968481,2016-10-13 00:00:00,2144672,gzxmcmy,广州美厨智能家居科技股份有限公司,6,71.8499966836
0.9925373134328358,0.9925373134328358,C,29.3645210844,2016-10-18 00:00:00,2144672,gzxmcmy,广州美厨智能家居科技股份有限公司,10,47.7834670295
1.0,1.0,E,9.5780343745,2016-08-09 00:00:00,2144688,gzxmcmy,广州美厨智能家居科技股份有限公司,9,3.83857289077
1.0,1.0,E,21.9991200352,2016-08-22 00:00:00,2144688,gzxmcmy,广州美厨智能家居科技股份有限公司,10,-0.637066929271
1.0,1.0,E,14.2977100969,2016-09-06 00:00:00,2144688,gzxmcmy,广州美厨智能家居科技股份有限公司,9,1.80333366703
1.0,1.0,E,10.0734445686,2016-09-12 00:00:00,2144688,gzxmcmy,广州美厨智能家居科技股份有限公司,11,3.02855932577
1.0,1.0,E,29.6548179194,2016-09-13 00:00:00,2144688,gzxmcmy,广州美厨智能家居科技股份有限公司,10,5.22901765452
1.0,1.0,E,16.074298982,2016-09-20 00:00:00,2144688,gzxmcmy,广州美厨智能家居科技股份有限公司,9,8.78758949881
1.0,1.0,E,11.4898506319,2016-09-29 00:00:00,2144688,gzxmcmy,广州美厨智能家居科技股份有限公司,14,5.96076837785
1.0,1.0,E,50.4242687126,2016-10-13 00:00:00,2144688,gzxmcmy,广州美厨智能家居科技股份有限公司,6,19.2351591653
1.0,1.0,E,30.9256670666,2016-10-18 00:00:00,2144688,gzxmcmy,广州美厨智能家居科技股份有限公司,10,18.4572959831
1.0,1.0,E,22.9533282326,2016-07-07 00:00:00,2144704,syxr,沈阳熙瑞经贸有限公司,6,14.6150442948
1.0,1.0,E,6.61000944287,2016-07-20 00:00:00,2144704,syxr,沈阳熙瑞经贸有限公司,7,4.94148676125
1.0,1.0,E,8.8728192274,2016-08-02 00:00:00,2144704,syxr,沈阳熙瑞经贸有限公司,10,4.5858195376
1.0,1.0,E,1.3397642015,2016-08-17 00:00:00,2144704,syxr,沈阳熙瑞经贸有限公司,7,7.47366388315
1.0,1.0,E,7.82778864971,2016-08-31 00:00:00,2144704,syxr,沈阳熙瑞经贸有限公司,8,5.75016102019
1.0,1.0,E,9.47354175125,2016-09-07 00:00:00,2144704,syxr,沈阳熙瑞经贸有限公司,7,11.626486079
1.0,1.0,E,100.0,2016-09-23 00:00:00,2144704,syxr,沈阳熙瑞经贸有限公司,5,-2.23552601209
1.0,1.0,B,23.144474422,2016-09-21 00:00:00,2174256,syxr,沈阳熙瑞经贸有限公司,7,100.0
1.0,1.0,B,100.0,2016-10-09 00:00:00,2174256,syxr,沈阳熙瑞经贸有限公司,11,67.1291112326
1.0,1.0,D,7.11058440116,2016-07-13 00:00:00,2174291,shzzkj,上海智造空间电子商务有限公司,12,-4.28806018308
1.0,1.0,D,18.5638569776,2016-07-19 00:00:00,2174291,shzzkj,上海智造空间电子商务有限公司,12,-2.1105525802
1.0,1.0,D,3.22634851285,2016-08-02 00:00:00,2174291,shzzkj,上海智造空间电子商务有限公司,12,1.97051288413
1.0,1.0,D,6.42210345295,2016-08-15 00:00:00,2174291,shzzkj,上海智造空间电子商务有限公司,10,-1.97036905645
1.0,1.0,D,58.3436106631,2016-08-22 00:00:00,2174291,shzzkj,上海智造空间电子商务有限公司,12,-2.28360686804
1.0,1.0,D,53.2197977648,2016-08-30 00:00:00,2174291,shzzkj,上海智造空间电子商务有限公司,10,24.277200589
1.0,1.0,D,8.89090855207,2016-10-12 00:00:00,2174291,shzzkj,上海智造空间电子商务有限公司,18,17.9220260383
0.36170212765957449,0.36170212765957449,D,37.1829559659,2016-10-18 00:00:00,2174291,shzzkj,上海智造空间电子商务有限公司,20,18.3675753464
1.0,1.0,D,87.6244998101,2016-07-07 00:00:00,2174421,syxr,沈阳熙瑞经贸有限公司,6,-2.35923355204
1.0,1.0,D,8.71948181365,2016-08-17 00:00:00,2174421,syxr,沈阳熙瑞经贸有限公司,7,10.9509708309
1.0,1.0,D,23.5751238785,2016-08-31 00:00:00,2174421,syxr,沈阳熙瑞经贸有限公司,8,-3.59349989348
1.0,1.0,D,62.2564797561,2016-09-07 00:00:00,2174421,syxr,沈阳熙瑞经贸有限公司,7,12.8596495639
1.0,1.0,D,12.8954607978,2016-09-23 00:00:00,2174421,syxr,沈阳熙瑞经贸有限公司,5,8.73263221319
0.0,0.0,D,32.7403688748,2016-10-09 00:00:00,2174421,syxr,沈阳熙瑞经贸有限公司,7,3.17860266676
1.0,1.0,D,100.0,2016-09-21 00:00:00,2174423,syxr,沈阳熙瑞经贸有限公司,7,19.7649564794
1.0,1.0,E,100.0,2016-10-18 00:00:00,2174425,syxr,沈阳熙瑞经贸有限公司,9,26.7533832192
1.0,1.0,L,12.1881855854,2016-07-26 00:00:00,2184046,jmsorz,江门市欧润哲家居用品有限公司,10,-0.350970047013
1.0,1.0,L,34.3876034812,2016-08-02 00:00:00,2184046,jmsorz,江门市欧润哲家居用品有限公司,9,0.543044706664
1.0,1.0,L,31.4935831824,2016-09-12 00:00:00,2184046,jmsorz,江门市欧润哲家居用品有限公司,10,8.90518999883
1.0,1.0,L,28.0612244898,2016-09-27 00:00:00,2184046,jmsorz,江门市欧润哲家居用品有限公司,11,-0.0606958203765
1.0,1.0,L,6.14982511435,2016-10-08 00:00:00,2184046,jmsorz,江门市欧润哲家居用品有限公司,8,4.18570200839
1.0,1.0,L,75.6668137966,2016-10-12 00:00:00,2184046,jmsorz,江门市欧润哲家居用品有限公司,15,1.81861029947
1.0,1.0,L,39.6301188904,2016-10-18 00:00:00,2184046,jmsorz,江门市欧润哲家居用品有限公司,12,18.5263415828
1.0,1.0,B,14.2628666358,2016-07-13 00:00:00,2184050,gzxmcmy,广州美厨智能家居科技股份有限公司,9,9.9477073939
1.0,1.0,B,7.27334173319,2016-07-19 00:00:00,2184050,gzxmcmy,广州美厨智能家居科技股份有限公司,9,15.3787347238
1.0,1.0,B,22.8754988806,2016-07-26 00:00:00,2184050,gzxmcmy,广州美厨智能家居科技股份有限公司,9,13.713039735
1.0,1.0,B,13.4788313578,2016-08-08 00:00:00,2184050,gzxmcmy,广州美厨智能家居科技股份有限公司,10,17.8091666698
1.0,1.0,B,12.1441798372,2016-08-15 00:00:00,2184050,gzxmcmy,广州美厨智能家居科技股份有限公司,9,20.4636637805
1.0,1.0,B,20.5117107826,2016-08-22 00:00:00,2184050,gzxmcmy,广州美厨智能家居科技股份有限公司,11,24.9193771379
0.99555555555555553,0.99555555555555553,B,26.918793342,2016-09-12 00:00:00,2184050,gzxmcmy,广州美厨智能家居科技股份有限公司,11,20.7198943711
1.0,1.0,B,2.85757582318,2016-09-27 00:00:00,2184050,gzxmcmy,广州美厨智能家居科技股份有限公司,8,29.3642371206
1.0,1.0,B,12.5338642818,2016-10-08 00:00:00,2184050,gzxmcmy,广州美厨智能家居科技股份有限公司,10,21.9702094293
0.98220640569395012,0.98220640569395012,B,34.9640405419,2016-10-12 00:00:00,2184050,gzxmcmy,广州美厨智能家居科技股份有限公司,7,34.6367985666
1.0,1.0,B,9.39475525426,2016-10-18 00:00:00,2184050,gzxmcmy,广州美厨智能家居科技股份有限公司,10,54.9488428843
1.0,1.0,B,0.579253458143,2016-10-20 00:00:00,2184050,gzxmcmy,广州美厨智能家居科技股份有限公司,3,100.0
1.0,1.0,D,23.9299876931,2016-07-15 00:00:00,2184405,gzxmcmy,广州美厨智能家居科技股份有限公司,7,10.2539766466
1.0,1.0,D,5.37194310856,2016-07-28 00:00:00,2184405,gzxmcmy,广州美厨智能家居科技股份有限公司,7,7.37289228253
1.0,1.0,D,29.7240861701,2016-08-08 00:00:00,2184405,gzxmcmy,广州美厨智能家居科技股份有限公司,10,1.36607981445
1.0,1.0,D,17.4367111964,2016-08-29 00:00:00,2184405,gzxmcmy,广州美厨智能家居科技股份有限公司,9,8.01221539574
1.0,1.0,D,20.4298886923,2016-09-20 00:00:00,2184405,gzxmcmy,广州美厨智能家居科技股份有限公司,9,5.01122419308
1.0,1.0,D,9.52171683879,2016-09-29 00:00:00,2184405,gzxmcmy,广州美厨智能家居科技股份有限公司,14,7.61158351764
0.83333333333333337,0.83333333333333337,D,21.3403790458,2016-10-12 00:00:00,2184405,gzxmcmy,广州美厨智能家居科技股份有限公司,7,18.7764116772
1.0,1.0,D,29.1352435594,2016-10-18 00:00:00,2184405,gzxmcmy,广州美厨智能家居科技股份有限公司,10,24.7078403946
1.0,1.0,D,4.46030330062,2016-10-20 00:00:00,2184405,gzxmcmy,广州美厨智能家居科技股份有限公司,3,67.22783445
1.0,1.0,Z,100.0,2016-07-13 00:00:00,2189028,ishdkj,嘉禾益美（北京）科技有限公司,12,6.22912044418
0.25,0.25,Z,100.0,2016-09-20 00:00:00,2189028,ishdkj,嘉禾益美（北京）科技有限公司,7,100.0
1.0,1.0,Z,100.0,2016-08-15 00:00:00,2189453,shzzkj,上海智造空间电子商务有限公司,10,0.0
1.0,1.0,Z,33.9593873449,2016-10-08 00:00:00,2189453,shzzkj,上海智造空间电子商务有限公司,7,1.88345248519
1.0,1.0,Z,44.0291570862,2016-10-12 00:00:00,2189453,shzzkj,上海智造空间电子商务有限公司,18,17.4451571274
1.0,1.0,Z,74.1748052911,2016-10-18 00:00:00,2189453,shzzkj,上海智造空间电子商务有限公司,20,39.059986227
1.0,1.0,D,0.798307587914,2016-07-05 00:00:00,2189455,shzzkj,上海智造空间电子商务有限公司,10,10.5150148908
1.0,1.0,D,4.24362445944,2016-07-26 00:00:00,2189455,shzzkj,上海智造空间电子商务有限公司,15,7.25905948155
1.0,1.0,D,38.5606495986,2016-08-22 00:00:00,2189455,shzzkj,上海智造空间电子商务有限公司,12,0.510925401363
1.0,1.0,D,36.4496045983,2016-08-23 00:00:00,2189455,shzzkj,上海智造空间电子商务有限公司,11,13.33861485
0.0,0.0,D,80.1277035275,2016-08-30 00:00:00,2189455,shzzkj,上海智造空间电子商务有限公司,10,21.1108871712
1.0,1.0,D,13.0906792859,2016-09-12 00:00:00,2189455,shzzkj,上海智造空间电子商务有限公司,12,10.0527845448
1.0,1.0,D,9.73634593392,2016-10-08 00:00:00,2189455,shzzkj,上海智造空间电子商务有限公司,7,17.9679435839
1.0,1.0,D,22.4005596776,2016-10-12 00:00:00,2189455,shzzkj,上海智造空间电子商务有限公司,18,10.1605123498
1.0,1.0,D,2.98366443721,2016-10-18 00:00:00,2189455,shzzkj,上海智造空间电子商务有限公司,20,7.98452348665
1.0,1.0,C,0.615276074375,2016-07-26 00:00:00,2189457,shzzkj,上海智造空间电子商务有限公司,15,9.94298004659
1.0,1.0,C,8.90342215171,2016-08-08 00:00:00,2189457,shzzkj,上海智造空间电子商务有限公司,10,12.7790511928
1.0,1.0,C,49.3317271841,2016-08-22 00:00:00,2189457,shzzkj,上海智造空间电子商务有限公司,12,1.38034261747
0.96590909090909094,0.96590909090909094,C,73.8047612458,2016-08-30 00:00:00,2189457,shzzkj,上海智造空间电子商务有限公司,10,14.51168315
1.0,1.0,E,100.0,2016-07-13 00:00:00,2189459,ishdkj,嘉禾益美（北京）科技有限公司,12,0.999559432323
0.0,0.0,E,32.1802091714,2016-07-28 00:00:00,2189459,ishdkj,嘉禾益美（北京）科技有限公司,2,100.0
1.0,1.0,E,24.2802636143,2016-09-20 00:00:00,2189459,ishdkj,嘉禾益美（北京）科技有限公司,7,8.00755321583
0.75,0.75,E,40.6834825061,2016-10-17 00:00:00,2189459,ishdkj,嘉禾益美（北京）科技有限公司,5,73.375275123
0.5,0.5,Z,15.743899239,2016-07-13 00:00:00,2200866,ishdkj,嘉禾益美（北京）科技有限公司,3,100.0
0.33333333333333331,0.33333333333333331,Z,41.3467217956,2016-09-20 00:00:00,2200866,ishdkj,嘉禾益美（北京）科技有限公司,7,100.0
1.0,1.0,Z,24.2483026188,2016-10-17 00:00:00,2200866,ishdkj,嘉禾益美（北京）科技有限公司,5,100.0
1.0,1.0,Z,71.8020760165,2016-07-13 00:00:00,2201148,ishdkj,嘉禾益美（北京）科技有限公司,12,1.90532157329
1.0,1.0,Z,3.84509750069,2016-09-20 00:00:00,2201148,ishdkj,嘉禾益美（北京）科技有限公司,7,13.7821396544
1.0,1.0,Z,76.1283306145,2016-09-05 00:00:00,2201150,bjhxcs,北京宏祥昌盛文化发展有限公司,7,4.79211991896
0.0,0.0,Z,76.5027322404,2016-09-05 00:00:00,2201160,bjhxcs,北京宏祥昌盛文化发展有限公司,7,-2.7268351423
0.0,,Z,100.0,2016-09-12 00:00:00,2201160,bjhxcs,北京宏祥昌盛文化发展有限公司,15,-3.90475996649
1.0,1.0,Z,100.0,2016-10-08 00:00:00,2201160,bjhxcs,北京宏祥昌盛文化发展有限公司,4,0.0
1.0,1.0,Z,21.1161387632,2016-10-18 00:00:00,2201160,bjhxcs,北京宏祥昌盛文化发展有限公司,7,5.52893581238
1.0,1.0,Z,16.4435048156,2016-09-20 00:00:00,2201164,ishdkj,嘉禾益美（北京）科技有限公司,7,100.0
1.0,1.0,Z,29.9880047981,2016-10-17 00:00:00,2201172,ishdkj,嘉禾益美（北京）科技有限公司,5,63.3179130242
1.0,1.0,Z,29.1545189504,2016-07-13 00:00:00,2201657,ishdkj,嘉禾益美（北京）科技有限公司,3,100.0
1.0,1.0,Z,14.2045454545,2016-09-20 00:00:00,2201657,ishdkj,嘉禾益美（北京）科技有限公司,7,59.2444045274
1.0,1.0,Z,8.30170777989,2016-09-20 00:00:00,2201661,ishdkj,嘉禾益美（北京）科技有限公司,7,24.1443472974
1.0,1.0,Z,5.3242466191,2016-10-17 00:00:00,2201661,ishdkj,嘉禾益美（北京）科技有限公司,5,42.9544191581
0.66666666666666663,0.66666666666666663,Z,44.776119403,2016-07-13 00:00:00,2201667,ishdkj,嘉禾益美（北京）科技有限公司,3,23.7283415663
1.0,1.0,Z,35.3356890459,2016-07-28 00:00:00,2201667,ishdkj,嘉禾益美（北京）科技有限公司,2,100.0
0.0,0.0,Z,89.0736342043,2016-09-12 00:00:00,2201667,ishdkj,嘉禾益美（北京）科技有限公司,15,11.88792209
1.0,1.0,Z,9.28792569659,2016-07-13 00:00:00,2201673,ishdkj,嘉禾益美（北京）科技有限公司,3,34.9200078437
1.0,1.0,Z,16.2733930024,2016-07-28 00:00:00,2201673,ishdkj,嘉禾益美（北京）科技有限公司,2,100.0
1.0,1.0,Z,9.07276356378,2016-10-17 00:00:00,2201673,ishdkj,嘉禾益美（北京）科技有限公司,5,49.3111181737
1.0,1.0,L,10.3562551781,2016-10-17 00:00:00,2201675,ishdkj,嘉禾益美（北京）科技有限公司,5,61.1783727745
1.0,1.0,Z,30.7771223391,2016-07-13 00:00:00,2201681,ishdkj,嘉禾益美（北京）科技有限公司,12,5.70698316824
0.0,,Z,29.7346752059,2016-08-29 00:00:00,2201681,ishdkj,嘉禾益美（北京）科技有限公司,13,0.594345988821
1.0,1.0,Z,71.6204118174,2016-09-05 00:00:00,2201681,ishdkj,嘉禾益美（北京）科技有限公司,16,-4.03329223181
0.0,0.0,Z,18.4094256259,2016-09-12 00:00:00,2201681,ishdkj,嘉禾益美（北京）科技有限公司,15,10.8087645548
1.0,1.0,Z,32.0512820513,2016-10-17 00:00:00,2201681,ishdkj,嘉禾益美（北京）科技有限公司,5,100.0
1.0,1.0,L,28.687201922,2016-09-05 00:00:00,2217929,tmgj,甜魔国际贸易（上海）有限公司,16,3.53867403315
1.0,1.0,L,14.9207336027,2016-10-08 00:00:00,2217929,tmgj,甜魔国际贸易（上海）有限公司,12,14.5109541521
1.0,1.0,L,22.2142885477,2016-10-17 00:00:00,2217929,tmgj,甜魔国际贸易（上海）有限公司,28,10.2851521149
1.0,1.0,L,13.7362637363,2016-07-05 00:00:00,2217931,tmgj,甜魔国际贸易（上海）有限公司,12,0.518767053838
1.0,1.0,L,31.1284046693,2016-08-15 00:00:00,2217931,tmgj,甜魔国际贸易（上海）有限公司,12,-3.51962402549
1.0,1.0,L,100.0,2016-09-05 00:00:00,2217931,tmgj,甜魔国际贸易（上海）有限公司,16,-4.23643835616
1.0,1.0,L,18.3563224419,2016-10-11 00:00:00,2217931,tmgj,甜魔国际贸易（上海）有限公司,21,-0.381659179482
1.0,1.0,L,4.77978832366,2016-10-17 00:00:00,2217931,tmgj,甜魔国际贸易（上海）有限公司,28,3.08341565653
0.0,0.0,L,8.97397547113,2016-07-05 00:00:00,2217937,tmgj,甜魔国际贸易（上海）有限公司,12,0.600410403775
0.0,0.0,L,8.1499592502,2016-07-19 00:00:00,2217937,tmgj,甜魔国际贸易（上海）有限公司,11,1.43127077961
1.0,1.0,L,13.3297787257,2016-07-26 00:00:00,2217937,tmgj,甜魔国际贸易（上海）有限公司,14,-2.13760258651
1.0,1.0,L,37.4113429113,2016-08-22 00:00:00,2217937,tmgj,甜魔国际贸易（上海）有限公司,12,-2.90889785145
1.0,1.0,L,6.52839853362,2016-09-12 00:00:00,2217937,tmgj,甜魔国际贸易（上海）有限公司,13,2.85104925126
1.0,1.0,L,17.8824084263,2016-09-19 00:00:00,2217937,tmgj,甜魔国际贸易（上海）有限公司,13,1.96575783113
1.0,1.0,L,24.3562978427,2016-10-11 00:00:00,2217937,tmgj,甜魔国际贸易（上海）有限公司,21,-0.363010051856
0.90476190476190477,0.90476190476190477,L,48.8376149304,2016-10-17 00:00:00,2217937,tmgj,甜魔国际贸易（上海）有限公司,28,-0.388610865153
1.0,1.0,E,42.0540789171,2016-09-05 00:00:00,222477,kpch,北京坤朋茶花家居用品有限公司,16,4.11425122784
1.0,1.0,D,16.3449140076,2016-07-26 00:00:00,222478,kpch,北京坤朋茶花家居用品有限公司,10,-2.52555223179
1.0,1.0,D,12.8355219544,2016-07-28 00:00:00,222478,kpch,北京坤朋茶花家居用品有限公司,7,4.57681055193
0.0,,D,5.03060283391,2016-08-15 00:00:00,222478,kpch,北京坤朋茶花家居用品有限公司,10,0.320814486645
0.58333333333333337,1.0,D,10.5592491201,2016-08-16 00:00:00,222478,kpch,北京坤朋茶花家居用品有限公司,9,2.71891255883
1.0,1.0,D,13.370005348,2016-08-23 00:00:00,222478,kpch,北京坤朋茶花家居用品有限公司,7,0.998608372076
0.0,,D,16.7306514497,2016-08-30 00:00:00,222478,kpch,北京坤朋茶花家居用品有限公司,14,2.27929882041
1.0,1.0,D,42.2592871387,2016-09-05 00:00:00,222478,kpch,北京坤朋茶花家居用品有限公司,16,0.303230474768
1.0,1.0,D,8.84310127562,2016-10-08 00:00:00,222478,kpch,北京坤朋茶花家居用品有限公司,10,8.25612516062
1.0,1.0,D,27.0040023789,2016-10-18 00:00:00,222478,kpch,北京坤朋茶花家居用品有限公司,14,10.9090347661
1.0,1.0,D,27.8952731744,2016-07-26 00:00:00,222483,kpch,北京坤朋茶花家居用品有限公司,10,-2.52214875442
1.0,1.0,D,6.94056179992,2016-08-02 00:00:00,222483,kpch,北京坤朋茶花家居用品有限公司,9,9.90503124167
0.0,,D,22.5369426588,2016-08-15 00:00:00,222483,kpch,北京坤朋茶花家居用品有限公司,10,2.17792440427
1.0,1.0,D,29.4360158311,2016-08-30 00:00:00,222483,kpch,北京坤朋茶花家居用品有限公司,14,-4.99446861181
1.0,1.0,D,10.2773822651,2016-09-05 00:00:00,222483,kpch,北京坤朋茶花家居用品有限公司,16,5.25272993101
1.0,1.0,D,11.075423635,2016-10-08 00:00:00,222483,kpch,北京坤朋茶花家居用品有限公司,10,12.5142744894
