actual_origin_rate,actual_plan_rate,band,bp,day_string,item_sku_id,supp_brevity_cd,supp_name,vlt,z_value
0.0,,L,100.0,2016-08-22 00:00:00,1306975,bjzdx,北京紫丁香华盛日用品有限公司,6,0.0
0.0,,L,100.0,2016-08-29 00:00:00,1306975,bjzdx,北京紫丁香华盛日用品有限公司,6,0.0
0.0,,L,72.7883538634,2016-09-05 00:00:00,1306975,bjzdx,北京紫丁香华盛日用品有限公司,7,-10.0
0.0,,L,100.0,2016-09-12 00:00:00,1306975,bjzdx,北京紫丁香华盛日用品有限公司,6,0.0
0.0,,L,100.0,2016-10-08 00:00:00,1306975,bjzdx,北京紫丁香华盛日用品有限公司,15,0.0
1.0,1.0,Z,100.0,2016-07-13 00:00:00,1307073,ntmr,南通明润商贸有限公司,10,100.0
0.0,0.0,Z,100.0,2016-08-09 00:00:00,1307073,ntmr,南通明润商贸有限公司,9,100.0
0.0,,Z,100.0,2016-08-30 00:00:00,1307073,ntmr,南通明润商贸有限公司,11,100.0
0.0,,Z,100.0,2016-09-06 00:00:00,1307073,ntmr,南通明润商贸有限公司,11,100.0
0.0,,Z,100.0,2016-09-12 00:00:00,1307073,ntmr,南通明润商贸有限公司,12,100.0
1.0,1.0,E,100.0,2016-07-13 00:00:00,1307075,ntmr,南通明润商贸有限公司,10,100.0
1.0,1.0,E,100.0,2016-08-09 00:00:00,1307075,ntmr,南通明润商贸有限公司,9,100.0
1.0,1.0,E,31.30707018,2016-08-29 00:00:00,1307075,ntmr,南通明润商贸有限公司,12,100.0
1.0,1.0,E,100.0,2016-08-30 00:00:00,1307075,ntmr,南通明润商贸有限公司,11,100.0
0.0,0.0,E,100.0,2016-09-06 00:00:00,1307075,ntmr,南通明润商贸有限公司,11,100.0
1.0,1.0,E,32.070126677,2016-10-18 00:00:00,1307075,ntmr,南通明润商贸有限公司,10,29.1139018848
0.0,,Z,100.0,2016-08-09 00:00:00,1307080,ntmr,南通明润商贸有限公司,9,100.0
0.0,0.0,Z,100.0,2016-08-30 00:00:00,1307080,ntmr,南通明润商贸有限公司,11,100.0
0.0,,Z,100.0,2016-09-06 00:00:00,1307080,ntmr,南通明润商贸有限公司,11,100.0
0.6470588235294118,0.6470588235294118,E,39.0939404392,2016-08-22 00:00:00,1307129,jmsorz,江门市欧润哲家居用品有限公司,10,-2.75042006754
1.0,1.0,E,41.9619544946,2016-09-05 00:00:00,1307129,jmsorz,江门市欧润哲家居用品有限公司,15,2.21430306238
1.0,1.0,E,10.9860599106,2016-09-20 00:00:00,1307129,jmsorz,江门市欧润哲家居用品有限公司,9,8.34830171359
1.0,1.0,E,6.27257175442,2016-09-27 00:00:00,1307129,jmsorz,江门市欧润哲家居用品有限公司,11,2.75585605226
1.0,1.0,E,23.2015502854,2016-10-08 00:00:00,1307129,jmsorz,江门市欧润哲家居用品有限公司,8,-0.785576216999
0.59999999999999998,0.70588235294117652,E,26.031272235,2016-10-12 00:00:00,1307129,jmsorz,江门市欧润哲家居用品有限公司,15,5.71625978989
0.47619047619047616,1.0,E,22.9228446159,2016-10-18 00:00:00,1307129,jmsorz,江门市欧润哲家居用品有限公司,12,11.1542456258
1.0,1.0,L,100.0,2016-08-09 00:00:00,1307187,jdzshxsm,景德镇市欢享商贸有限公司,7,0.0
1.0,1.0,L,23.8343512588,2016-08-22 00:00:00,1307187,jdzshxsm,景德镇市欢享商贸有限公司,8,100.0
1.0,1.0,L,14.1966014197,2016-08-29 00:00:00,1307187,jdzshxsm,景德镇市欢享商贸有限公司,11,2.97356093556
1.0,1.0,L,8.88852975637,2016-09-05 00:00:00,1307187,jdzshxsm,景德镇市欢享商贸有限公司,11,4.23959930138
1.0,1.0,L,8.14302106081,2016-09-19 00:00:00,1307187,jdzshxsm,景德镇市欢享商贸有限公司,11,4.43805787173
1.0,1.0,L,13.7415069853,2016-10-08 00:00:00,1307187,jdzshxsm,景德镇市欢享商贸有限公司,6,6.80728026606
0.0,0.0,L,5.13083632632,2016-10-17 00:00:00,1307187,jdzshxsm,景德镇市欢享商贸有限公司,11,7.41051307985
1.0,1.0,L,100.0,2016-07-26 00:00:00,1309241,hzfdgm,惠州市阜东工贸有限公司,12,0.0
1.0,1.0,L,27.2783632982,2016-08-09 00:00:00,1309241,hzfdgm,惠州市阜东工贸有限公司,11,0.630451095473
1.0,1.0,L,85.8983536149,2016-08-31 00:00:00,1309241,hzfdgm,惠州市阜东工贸有限公司,10,-3.20575544408
1.0,1.0,L,38.7596899225,2016-09-28 00:00:00,1309241,hzfdgm,惠州市阜东工贸有限公司,14,3.24336431806
1.0,1.0,L,35.316969804,2016-10-18 00:00:00,1309241,hzfdgm,惠州市阜东工贸有限公司,10,1.96616821676
1.0,1.0,Z,28.6719666363,2016-08-09 00:00:00,1309249,hzfdgm,惠州市阜东工贸有限公司,11,5.50633388082
1.0,1.0,Z,34.965034965,2016-09-28 00:00:00,1309249,hzfdgm,惠州市阜东工贸有限公司,14,-3.72394801008
1.0,1.0,Z,42.6985482494,2016-10-18 00:00:00,1309249,hzfdgm,惠州市阜东工贸有限公司,10,10.5027217323
1.0,1.0,L,25.6529850746,2016-07-13 00:00:00,1310297,jmsorz,江门市欧润哲家居用品有限公司,11,-2.10781435744
0.375,0.375,L,100.0,2016-08-02 00:00:00,1310297,jmsorz,江门市欧润哲家居用品有限公司,9,-2.99415631848
0.0,,L,23.482446871,2016-08-22 00:00:00,1310297,jmsorz,江门市欧润哲家居用品有限公司,10,4.41222916572
0.0,,L,59.3495291604,2016-09-05 00:00:00,1310297,jmsorz,江门市欧润哲家居用品有限公司,15,-3.92907665522
0.0,,L,100.0,2016-09-12 00:00:00,1310297,jmsorz,江门市欧润哲家居用品有限公司,10,-3.12264263836
0.0,,L,29.8953662182,2016-09-20 00:00:00,1310297,jmsorz,江门市欧润哲家居用品有限公司,9,-3.03997949769
0.0,,L,34.5911949686,2016-09-27 00:00:00,1310297,jmsorz,江门市欧润哲家居用品有限公司,11,-0.812974677027
0.0,,L,71.6524854456,2016-10-08 00:00:00,1310297,jmsorz,江门市欧润哲家居用品有限公司,8,-2.9228676913
1.0,1.0,D,96.4912280702,2016-07-13 00:00:00,1310298,jmsorz,江门市欧润哲家居用品有限公司,11,-0.713488369101
1.0,1.0,D,11.4298777003,2016-07-26 00:00:00,1310298,jmsorz,江门市欧润哲家居用品有限公司,10,-0.735790838274
1.0,1.0,D,80.2854594112,2016-08-02 00:00:00,1310298,jmsorz,江门市欧润哲家居用品有限公司,9,0.201129842181
1.0,1.0,D,8.98099023733,2016-08-15 00:00:00,1310298,jmsorz,江门市欧润哲家居用品有限公司,9,-3.56070221221
1.0,1.0,D,20.79002079,2016-08-22 00:00:00,1310298,jmsorz,江门市欧润哲家居用品有限公司,10,-0.142615131435
1.0,1.0,D,45.2328159645,2016-09-05 00:00:00,1310298,jmsorz,江门市欧润哲家居用品有限公司,15,-1.17066885875
1.0,1.0,D,34.2336861534,2016-10-08 00:00:00,1310298,jmsorz,江门市欧润哲家居用品有限公司,8,-8.26414989018
0.8571428571428571,0.8571428571428571,D,5.1133956356,2016-10-12 00:00:00,1310298,jmsorz,江门市欧润哲家居用品有限公司,15,17.9857293134
1.0,1.0,D,24.8894311423,2016-10-18 00:00:00,1310298,jmsorz,江门市欧润哲家居用品有限公司,12,21.1643410028
1.0,1.0,D,1.54816735689,2016-07-28 00:00:00,1310301,jmsorz,江门市欧润哲家居用品有限公司,8,7.39684135786
1.0,1.0,D,5.6206088993,2016-08-02 00:00:00,1310301,jmsorz,江门市欧润哲家居用品有限公司,9,3.94173448758
1.0,1.0,D,49.8812351544,2016-08-15 00:00:00,1310301,jmsorz,江门市欧润哲家居用品有限公司,9,-3.39006583957
1.0,1.0,D,28.8498074334,2016-09-05 00:00:00,1310301,jmsorz,江门市欧润哲家居用品有限公司,15,0.302983771207
1.0,1.0,D,12.2456669179,2016-09-29 00:00:00,1310301,jmsorz,江门市欧润哲家居用品有限公司,9,13.600536629
0.88888888888888884,0.88888888888888884,D,29.8710015267,2016-10-12 00:00:00,1310301,jmsorz,江门市欧润哲家居用品有限公司,15,9.16650638225
1.0,1.0,D,36.4282341301,2016-10-18 00:00:00,1310301,jmsorz,江门市欧润哲家居用品有限公司,12,23.5869968465
0.0,,L,4.31834866347,2016-07-13 00:00:00,1310323,bjzdx,北京紫丁香华盛日用品有限公司,5,-10.0
0.0,,L,100.0,2016-08-15 00:00:00,1310323,bjzdx,北京紫丁香华盛日用品有限公司,6,0.0
0.0,,L,100.0,2016-08-22 00:00:00,1310323,bjzdx,北京紫丁香华盛日用品有限公司,6,0.0
1.0,1.0,L,100.0,2016-08-23 00:00:00,1310323,bjzdx,北京紫丁香华盛日用品有限公司,9,100.0
0.0,,L,47.0953021705,2016-09-05 00:00:00,1310323,bjzdx,北京紫丁香华盛日用品有限公司,7,-10.0
1.0,1.0,L,85.7142857143,2016-09-06 00:00:00,1310323,bjzdx,北京紫丁香华盛日用品有限公司,12,100.0
0.8571428571428571,1.0,L,10.9018984878,2016-10-08 00:00:00,1310323,bjzdx,北京紫丁香华盛日用品有限公司,15,-0.661810590048
0.0,,L,48.4295004843,2016-10-12 00:00:00,1310323,bjzdx,北京紫丁香华盛日用品有限公司,5,7.19252802306
1.0,1.0,L,30.9899747432,2016-10-13 00:00:00,1310323,bjzdx,北京紫丁香华盛日用品有限公司,20,8.70704217806
0.0,,L,42.3216444982,2016-10-18 00:00:00,1310323,bjzdx,北京紫丁香华盛日用品有限公司,5,17.1341789945
1.0,1.0,L,23.9437322293,2016-10-19 00:00:00,1310323,bjzdx,北京紫丁香华盛日用品有限公司,12,21.3611996981
1.0,1.0,E,48.0604188122,2016-09-12 00:00:00,1313247,shhsjtyp,上海何适家庭用品有限公司,14,11.5490504818
1.0,1.0,E,21.528525296,2016-10-08 00:00:00,1313247,shhsjtyp,上海何适家庭用品有限公司,27,-0.720330904148
1.0,1.0,E,30.39667663,2016-10-12 00:00:00,1313247,shhsjtyp,上海何适家庭用品有限公司,15,5.43766479717
1.0,1.0,E,22.7179951369,2016-10-18 00:00:00,1313247,shhsjtyp,上海何适家庭用品有限公司,16,5.39982315614
1.0,1.0,E,8.14498065567,2016-08-31 00:00:00,1321918,bjjktc,北京家酷天成商贸有限公司,10,7.8271536903
1.0,1.0,E,11.4351057747,2016-09-06 00:00:00,1321918,bjjktc,北京家酷天成商贸有限公司,14,3.43801367716
1.0,1.0,E,31.4196231659,2016-09-12 00:00:00,1321918,bjjktc,北京家酷天成商贸有限公司,12,3.24113661802
0.0,,E,16.041362853,2016-10-08 00:00:00,1321918,bjjktc,北京家酷天成商贸有限公司,11,9.27610964066
0.0,,E,50.5543746769,2016-10-13 00:00:00,1321918,bjjktc,北京家酷天成商贸有限公司,22,1.46616424189
0.0,,E,26.024320347,2016-10-20 00:00:00,1321918,szsbt,深圳市半塘电子商务有限公司,28,-1.80782084843
0.0,,Z,35.8877957081,2016-07-20 00:00:00,1321934,bjjktc,北京家酷天成商贸有限公司,7,-1.12450919925
0.0,,Z,33.7584396099,2016-07-26 00:00:00,1321934,bjjktc,北京家酷天成商贸有限公司,9,-0.625241219606
0.0,,Z,23.8112954833,2016-08-02 00:00:00,1321934,bjjktc,北京家酷天成商贸有限公司,8,-1.61362111586
0.0,,Z,11.334976905,2016-08-08 00:00:00,1321934,bjjktc,北京家酷天成商贸有限公司,10,-3.0586153143
0.0,,Z,7.17360114778,2016-08-15 00:00:00,1321934,bjjktc,北京家酷天成商贸有限公司,10,-2.23978681096
0.0,0.0,Z,40.453570334,2016-08-22 00:00:00,1321934,bjjktc,北京家酷天成商贸有限公司,11,-1.99020825254
0.0,,Z,27.0178993583,2016-09-06 00:00:00,1321934,bjjktc,北京家酷天成商贸有限公司,14,-2.97483967509
0.0,,Z,27.9907863662,2016-09-12 00:00:00,1321934,bjjktc,北京家酷天成商贸有限公司,12,-2.7165081817
1.0,1.0,Z,23.4466588511,2016-10-08 00:00:00,1321934,bjjktc,北京家酷天成商贸有限公司,28,-4.07576635124
0.0,,E,6.20770997579,2016-08-02 00:00:00,1321937,bjjktc,北京家酷天成商贸有限公司,8,7.38286732185
0.0,0.0,E,35.469624787,2016-08-29 00:00:00,1321937,bjjktc,北京家酷天成商贸有限公司,12,1.65071530343
0.0,,E,36.3530792825,2016-09-12 00:00:00,1321937,bjjktc,北京家酷天成商贸有限公司,12,-2.97142559295
0.0,,E,24.9690858937,2016-09-19 00:00:00,1321937,bjjktc,北京家酷天成商贸有限公司,14,-3.04619522226
0.0,,E,14.0111162575,2016-09-27 00:00:00,1321937,bjjktc,北京家酷天成商贸有限公司,9,-1.98991534877
0.0,,E,32.3110062571,2016-10-08 00:00:00,1321937,bjjktc,北京家酷天成商贸有限公司,28,-4.14155474446
0.0,,E,34.7336457923,2016-10-20 00:00:00,1321937,szsbt,深圳市半塘电子商务有限公司,28,-5.44291694369
1.0,1.0,D,14.932059131,2016-08-22 00:00:00,1324044,shhsjtyp,上海何适家庭用品有限公司,13,4.40173035376
1.0,1.0,D,17.7967609895,2016-09-01 00:00:00,1324044,shhsjtyp,上海何适家庭用品有限公司,11,6.18649206621
0.96666666666666667,0.96666666666666667,D,16.5811945566,2016-09-12 00:00:00,1324044,shhsjtyp,上海何适家庭用品有限公司,14,6.56310509122
1.0,1.0,D,25.3731620722,2016-09-20 00:00:00,1324044,shhsjtyp,上海何适家庭用品有限公司,13,12.797680366
1.0,1.0,D,29.947246773,2016-10-12 00:00:00,1324044,shhsjtyp,上海何适家庭用品有限公司,15,12.6718932044
1.0,1.0,D,29.5836106797,2016-10-18 00:00:00,1324044,shhsjtyp,上海何适家庭用品有限公司,16,23.0418835192
1.0,1.0,D,17.307958584,2016-10-19 00:00:00,1324044,shhsjtyp,上海何适家庭用品有限公司,15,36.5673585592
1.0,1.0,Z,57.883629786,2016-09-05 00:00:00,1324056,shhsjtyp,上海何适家庭用品有限公司,16,10.7380482997
0.75,0.75,Z,91.6870415648,2016-09-22 00:00:00,1324056,shhsjtyp,上海何适家庭用品有限公司,10,20.9856635181
1.0,1.0,Z,57.8783452305,2016-10-12 00:00:00,1324056,shhsjtyp,上海何适家庭用品有限公司,15,6.9792509721
0.875,0.875,Z,29.12002912,2016-10-18 00:00:00,1324056,shhsjtyp,上海何适家庭用品有限公司,16,13.1847786315
1.0,1.0,Z,53.8271073313,2016-07-19 00:00:00,1324057,shhsjtyp,上海何适家庭用品有限公司,10,-1.96997200877
0.90000000000000002,0.90000000000000002,Z,100.0,2016-09-22 00:00:00,1324057,shhsjtyp,上海何适家庭用品有限公司,10,37.2169826995
1.0,1.0,E,4.1499515839,2016-07-19 00:00:00,1335085,shhsjtyp,上海何适家庭用品有限公司,10,9.09920055315
1.0,1.0,E,54.3566885905,2016-09-22 00:00:00,1335085,shhsjtyp,上海何适家庭用品有限公司,10,7.67549399407
1.0,1.0,Z,100.0,2016-09-22 00:00:00,1335091,shhsjtyp,上海何适家庭用品有限公司,10,10.6770960112
1.0,1.0,C,14.7318797879,2016-07-05 00:00:00,1346593,bjzdx,北京紫丁香华盛日用品有限公司,5,17.5786810856
1.0,1.0,C,12.9455932024,2016-07-13 00:00:00,1346593,bjzdx,北京紫丁香华盛日用品有限公司,5,25.3981315365
1.0,1.0,C,14.5397921279,2016-07-26 00:00:00,1346593,bjzdx,北京紫丁香华盛日用品有限公司,5,15.5369233453
1.0,1.0,C,4.33352374574,2016-08-02 00:00:00,1346593,bjzdx,北京紫丁香华盛日用品有限公司,11,8.91636343148
1.0,1.0,C,12.9650153698,2016-08-08 00:00:00,1346593,bjzdx,北京紫丁香华盛日用品有限公司,4,16.6880632702
1.0,1.0,C,15.4284755995,2016-08-15 00:00:00,1346593,bjzdx,北京紫丁香华盛日用品有限公司,6,9.96563246523
1.0,1.0,C,31.4465408805,2016-08-22 00:00:00,1346593,bjzdx,北京紫丁香华盛日用品有限公司,6,16.5243096924
1.0,1.0,C,27.7425320975,2016-09-12 00:00:00,1346593,bjzdx,北京紫丁香华盛日用品有限公司,6,26.8076763074
1.0,1.0,C,3.34488840236,2016-09-27 00:00:00,1346593,bjzdx,北京紫丁香华盛日用品有限公司,4,38.0155506746
0.0,,C,15.9882551685,2016-10-08 00:00:00,1346593,bjzdx,北京紫丁香华盛日用品有限公司,15,13.7165744588
1.0,1.0,C,15.2420057235,2016-10-12 00:00:00,1346593,bjzdx,北京紫丁香华盛日用品有限公司,5,47.6685803765
1.0,1.0,C,12.4436578824,2016-10-18 00:00:00,1346593,bjzdx,北京紫丁香华盛日用品有限公司,5,43.8491916239
1.0,1.0,E,100.0,2016-07-14 00:00:00,1346974,bjsszhmy,北京佳驰科技有限公司,12,0.0
1.0,1.0,E,28.8169608398,2016-08-05 00:00:00,1346974,bjsszhmy,北京佳驰科技有限公司,14,-3.72652331275
1.0,1.0,E,44.7714931867,2016-09-08 00:00:00,1346974,bjsszhmy,北京佳驰科技有限公司,13,-3.95027559632
1.0,1.0,E,46.2944121118,2016-10-09 00:00:00,1346974,bjsszhmy,北京佳驰科技有限公司,28,-2.13144556005
1.0,1.0,E,24.6700092571,2016-10-24 00:00:00,1346974,bjsszhmy,北京佳驰科技有限公司,21,3.05754790587
1.0,1.0,D,43.905651633,2016-07-14 00:00:00,1350813,bjsszhmy,北京佳驰科技有限公司,12,-3.32845583903
1.0,1.0,D,14.1434142202,2016-08-05 00:00:00,1350813,bjsszhmy,北京佳驰科技有限公司,14,-1.06029583237
1.0,1.0,D,21.7898433695,2016-08-15 00:00:00,1350813,bjsszhmy,北京佳驰科技有限公司,17,-1.54559292605
1.0,1.0,D,17.4559237924,2016-08-18 00:00:00,1350813,bjsszhmy,北京佳驰科技有限公司,14,11.76077427
1.0,1.0,D,38.4682248764,2016-09-08 00:00:00,1350813,bjsszhmy,北京佳驰科技有限公司,13,-0.179421039783
1.0,1.0,D,16.9116290511,2016-09-27 00:00:00,1350813,bjsszhmy,北京佳驰科技有限公司,11,7.10582224676
0.75,1.0,D,27.3248929775,2016-10-09 00:00:00,1350813,bjsszhmy,北京佳驰科技有限公司,28,-0.178548611133
1.0,1.0,E,12.1929190751,2016-07-19 00:00:00,1354389,jmsorz,江门市欧润哲家居用品有限公司,9,1.41809561438
1.0,1.0,E,18.5198903622,2016-07-26 00:00:00,1354389,jmsorz,江门市欧润哲家居用品有限公司,10,0.222074370042
1.0,1.0,E,11.2647497817,2016-08-08 00:00:00,1354389,jmsorz,江门市欧润哲家居用品有限公司,8,-2.73641634949
1.0,1.0,E,8.83421130125,2016-08-15 00:00:00,1354389,jmsorz,江门市欧润哲家居用品有限公司,9,1.46160179641
1.0,1.0,E,14.7946502545,2016-08-22 00:00:00,1354389,jmsorz,江门市欧润哲家居用品有限公司,10,0.484663551399
1.0,1.0,E,20.2808112324,2016-08-29 00:00:00,1354389,jmsorz,江门市欧润哲家居用品有限公司,13,-0.789639234389
1.0,1.0,E,29.2504570384,2016-09-05 00:00:00,1354389,jmsorz,江门市欧润哲家居用品有限公司,15,6.85874383099
1.0,1.0,E,18.1458929796,2016-09-20 00:00:00,1354389,jmsorz,江门市欧润哲家居用品有限公司,9,4.21578589012
1.0,1.0,E,71.4528751276,2016-10-12 00:00:00,1354389,jmsorz,江门市欧润哲家居用品有限公司,15,5.61130847617
1.0,1.0,E,46.5624889767,2016-10-18 00:00:00,1354389,jmsorz,江门市欧润哲家居用品有限公司,12,32.882924701
1.0,1.0,E,18.5909258576,2016-07-26 00:00:00,1356211,bjwhkj,北京万恒科技有限公司,9,5.12772933631
1.0,1.0,L,20.0346052272,2016-07-13 00:00:00,1356230,jmsorz,江门市欧润哲家居用品有限公司,11,-3.41780831287
1.0,1.0,L,25.2724688043,2016-08-08 00:00:00,1356230,jmsorz,江门市欧润哲家居用品有限公司,8,-2.64825421424
1.0,1.0,L,32.2199548921,2016-08-22 00:00:00,1356230,jmsorz,江门市欧润哲家居用品有限公司,10,0.27473471815
1.0,1.0,L,45.3766259958,2016-09-05 00:00:00,1356230,jmsorz,江门市欧润哲家居用品有限公司,15,-1.54480777956
1.0,1.0,L,34.8219726648,2016-09-12 00:00:00,1356230,jmsorz,江门市欧润哲家居用品有限公司,10,8.75362179505
1.0,1.0,L,31.4992981135,2016-10-08 00:00:00,1356230,jmsorz,江门市欧润哲家居用品有限公司,8,-1.88433072191
1.0,1.0,L,17.6100259748,2016-10-18 00:00:00,1356230,jmsorz,江门市欧润哲家居用品有限公司,12,6.92448281344
0.0,,E,27.2885140164,2016-07-13 00:00:00,1356245,jmsorz,江门市欧润哲家居用品有限公司,11,-3.42509492442
0.0,,E,25.8138534347,2016-07-19 00:00:00,1356245,jmsorz,江门市欧润哲家居用品有限公司,9,-2.58273921201
1.0,1.0,E,12.5628140704,2016-07-26 00:00:00,1356245,jmsorz,江门市欧润哲家居用品有限公司,10,-2.74294163658
1.0,1.0,E,100.0,2016-08-02 00:00:00,1356245,jmsorz,江门市欧润哲家居用品有限公司,9,100.0
1.0,1.0,E,23.7233853271,2016-08-22 00:00:00,1356245,jmsorz,江门市欧润哲家居用品有限公司,10,0.3983652619
1.0,1.0,E,10.281963064,2016-08-29 00:00:00,1356245,jmsorz,江门市欧润哲家居用品有限公司,13,1.31659920522
0.0,,E,34.6116572061,2016-09-12 00:00:00,1356245,jmsorz,江门市欧润哲家居用品有限公司,10,6.52414701751
1.0,1.0,E,45.2385304332,2016-09-20 00:00:00,1356245,jmsorz,江门市欧润哲家居用品有限公司,9,-0.925164731723
0.9375,0.9375,E,53.409293217,2016-10-12 00:00:00,1356245,jmsorz,江门市欧润哲家居用品有限公司,15,2.45630536642
1.0,1.0,E,26.106414719,2016-10-18 00:00:00,1356245,jmsorz,江门市欧润哲家居用品有限公司,12,15.6720203153
1.0,1.0,E,100.0,2016-07-13 00:00:00,1356253,jmsorz,江门市欧润哲家居用品有限公司,11,100.0
1.0,1.0,E,38.3577212672,2016-08-02 00:00:00,1356253,jmsorz,江门市欧润哲家居用品有限公司,9,1.31849611063
1.0,1.0,E,11.2142545636,2016-08-15 00:00:00,1356253,jmsorz,江门市欧润哲家居用品有限公司,9,-2.13553652663
1.0,1.0,E,23.9085736145,2016-08-22 00:00:00,1356253,jmsorz,江门市欧润哲家居用品有限公司,10,-0.0932117648965
1.0,1.0,E,11.9988924099,2016-08-29 00:00:00,1356253,jmsorz,江门市欧润哲家居用品有限公司,13,1.57920150744
1.0,1.0,E,43.3158786385,2016-09-05 00:00:00,1356253,jmsorz,江门市欧润哲家居用品有限公司,15,-0.705465044684
1.0,1.0,E,19.4920259894,2016-09-27 00:00:00,1356253,jmsorz,江门市欧润哲家居用品有限公司,11,1.25950994134
1.0,1.0,E,36.9908729042,2016-10-08 00:00:00,1356253,jmsorz,江门市欧润哲家居用品有限公司,8,0.606893048846
0.93333333333333335,0.93333333333333335,E,26.8176400477,2016-10-12 00:00:00,1356253,jmsorz,江门市欧润哲家居用品有限公司,15,8.72807105468
1.0,1.0,E,24.6594645373,2016-10-18 00:00:00,1356253,jmsorz,江门市欧润哲家居用品有限公司,12,10.2041352116
1.0,1.0,D,18.1791249781,2016-08-15 00:00:00,1356254,jmsorz,江门市欧润哲家居用品有限公司,9,-2.83908133971
1.0,1.0,D,28.2965478212,2016-08-22 00:00:00,1356254,jmsorz,江门市欧润哲家居用品有限公司,10,4.36974732283
1.0,1.0,D,26.7567948176,2016-08-29 00:00:00,1356254,jmsorz,江门市欧润哲家居用品有限公司,13,2.36658123201
1.0,1.0,D,36.8985272675,2016-09-05 00:00:00,1356254,jmsorz,江门市欧润哲家居用品有限公司,15,-1.83806963625
1.0,1.0,D,11.5659306237,2016-10-08 00:00:00,1356254,jmsorz,江门市欧润哲家居用品有限公司,8,14.4355546042
1.0,1.0,D,29.8336962675,2016-10-12 00:00:00,1356254,jmsorz,江门市欧润哲家居用品有限公司,15,10.8351811588
0.55319148936170215,1.0,D,38.847255896,2016-10-18 00:00:00,1356254,jmsorz,江门市欧润哲家居用品有限公司,12,22.8080339387
1.0,1.0,C,22.5530428988,2016-07-13 00:00:00,1356257,jmsorz,江门市欧润哲家居用品有限公司,11,8.12019041805
1.0,1.0,C,4.60947840459,2016-07-26 00:00:00,1356257,jmsorz,江门市欧润哲家居用品有限公司,10,10.878115453
1.0,1.0,C,7.34873846656,2016-08-02 00:00:00,1356257,jmsorz,江门市欧润哲家居用品有限公司,9,11.7021461226
1.0,1.0,C,12.025578731,2016-08-08 00:00:00,1356257,jmsorz,江门市欧润哲家居用品有限公司,8,11.0647797558
1.0,1.0,C,9.23408403016,2016-08-15 00:00:00,1356257,jmsorz,江门市欧润哲家居用品有限公司,9,10.1050394445
0.53691275167785235,0.94117647058823528,C,41.7914801476,2016-08-22 00:00:00,1356257,jmsorz,江门市欧润哲家居用品有限公司,10,9.2898333668
1.0,1.0,C,19.9260540406,2016-08-29 00:00:00,1356257,jmsorz,江门市欧润哲家居用品有限公司,13,13.6510965201
0.40659340659340659,1.0,C,21.8609690415,2016-09-12 00:00:00,1356257,jmsorz,江门市欧润哲家居用品有限公司,10,20.8775199662
0.62068965517241381,1.0,C,6.95838565453,2016-09-20 00:00:00,1356257,jmsorz,江门市欧润哲家居用品有限公司,9,23.014302342
1.0,1.0,C,1.77476605357,2016-09-27 00:00:00,1356257,jmsorz,江门市欧润哲家居用品有限公司,11,14.9253693136
1.0,1.0,C,15.6238132954,2016-09-29 00:00:00,1356257,jmsorz,江门市欧润哲家居用品有限公司,9,28.5628009951
1.0,1.0,C,21.1427446184,2016-10-08 00:00:00,1356257,jmsorz,江门市欧润哲家居用品有限公司,8,20.1715944806
0.47368421052631576,0.98999999999999999,C,43.2662648723,2016-10-12 00:00:00,1356257,jmsorz,江门市欧润哲家居用品有限公司,15,22.7465324606
0.51980198019801982,1.0,C,38.1899477251,2016-10-18 00:00:00,1356257,jmsorz,江门市欧润哲家居用品有限公司,12,27.4659536679
1.0,1.0,L,7.47104968248,2016-08-08 00:00:00,1356259,jmsorz,江门市欧润哲家居用品有限公司,8,-1.21689327305
1.0,1.0,L,7.64558467485,2016-08-15 00:00:00,1356259,jmsorz,江门市欧润哲家居用品有限公司,9,0.661647296614
1.0,1.0,L,23.679848449,2016-08-22 00:00:00,1356259,jmsorz,江门市欧润哲家居用品有限公司,10,1.49516708832
1.0,1.0,L,23.356300362,2016-09-12 00:00:00,1356259,jmsorz,江门市欧润哲家居用品有限公司,10,7.90476396173
1.0,1.0,L,20.8649468892,2016-09-27 00:00:00,1356259,jmsorz,江门市欧润哲家居用品有限公司,11,0.647978033645
1.0,1.0,L,12.9110349001,2016-10-08 00:00:00,1356259,jmsorz,江门市欧润哲家居用品有限公司,8,4.09723813126
0.75,0.75,L,42.2247765606,2016-10-12 00:00:00,1356259,jmsorz,江门市欧润哲家居用品有限公司,15,4.82586894587
1.0,1.0,L,32.2638465675,2016-10-18 00:00:00,1356259,jmsorz,江门市欧润哲家居用品有限公司,12,15.3816160773
1.0,1.0,L,100.0,2016-07-13 00:00:00,1356260,jmsorz,江门市欧润哲家居用品有限公司,11,0.0
0.0,,L,17.8173719376,2016-08-08 00:00:00,1356260,jmsorz,江门市欧润哲家居用品有限公司,8,-2.11248748664
0.0,,L,35.8280254777,2016-08-15 00:00:00,1356260,jmsorz,江门市欧润哲家居用品有限公司,9,-2.20504871568
0.0,,L,33.8380847644,2016-08-22 00:00:00,1356260,jmsorz,江门市欧润哲家居用品有限公司,10,-2.1559952156
1.0,1.0,L,29.4001243851,2016-08-29 00:00:00,1356260,jmsorz,江门市欧润哲家居用品有限公司,13,-2.41686505714
1.0,1.0,L,39.4383972235,2016-09-05 00:00:00,1356260,jmsorz,江门市欧润哲家居用品有限公司,15,2.81760192355
