org_from,org_to,actiontime_max,alt_max,alt_cnt
10,616,2016-08-05,3,10
10,616,2016-08-06,1,95
10,616,2016-08-06,2,40
10,616,2016-08-06,3,2
10,616,2016-08-07,1,107
10,616,2016-08-07,2,49
10,616,2016-08-07,3,5
10,616,2016-08-08,1,108
10,616,2016-08-08,2,60
10,616,2016-08-08,3,3
10,616,2016-08-09,1,95
10,616,2016-08-09,2,21
10,616,2016-08-09,3,3
10,616,2016-08-10,1,126
10,616,2016-08-10,2,57
10,616,2016-08-10,3,5
10,616,2016-08-11,1,104
10,616,2016-08-11,2,31
10,616,2016-08-12,1,112
10,616,2016-08-12,2,20
10,616,2016-08-12,3,1
10,616,2016-08-13,1,104
10,616,2016-08-13,2,47
10,616,2016-08-14,1,102
10,616,2016-08-14,2,55
10,616,2016-08-14,3,3
10,616,2016-08-15,1,131
10,616,2016-08-15,2,36
10,616,2016-08-15,3,1
10,616,2016-08-16,1,93
10,616,2016-08-16,2,5
10,616,2016-08-16,3,1
10,616,2016-08-17,1,152
10,616,2016-08-17,2,18
10,616,2016-08-17,3,4
10,616,2016-08-17,4,2
10,616,2016-08-18,1,116
10,616,2016-08-18,2,33
10,616,2016-08-19,1,122
10,616,2016-08-19,2,40
10,616,2016-08-19,3,4
10,616,2016-08-20,1,127
10,616,2016-08-20,2,44
10,616,2016-08-20,3,4
10,616,2016-08-21,1,123
10,616,2016-08-21,2,32
10,616,2016-08-22,1,118
10,616,2016-08-22,2,2
10,616,2016-08-23,1,123
10,616,2016-08-23,2,33
10,616,2016-08-24,1,136
10,616,2016-08-24,2,32
10,616,2016-08-25,1,147
10,616,2016-08-25,2,28
10,616,2016-08-26,1,112
10,616,2016-08-26,2,23
10,616,2016-08-27,1,113
10,616,2016-08-27,2,43
10,616,2016-08-27,3,5
10,616,2016-08-28,1,127
10,616,2016-08-28,2,68
10,616,2016-08-28,3,7
10,616,2016-08-29,1,124
10,616,2016-08-29,2,20
10,616,2016-08-29,5,1
10,616,2016-08-30,1,132
10,616,2016-08-30,2,32
10,616,2016-08-31,1,146
10,616,2016-08-31,2,44
10,616,2016-09-01,1,119
10,616,2016-09-01,2,36
10,616,2016-09-01,3,3
10,616,2016-09-02,1,112
10,616,2016-09-02,2,48
10,616,2016-09-02,3,1
10,616,2016-09-03,1,111
10,616,2016-09-03,2,68
10,616,2016-09-03,3,9
10,616,2016-09-04,1,118
10,616,2016-09-04,2,67
10,616,2016-09-04,3,6
10,616,2016-09-05,0,1
10,616,2016-09-05,1,106
10,616,2016-09-05,2,27
10,616,2016-09-05,3,2
10,616,2016-09-06,1,89
10,616,2016-09-06,2,72
10,616,2016-09-06,3,14
10,616,2016-09-07,1,97
10,616,2016-09-07,2,74
10,616,2016-09-07,3,13
10,616,2016-09-08,1,136
10,616,2016-09-08,2,72
10,616,2016-09-08,3,14
10,616,2016-09-09,1,154
10,616,2016-09-09,2,17
10,616,2016-09-09,3,1
10,616,2016-09-10,1,151
10,616,2016-09-10,2,6
10,616,2016-09-11,1,115
10,616,2016-09-11,2,58
10,616,2016-09-12,1,134
10,616,2016-09-12,2,58
10,616,2016-09-12,3,6
10,616,2016-09-13,1,146
10,616,2016-09-13,2,9
10,616,2016-09-14,1,140
10,616,2016-09-14,2,6
10,616,2016-09-15,1,67
10,616,2016-09-15,2,6
10,616,2016-09-16,1,65
10,616,2016-09-16,2,1
10,616,2016-09-17,1,113
10,616,2016-09-18,1,93
10,616,2016-09-19,1,40
10,616,2016-09-19,2,13
10,616,2016-09-20,1,127
10,616,2016-09-20,2,71
10,616,2016-09-20,3,1
10,616,2016-09-21,1,129
10,616,2016-09-21,2,1
10,616,2016-09-22,1,150
10,616,2016-09-22,2,2
10,616,2016-09-23,1,88
10,616,2016-09-23,2,57
10,616,2016-09-24,1,65
10,616,2016-09-25,1,31
10,616,2016-09-25,2,65
10,616,2016-09-26,1,78
10,616,2016-09-27,1,151
10,616,2016-09-28,1,63
10,616,2016-09-28,2,10
10,616,2016-09-29,1,37
10,616,2016-09-29,2,93
10,616,2016-09-30,1,96
10,616,2016-09-30,2,75
10,616,2016-09-30,3,16
10,616,2016-10-01,1,12
10,616,2016-10-01,2,42
10,616,2016-10-01,3,13
10,616,2016-10-01,4,12
10,616,2016-10-02,1,76
10,616,2016-10-02,2,106
10,616,2016-10-03,1,110
10,616,2016-10-04,1,92
10,616,2016-10-05,1,92
10,616,2016-10-05,2,3
10,616,2016-10-06,1,111
10,616,2016-10-06,2,66
10,616,2016-10-07,1,81
10,616,2016-10-07,2,9
10,616,2016-10-08,1,112
10,616,2016-10-08,2,61
10,616,2016-10-08,3,1
10,616,2016-10-09,1,110
10,616,2016-10-09,2,10
10,616,2016-10-09,3,2
10,616,2016-10-10,1,139
10,616,2016-10-10,2,46
10,616,2016-10-10,3,1
10,616,2016-10-11,1,114
10,616,2016-10-11,2,8
10,616,2016-10-11,3,1
10,616,2016-10-12,1,131
10,616,2016-10-12,2,74
10,616,2016-10-12,3,41
10,616,2016-10-12,4,4
10,616,2016-10-13,1,73
10,616,2016-10-13,2,57
10,616,2016-10-14,1,143
10,616,2016-10-14,2,67
10,616,2016-10-14,3,13
10,616,2016-10-15,1,139
10,616,2016-10-15,2,48
10,616,2016-10-15,3,8
10,616,2016-10-15,4,1
10,616,2016-10-15,5,5
10,616,2016-10-16,1,125
10,616,2016-10-16,2,29
10,616,2016-10-17,1,130
10,616,2016-10-17,2,110
10,616,2016-10-17,3,11
10,616,2016-10-18,0,1
10,616,2016-10-18,1,71
10,616,2016-10-18,2,29
10,616,2016-10-18,3,6
10,616,2016-10-18,4,1
10,616,2016-10-19,1,109
10,616,2016-10-19,2,103
10,616,2016-10-19,3,6
10,616,2016-10-20,1,141
10,616,2016-10-20,2,59
10,616,2016-10-20,3,3
10,616,2016-10-21,1,127
10,616,2016-10-21,2,32
10,616,2016-10-21,4,1
10,616,2016-10-22,1,118
10,616,2016-10-22,2,34
10,616,2016-10-22,3,12
10,616,2016-10-23,1,129
10,616,2016-10-23,2,55
10,616,2016-10-24,1,133
10,616,2016-10-24,2,18
10,616,2016-10-24,3,12
10,616,2016-10-25,1,108
10,616,2016-10-25,2,41
10,616,2016-10-25,3,4
10,616,2016-10-26,1,124
10,616,2016-10-26,2,52
10,616,2016-10-26,3,1
10,616,2016-10-27,1,139
10,616,2016-10-27,2,43
10,616,2016-10-27,3,3
10,616,2016-10-28,1,111
10,616,2016-10-28,2,36
10,616,2016-10-28,3,1
10,616,2016-10-29,1,136
10,616,2016-10-29,2,21
10,616,2016-10-29,3,2
10,616,2016-10-30,1,79
10,616,2016-10-30,2,85
10,616,2016-10-30,3,9
10,616,2016-10-31,1,179
10,616,2016-10-31,2,79
10,616,2016-10-31,3,7
10,616,2016-11-01,1,1
10,616,2016-11-01,2,15
10,625,2016-06-05,1,1
10,625,2016-06-07,2,1
10,625,2016-06-14,2,1
10,625,2016-06-15,1,1
10,625,2016-06-20,4,1
10,625,2016-06-24,2,1
10,625,2016-07-17,3,1
10,654,\N,\N,90
10,654,2016-06-04,3,93
10,654,2016-06-05,2,11
10,654,2016-06-05,3,65
10,654,2016-06-05,4,23
10,654,2016-06-06,3,80
10,654,2016-06-06,4,24
10,654,2016-06-06,5,7
10,654,2016-06-07,2,2
10,654,2016-06-07,3,101
10,654,2016-06-07,4,20
10,654,2016-06-07,5,3
10,654,2016-06-07,6,1
10,654,2016-06-08,2,14
10,654,2016-06-08,3,86
10,654,2016-06-08,4,1
10,654,2016-06-08,5,5
10,654,2016-06-08,6,1
10,654,2016-06-09,2,1
10,654,2016-06-09,3,79
10,654,2016-06-09,4,22
10,654,2016-06-09,5,1
10,654,2016-06-10,3,106
10,654,2016-06-10,4,6
10,654,2016-06-11,2,8
10,654,2016-06-11,3,92
10,654,2016-06-11,4,1
10,654,2016-06-11,5,2
10,654,2016-06-11,6,2
10,654,2016-06-11,7,3
10,654,2016-06-12,2,19
10,654,2016-06-12,3,83
10,654,2016-06-12,4,9
10,654,2016-06-12,5,1
10,654,2016-06-13,2,10
10,654,2016-06-13,3,83
10,654,2016-06-13,4,1
10,654,2016-06-14,2,5
10,654,2016-06-14,3,106
10,654,2016-06-15,3,101
10,654,2016-06-15,4,4
10,654,2016-06-16,2,12
10,654,2016-06-16,3,97
10,654,2016-06-16,4,12
10,654,2016-06-17,2,64
10,654,2016-06-17,3,87
10,654,2016-06-17,4,2
10,654,2016-06-22,2,48
10,654,2016-06-23,2,33
10,654,2016-06-23,3,21
10,654,2016-06-23,9,1
10,654,2016-06-23,10,2
10,654,2016-06-23,11,2
10,654,2016-06-24,2,23
10,654,2016-06-24,3,47
10,654,2016-06-24,4,2
10,654,2016-06-25,2,20
10,654,2016-06-25,3,39
10,654,2016-06-25,4,4
10,654,2016-06-26,3,66
10,654,2016-06-26,4,20
10,654,2016-06-27,2,2
10,654,2016-06-27,3,88
10,654,2016-06-28,3,91
10,654,2016-06-28,4,1
10,654,2016-06-28,5,9
10,654,2016-06-28,6,3
10,654,2016-06-29,3,70
10,654,2016-06-29,4,8
10,654,2016-06-30,3,66
10,654,2016-07-01,2,14
10,654,2016-07-01,3,60
10,654,2016-07-01,4,14
10,654,2016-07-02,3,74
10,654,2016-07-02,4,8
10,654,2016-07-02,10,2
10,654,2016-07-03,3,67
10,654,2016-07-03,4,17
10,654,2016-07-04,2,2
10,654,2016-07-04,3,81
10,654,2016-07-04,4,12
10,654,2016-07-05,2,2
10,654,2016-07-05,3,62
10,654,2016-07-05,4,14
10,654,2016-07-06,2,1
10,654,2016-07-06,3,61
10,654,2016-07-06,4,15
10,654,2016-07-07,1,34
10,654,2016-07-07,2,14
10,654,2016-07-07,3,57
10,654,2016-07-07,4,12
10,654,2016-07-08,2,27
10,654,2016-07-08,3,76
10,654,2016-07-08,4,14
10,654,2016-07-09,2,65
10,654,2016-07-09,3,27
10,654,2016-07-09,4,1
10,654,2016-07-10,2,9
10,654,2016-07-10,3,4
10,654,2016-07-10,4,1
10,654,2016-07-11,2,2
10,654,2016-07-11,3,68
10,654,2016-07-11,4,15
10,654,2016-07-12,2,5
10,654,2016-07-12,3,69
10,654,2016-07-12,4,11
10,654,2016-07-13,3,66
10,654,2016-07-13,4,31
10,654,2016-07-14,2,15
10,654,2016-07-14,3,71
10,654,2016-07-14,4,15
10,654,2016-07-15,2,3
10,654,2016-07-15,3,54
10,654,2016-07-15,4,24
10,654,2016-07-16,3,62
10,654,2016-07-16,4,31
10,654,2016-07-17,3,74
10,654,2016-07-17,4,24
10,654,2016-07-18,3,82
10,654,2016-07-18,4,19
10,654,2016-07-19,3,69
10,654,2016-07-19,4,23
10,654,2016-07-20,2,1
10,654,2016-07-20,3,66
10,654,2016-07-20,4,29
10,654,2016-07-21,3,74
10,654,2016-07-21,4,19
10,654,2016-07-22,2,3
10,654,2016-07-22,3,67
10,654,2016-07-22,4,23
10,654,2016-07-23,2,4
10,654,2016-07-23,3,84
10,654,2016-07-23,4,30
10,654,2016-07-24,2,1
10,654,2016-07-24,3,76
10,654,2016-07-24,4,31
10,654,2016-07-25,3,79
10,654,2016-07-25,4,22
10,654,2016-07-26,3,71
10,654,2016-07-26,4,11
10,654,2016-07-27,2,15
10,654,2016-07-27,3,73
10,654,2016-07-27,4,29
10,654,2016-07-28,3,55
10,654,2016-07-28,4,18
10,654,2016-07-29,3,75
10,654,2016-07-29,4,31
10,654,2016-07-30,3,70
10,654,2016-07-30,4,21
10,654,2016-07-31,3,72
10,654,2016-07-31,4,25
10,654,2016-08-01,3,76
10,654,2016-08-01,4,21
10,654,2016-08-02,2,1
10,654,2016-08-02,3,71
10,654,2016-08-02,4,19
10,654,2016-08-03,3,68
10,654,2016-08-03,4,24
10,654,2016-08-04,3,68
10,654,2016-08-04,4,19
10,654,2016-08-05,3,69
10,654,2016-08-05,4,19
10,654,2016-08-06,3,77
10,654,2016-08-06,4,17
10,654,2016-08-06,5,1
10,654,2016-08-07,3,67
10,654,2016-08-07,4,28
10,654,2016-08-08,3,72
10,654,2016-08-08,4,18
10,654,2016-08-09,3,73
10,654,2016-08-09,4,30
10,654,2016-08-10,3,73
10,654,2016-08-10,4,17
10,654,2016-08-11,3,71
10,654,2016-08-11,4,20
10,654,2016-08-12,2,7
10,654,2016-08-12,3,81
10,654,2016-08-12,4,18
10,654,2016-08-13,3,66
10,654,2016-08-13,4,19
10,654,2016-08-14,3,75
10,654,2016-08-14,4,10
10,654,2016-08-15,3,75
10,654,2016-08-15,4,15
10,654,2016-08-16,3,79
10,654,2016-08-16,4,19
10,654,2016-08-17,3,77
10,654,2016-08-17,4,23
10,654,2016-08-18,3,70
10,654,2016-08-18,4,24
10,654,2016-08-19,3,6
10,654,2016-08-20,3,74
10,654,2016-08-20,4,40
10,654,2016-08-20,5,2
10,654,2016-08-21,3,80
10,654,2016-08-21,4,24
10,654,2016-08-21,5,11
10,654,2016-08-21,6,4
10,654,2016-08-22,3,79
10,654,2016-08-22,4,15
10,654,2016-08-22,6,30
10,654,2016-08-22,7,11
10,654,2016-08-23,3,100
10,654,2016-08-23,4,1
10,654,2016-08-23,7,11
10,654,2016-08-23,8,3
10,654,2016-08-24,3,72
10,654,2016-08-24,4,18
10,654,2016-08-25,1,2
10,654,2016-08-25,3,74
10,654,2016-08-25,4,21
10,654,2016-08-26,2,12
10,654,2016-08-26,3,85
10,654,2016-08-26,4,16
10,654,2016-08-27,2,3
10,654,2016-08-27,3,90
10,654,2016-08-28,2,6
10,654,2016-08-28,3,80
10,654,2016-08-28,4,13
10,654,2016-08-29,3,97
10,654,2016-08-30,3,83
10,654,2016-08-30,4,18
10,654,2016-08-31,1,26
10,654,2016-08-31,2,5
10,654,2016-08-31,3,81
10,654,2016-08-31,4,17
10,654,2016-09-01,2,23
10,654,2016-09-01,3,75
10,654,2016-09-01,4,9
10,654,2016-09-02,2,20
10,654,2016-09-02,3,39
10,654,2016-09-03,3,63
10,654,2016-09-04,2,3
10,654,2016-09-04,3,88
10,654,2016-09-04,4,2
10,654,2016-09-05,3,36
10,654,2016-09-05,4,9
10,654,2016-09-06,3,56
10,654,2016-09-06,4,68
10,654,2016-09-06,5,4
10,654,2016-09-07,2,1
10,654,2016-09-07,3,43
10,654,2016-09-07,4,30
10,654,2016-09-07,5,10
10,654,2016-09-07,6,4
10,654,2016-09-08,0,1
10,654,2016-09-08,4,44
10,654,2016-09-08,5,20
10,654,2016-09-08,6,17
10,654,2016-09-08,7,4
10,654,2016-09-09,3,8
10,654,2016-09-09,4,77
10,654,2016-09-09,5,31
10,654,2016-09-09,6,4
10,654,2016-09-09,7,1
10,654,2016-09-10,4,80
10,654,2016-09-10,5,12
10,654,2016-09-10,6,8
10,654,2016-09-11,4,88
10,654,2016-09-11,5,20
10,654,2016-09-11,6,2
10,654,2016-09-12,3,103
10,654,2016-09-12,4,10
10,654,2016-09-13,3,100
10,654,2016-09-13,4,31
10,654,2016-09-13,5,1
10,654,2016-09-14,3,79
10,654,2016-09-14,4,12
10,654,2016-09-14,5,5
10,654,2016-09-15,3,57
10,654,2016-09-15,7,7
10,654,2016-09-16,3,20
10,654,2016-09-16,4,25
10,654,2016-09-16,8,54
10,654,2016-09-17,2,1
10,654,2016-09-17,3,50
10,654,2016-09-17,4,51
10,654,2016-09-17,9,15
10,654,2016-09-18,2,1
10,654,2016-09-18,3,55
10,654,2016-09-19,3,64
10,654,2016-09-20,3,69
10,654,2016-09-21,2,14
10,654,2016-09-21,3,59
10,654,2016-09-22,3,81
10,654,2016-09-23,3,65
10,654,2016-09-23,4,8
10,654,2016-09-23,7,1
10,654,2016-09-24,3,81
10,654,2016-09-24,4,8
10,654,2016-09-25,3,75
10,654,2016-09-25,4,7
10,654,2016-09-26,3,1
10,654,2016-09-26,4,2
10,654,2016-09-27,3,45
10,654,2016-09-27,5,1
10,654,2016-09-27,7,7
10,654,2016-09-28,3,80
10,654,2016-09-28,4,4
10,654,2016-09-29,3,66
10,654,2016-09-30,3,91
10,654,2016-10-01,3,91
10,654,2016-10-02,2,5
10,654,2016-10-02,3,94
10,654,2016-10-03,3,74
10,654,2016-10-04,3,94
10,654,2016-10-05,3,75
10,654,2016-10-06,2,11
10,654,2016-10-06,3,65
10,654,2016-10-06,4,9
10,654,2016-10-07,2,16
10,654,2016-10-07,3,69
10,654,2016-10-07,4,14
10,654,2016-10-08,2,26
10,654,2016-10-08,3,57
10,654,2016-10-08,4,10
10,654,2016-10-08,7,1
10,654,2016-10-09,2,29
10,654,2016-10-09,3,77
10,654,2016-10-09,4,6
10,654,2016-10-10,2,25
10,654,2016-10-10,3,67
10,654,2016-10-10,4,3
10,654,2016-10-10,10,1
10,654,2016-10-11,2,22
10,654,2016-10-11,3,83
10,654,2016-10-12,2,19
10,654,2016-10-12,3,60
10,654,2016-10-13,3,69
10,654,2016-10-13,4,53
10,654,2016-10-13,6,3
10,654,2016-10-13,7,2
10,654,2016-10-14,3,54
10,654,2016-10-14,4,5
10,654,2016-10-15,2,1
10,654,2016-10-15,3,71
10,654,2016-10-15,4,45
10,654,2016-10-15,5,12
10,654,2016-10-16,3,95
10,654,2016-10-16,4,31
10,654,2016-10-16,5,2
10,654,2016-10-17,3,110
10,654,2016-10-17,4,1
10,654,2016-10-17,7,3
10,654,2016-10-18,3,33
10,654,2016-10-18,4,5
10,654,2016-10-18,5,1
10,654,2016-10-19,4,90
10,654,2016-10-19,5,3
10,654,2016-10-19,6,1
10,654,2016-10-20,4,38
10,654,2016-10-21,4,63
10,654,2016-10-21,5,25
10,654,2016-10-21,6,1
10,654,2016-10-22,3,41
10,654,2016-10-22,5,43
10,654,2016-10-22,6,5
10,654,2016-10-23,1,1
10,654,2016-10-23,3,111
10,654,2016-10-23,4,2
10,654,2016-10-23,7,2
10,654,2016-10-24,3,112
10,654,2016-10-24,4,1
10,654,2016-10-25,3,93
10,654,2016-10-25,4,38
10,654,2016-10-25,8,1
10,654,2016-10-26,2,6
10,654,2016-10-26,3,96
10,654,2016-10-26,4,30
10,654,2016-10-26,5,1
10,654,2016-10-26,6,2
10,654,2016-10-27,2,2
10,654,2016-10-27,3,98
10,654,2016-10-27,4,13
10,654,2016-10-28,2,15
10,654,2016-10-28,3,113
10,654,2016-10-28,4,5
10,654,2016-10-29,3,109
10,654,2016-10-29,4,20
10,654,2016-10-30,3,119
10,654,2016-10-30,4,3
10,654,2016-10-31,3,147
10,654,2016-10-31,4,11
10,654,2016-11-01,3,103
10,654,2016-11-01,4,3
10,654,2016-11-01,7,1
10,734,\N,\N,105
10,734,2016-06-02,1,94
10,734,2016-06-03,1,22
10,734,2016-06-03,2,4
10,734,2016-06-04,1,26
10,734,2016-06-04,2,55
10,734,2016-06-05,1,10
10,734,2016-06-05,2,84
10,734,2016-06-05,3,3
10,734,2016-06-05,4,1
10,734,2016-06-06,1,13
10,734,2016-06-06,2,87
10,734,2016-06-06,3,21
10,734,2016-06-06,4,1
10,734,2016-06-07,1,36
10,734,2016-06-07,2,81
10,734,2016-06-08,1,85
10,734,2016-06-08,2,45
10,734,2016-06-08,3,3
10,734,2016-06-09,1,29
10,734,2016-06-09,2,7
10,734,2016-06-10,1,41
10,734,2016-06-10,2,61
10,734,2016-06-11,1,38
10,734,2016-06-11,2,48
10,734,2016-06-12,1,4
10,734,2016-06-12,2,96
10,734,2016-06-13,1,9
10,734,2016-06-13,2,108
10,734,2016-06-14,1,62
10,734,2016-06-14,2,28
10,734,2016-06-15,1,61
10,734,2016-06-16,1,56
10,734,2016-06-17,1,36
10,734,2016-06-17,2,4
10,734,2016-06-21,1,23
10,734,2016-06-22,1,6
10,734,2016-06-22,2,49
10,734,2016-06-23,2,86
10,734,2016-06-24,1,1
10,734,2016-06-24,2,93
10,734,2016-06-24,3,7
10,734,2016-06-25,2,106
10,734,2016-06-26,2,85
10,734,2016-06-27,2,77
10,734,2016-06-27,3,5
10,734,2016-06-28,2,70
10,734,2016-06-28,3,27
10,734,2016-06-28,4,8
10,734,2016-06-29,1,7
10,734,2016-06-29,2,48
10,734,2016-06-30,1,7
10,734,2016-06-30,2,42
10,734,2016-07-01,1,18
10,734,2016-07-01,2,66
10,734,2016-07-02,1,20
10,734,2016-07-02,2,48
10,734,2016-07-02,3,6
10,734,2016-07-03,1,63
10,734,2016-07-03,2,57
10,734,2016-07-04,1,58
10,734,2016-07-05,1,53
10,734,2016-07-05,2,1
10,734,2016-07-06,1,48
10,734,2016-07-06,2,4
10,734,2016-07-07,1,46
10,734,2016-07-07,2,20
10,734,2016-07-08,1,65
10,734,2016-07-08,2,29
10,734,2016-07-09,1,75
10,734,2016-07-09,2,14
10,734,2016-07-10,1,68
10,734,2016-07-10,2,2
10,734,2016-07-11,1,53
10,734,2016-07-11,2,2
10,734,2016-07-12,1,63
10,734,2016-07-12,2,40
10,734,2016-07-12,3,4
10,734,2016-07-13,1,67
10,734,2016-07-13,2,22
10,734,2016-07-13,3,6
10,734,2016-07-14,1,28
10,734,2016-07-15,1,56
10,734,2016-07-15,2,70
10,734,2016-07-16,1,64
10,734,2016-07-16,2,17
10,734,2016-07-17,1,60
10,734,2016-07-17,2,26
10,734,2016-07-18,1,58
10,734,2016-07-18,2,22
10,734,2016-07-18,3,1
10,734,2016-07-19,1,60
10,734,2016-07-19,2,27
10,734,2016-07-20,1,62
10,734,2016-07-20,2,29
10,734,2016-07-21,1,41
10,734,2016-07-21,2,31
10,734,2016-07-22,1,60
10,734,2016-07-22,2,61
10,734,2016-07-22,3,14
10,734,2016-07-23,1,82
10,734,2016-07-23,2,17
10,734,2016-07-24,1,65
10,734,2016-07-25,1,80
10,734,2016-07-25,2,18
10,734,2016-07-26,1,70
10,734,2016-07-26,2,14
10,734,2016-07-27,1,70
10,734,2016-07-27,2,28
10,734,2016-07-28,1,40
10,734,2016-07-28,2,25
10,734,2016-07-29,1,28
10,734,2016-07-29,2,40
10,734,2016-07-29,3,6
10,734,2016-07-30,1,77
10,734,2016-07-30,2,50
10,734,2016-07-30,3,18
10,734,2016-07-31,1,64
10,734,2016-07-31,2,24
10,734,2016-07-31,3,1
10,734,2016-08-01,1,38
10,734,2016-08-01,2,32
10,734,2016-08-02,1,61
10,734,2016-08-02,2,26
10,734,2016-08-02,3,11
10,734,2016-08-03,1,54
10,734,2016-08-03,2,26
10,734,2016-08-04,1,42
10,734,2016-08-04,2,46
10,734,2016-08-05,1,65
10,734,2016-08-05,2,31
10,734,2016-08-05,3,5
10,734,2016-08-06,1,62
10,734,2016-08-06,2,46
10,734,2016-08-07,1,65
10,734,2016-08-07,2,14
10,734,2016-08-07,3,1
10,734,2016-08-08,1,65
10,734,2016-08-08,2,28
10,734,2016-08-08,3,1
10,734,2016-08-09,1,57
10,734,2016-08-09,2,37
10,734,2016-08-10,1,52
10,734,2016-08-10,2,20
10,734,2016-08-10,3,1
10,734,2016-08-11,1,70
10,734,2016-08-11,2,26
10,734,2016-08-11,3,16
10,734,2016-08-12,1,86
10,734,2016-08-13,1,85
10,734,2016-08-14,1,83
10,734,2016-08-14,2,10
10,734,2016-08-15,1,45
10,734,2016-08-15,2,6
10,734,2016-08-15,3,1
10,734,2016-08-16,1,36
10,734,2016-08-16,2,54
10,734,2016-08-16,3,10
10,734,2016-08-17,1,52
10,734,2016-08-17,2,33
10,734,2016-08-17,3,4
10,734,2016-08-18,1,68
10,734,2016-08-18,2,43
10,734,2016-08-18,3,6
10,734,2016-08-19,1,28
10,734,2016-08-19,2,9
10,734,2016-08-20,1,48
10,734,2016-08-20,2,62
10,734,2016-08-20,3,7
10,734,2016-08-21,1,34
10,734,2016-08-21,2,47
10,734,2016-08-21,3,19
10,734,2016-08-22,1,29
10,734,2016-08-22,2,67
10,734,2016-08-22,3,9
10,734,2016-08-23,1,32
10,734,2016-08-23,2,40
10,734,2016-08-23,3,21
10,734,2016-08-23,4,1
10,734,2016-08-24,1,76
10,734,2016-08-24,2,70
10,734,2016-08-24,3,1
10,734,2016-08-25,1,71
10,734,2016-08-25,2,30
10,734,2016-08-26,1,70
10,734,2016-08-26,2,33
10,734,2016-08-27,1,73
10,734,2016-08-27,2,43
10,734,2016-08-27,3,1
10,734,2016-08-28,1,86
10,734,2016-08-28,2,13
10,734,2016-08-29,1,86
10,734,2016-08-29,2,22
10,734,2016-08-30,1,70
10,734,2016-08-30,2,24
10,734,2016-08-31,1,74
10,734,2016-08-31,2,17
10,734,2016-09-01,1,65
10,734,2016-09-01,2,37
10,734,2016-09-01,3,1
10,734,2016-09-02,1,72
10,734,2016-09-02,2,49
10,734,2016-09-03,1,19
10,734,2016-09-03,2,12
10,734,2016-09-04,1,26
10,734,2016-09-04,2,68
10,734,2016-09-04,3,22
10,734,2016-09-05,1,84
10,734,2016-09-05,2,43
10,734,2016-09-05,3,16
10,734,2016-09-06,1,27
10,734,2016-09-06,2,32
10,734,2016-09-07,1,65
10,734,2016-09-07,2,60
10,734,2016-09-07,3,19
10,734,2016-09-08,1,16
10,734,2016-09-08,2,15
10,734,2016-09-08,3,6
10,734,2016-09-09,1,54
10,734,2016-09-09,2,87
10,734,2016-09-10,1,85
10,734,2016-09-10,2,30
10,734,2016-09-10,3,8
10,734,2016-09-11,1,61
10,734,2016-09-11,2,4
10,734,2016-09-12,1,73
10,734,2016-09-12,2,38
10,734,2016-09-12,3,3
10,734,2016-09-13,1,72
10,734,2016-09-13,2,16
10,734,2016-09-14,1,71
10,734,2016-09-15,1,35
10,734,2016-09-15,2,9
10,734,2016-09-16,2,1
10,734,2016-09-17,1,63
10,734,2016-09-17,2,35
10,734,2016-09-18,1,55
10,734,2016-09-19,1,50
10,734,2016-09-20,1,81
10,734,2016-09-20,2,3
10,734,2016-09-21,1,73
10,734,2016-09-21,2,1
10,734,2016-09-22,1,47
10,734,2016-09-23,1,9
10,734,2016-09-23,2,14
10,734,2016-09-24,1,16
10,734,2016-09-24,2,59
10,734,2016-09-25,1,67
10,734,2016-09-25,2,78
10,734,2016-09-25,3,7
10,734,2016-09-26,1,55
10,734,2016-09-26,2,12
10,734,2016-09-27,1,67
10,734,2016-09-27,2,3
10,734,2016-09-27,3,1
10,734,2016-09-28,1,69
10,734,2016-09-28,2,8
10,734,2016-09-29,1,58
10,734,2016-09-29,2,22
10,734,2016-09-29,3,3
10,734,2016-09-30,1,76
10,734,2016-09-30,2,34
10,734,2016-09-30,3,2
10,734,2016-10-01,1,51
10,734,2016-10-01,2,2
10,734,2016-10-02,1,38
10,734,2016-10-02,2,32
10,734,2016-10-03,1,57
10,734,2016-10-03,2,33
10,734,2016-10-03,3,6
10,734,2016-10-04,1,66
10,734,2016-10-05,1,56
10,734,2016-10-05,2,27
10,734,2016-10-06,1,59
10,734,2016-10-06,2,22
10,734,2016-10-06,3,2
10,734,2016-10-07,1,57
10,734,2016-10-07,2,13
10,734,2016-10-08,1,58
10,734,2016-10-08,2,5
10,734,2016-10-09,1,74
10,734,2016-10-09,2,39
10,734,2016-10-10,1,109
10,734,2016-10-10,2,30
10,734,2016-10-11,1,55
10,734,2016-10-11,2,1
10,734,2016-10-12,1,65
10,734,2016-10-12,2,32
10,734,2016-10-12,3,5
10,734,2016-10-13,1,65
10,734,2016-10-13,2,41
10,734,2016-10-14,1,73
10,734,2016-10-14,2,34
10,734,2016-10-14,3,8
10,734,2016-10-15,1,56
10,734,2016-10-15,2,27
10,734,2016-10-15,3,2
10,734,2016-10-16,1,62
10,734,2016-10-16,2,62
10,734,2016-10-16,3,6
10,734,2016-10-17,1,71
10,734,2016-10-17,2,37
10,734,2016-10-17,3,1
10,734,2016-10-18,1,70
10,734,2016-10-18,2,28
10,734,2016-10-18,3,1
10,734,2016-10-19,1,56
10,734,2016-10-19,2,19
10,734,2016-10-20,1,100
10,734,2016-10-20,2,22
10,734,2016-10-20,3,5
