org_from,org_to,actiontime_max,alt_max,alt_cnt
5,635,2016-10-02,1,129
5,635,2016-10-02,2,8
5,635,2016-10-03,1,112
5,635,2016-10-03,2,30
5,635,2016-10-04,1,118
5,635,2016-10-04,2,11
5,635,2016-10-04,3,1
5,635,2016-10-05,1,99
5,635,2016-10-05,2,5
5,635,2016-10-05,4,6
5,635,2016-10-05,5,4
5,635,2016-10-05,6,6
5,635,2016-10-05,7,4
5,635,2016-10-06,1,131
5,635,2016-10-06,2,23
5,635,2016-10-06,10,1
5,635,2016-10-07,1,132
5,635,2016-10-07,2,2
5,635,2016-10-08,1,141
5,635,2016-10-09,1,140
5,635,2016-10-09,6,2
5,635,2016-10-09,15,1
5,635,2016-10-09,22,1
5,635,2016-10-10,1,180
5,635,2016-10-10,2,7
5,635,2016-10-10,10,7
5,635,2016-10-11,1,146
5,635,2016-10-11,2,1
5,635,2016-10-11,10,1
5,635,2016-10-12,1,179
5,635,2016-10-12,2,7
5,635,2016-10-12,4,4
5,635,2016-10-12,6,1
5,635,2016-10-12,7,1
5,635,2016-10-12,10,1
5,635,2016-10-13,1,142
5,635,2016-10-13,2,17
5,635,2016-10-13,3,1
5,635,2016-10-13,4,1
5,635,2016-10-13,8,1
5,635,2016-10-13,12,1
5,635,2016-10-14,1,143
5,635,2016-10-14,2,6
5,635,2016-10-14,3,3
5,635,2016-10-14,4,1
5,635,2016-10-15,1,152
5,635,2016-10-15,2,9
5,635,2016-10-15,28,1
5,635,2016-10-16,1,155
5,635,2016-10-16,2,35
5,635,2016-10-16,3,1
5,635,2016-10-16,4,1
5,635,2016-10-16,5,3
5,635,2016-10-16,7,2
5,635,2016-10-16,8,2
5,635,2016-10-16,9,1
5,635,2016-10-16,11,1
5,635,2016-10-16,16,1
5,635,2016-10-16,17,3
5,635,2016-10-16,18,1
5,635,2016-10-17,1,107
5,635,2016-10-17,2,8
5,635,2016-10-17,4,1
5,635,2016-10-17,6,4
5,635,2016-10-17,7,1
5,635,2016-10-17,8,2
5,635,2016-10-17,9,1
5,635,2016-10-17,15,1
5,635,2016-10-17,19,1
5,635,2016-10-17,21,1
5,635,2016-10-18,1,119
5,635,2016-10-18,2,25
5,635,2016-10-18,3,2
5,635,2016-10-18,4,2
5,635,2016-10-18,5,4
5,635,2016-10-18,7,1
5,635,2016-10-19,1,96
5,635,2016-10-19,2,19
5,635,2016-10-19,4,1
5,635,2016-10-20,1,88
5,635,2016-10-20,2,24
5,635,2016-10-20,6,1
5,635,2016-10-20,20,1
5,635,2016-10-21,1,82
5,635,2016-10-21,2,98
5,635,2016-10-21,3,13
5,635,2016-10-21,4,4
5,635,2016-10-21,5,1
5,635,2016-10-21,7,2
5,635,2016-10-21,10,1
5,635,2016-10-21,21,2
5,635,2016-10-21,23,1
5,635,2016-10-22,1,83
5,635,2016-10-22,2,89
5,635,2016-10-22,3,22
5,635,2016-10-22,4,2
5,635,2016-10-22,5,3
5,635,2016-10-23,1,80
5,635,2016-10-23,2,70
5,635,2016-10-23,4,1
5,635,2016-10-23,13,1
5,635,2016-10-24,1,77
5,635,2016-10-24,2,51
5,635,2016-10-24,3,1
5,635,2016-10-24,5,2
5,635,2016-10-24,10,2
5,635,2016-10-25,1,87
5,635,2016-10-25,2,56
5,635,2016-10-25,3,10
5,635,2016-10-25,5,2
5,635,2016-10-25,6,1
5,635,2016-10-25,7,2
5,635,2016-10-26,1,144
5,635,2016-10-26,2,42
5,635,2016-10-26,3,10
5,635,2016-10-26,8,1
5,635,2016-10-26,12,1
5,635,2016-10-27,1,112
5,635,2016-10-27,2,12
5,635,2016-10-27,3,1
5,635,2016-10-27,5,4
5,635,2016-10-27,6,2
5,635,2016-10-27,7,1
5,635,2016-10-27,9,1
5,635,2016-10-27,10,1
5,635,2016-10-27,11,1
5,635,2016-10-27,12,1
5,635,2016-10-27,21,1
5,635,2016-10-28,1,123
5,635,2016-10-28,2,27
5,635,2016-10-28,3,2
5,635,2016-10-28,6,1
5,635,2016-10-28,10,1
5,635,2016-10-28,11,1
5,635,2016-10-28,12,1
5,635,2016-10-28,15,1
5,635,2016-10-28,19,1
5,635,2016-10-28,27,1
5,635,2016-10-29,1,170
5,635,2016-10-29,2,5
5,635,2016-10-29,3,1
5,635,2016-10-29,9,1
5,635,2016-10-30,1,126
5,635,2016-10-30,2,20
5,635,2016-10-30,5,1
5,635,2016-10-30,8,3
5,635,2016-10-30,21,1
5,635,2016-10-31,1,131
5,635,2016-10-31,2,10
5,635,2016-10-31,4,1
5,635,2016-11-01,1,109
5,635,2016-11-01,2,50
5,635,2016-11-01,3,1
5,635,2016-11-01,6,1
5,635,2016-11-01,7,1
5,635,2016-11-01,8,1
5,635,2016-11-01,15,1
5,678,\N,\N,181
5,678,2016-09-28,0,1
5,678,2016-09-29,1,105
5,678,2016-09-30,1,97
5,678,2016-10-01,1,113
5,678,2016-10-01,2,23
5,678,2016-10-02,1,100
5,678,2016-10-02,3,1
5,678,2016-10-02,4,2
5,678,2016-10-03,1,115
5,678,2016-10-03,4,2
5,678,2016-10-04,1,122
5,678,2016-10-04,2,8
5,678,2016-10-05,1,129
5,678,2016-10-05,2,5
5,678,2016-10-06,1,126
5,678,2016-10-06,2,3
5,678,2016-10-06,3,1
5,678,2016-10-07,1,121
5,678,2016-10-07,3,1
5,678,2016-10-07,4,2
5,678,2016-10-07,5,1
5,678,2016-10-07,6,1
5,678,2016-10-08,1,181
5,678,2016-10-08,2,2
5,678,2016-10-09,1,70
5,678,2016-10-09,2,3
5,678,2016-10-10,1,140
5,678,2016-10-10,2,1
5,678,2016-10-11,1,105
5,678,2016-10-11,8,2
5,678,2016-10-12,1,98
5,678,2016-10-12,2,7
5,678,2016-10-12,3,1
5,678,2016-10-12,5,2
5,678,2016-10-13,1,121
5,678,2016-10-13,2,3
5,678,2016-10-13,4,4
5,678,2016-10-13,5,1
5,678,2016-10-14,1,85
5,678,2016-10-14,2,7
5,678,2016-10-14,5,1
5,678,2016-10-14,7,1
5,678,2016-10-15,1,93
5,678,2016-10-15,2,4
5,678,2016-10-15,3,1
5,678,2016-10-15,5,4
5,678,2016-10-15,9,1
5,678,2016-10-16,1,122
5,678,2016-10-16,2,14
5,678,2016-10-16,4,1
5,678,2016-10-16,5,1
5,678,2016-10-17,1,111
5,678,2016-10-17,2,1
5,678,2016-10-18,1,106
5,678,2016-10-18,2,2
5,678,2016-10-18,9,1
5,678,2016-10-19,1,95
5,678,2016-10-19,2,19
5,678,2016-10-19,5,2
5,678,2016-10-20,1,86
5,678,2016-10-20,6,1
5,678,2016-10-20,7,1
5,678,2016-10-20,8,1
5,678,2016-10-20,10,1
5,678,2016-10-21,1,96
5,678,2016-10-21,2,16
5,678,2016-10-21,8,6
5,678,2016-10-21,10,1
5,678,2016-10-22,1,104
5,678,2016-10-22,2,1
5,678,2016-10-22,4,2
5,678,2016-10-23,1,113
5,678,2016-10-23,4,2
5,678,2016-10-23,5,1
5,678,2016-10-24,1,96
5,678,2016-10-24,2,18
5,678,2016-10-24,3,1
5,678,2016-10-24,4,1
5,678,2016-10-25,1,100
5,678,2016-10-25,2,1
5,678,2016-10-25,3,1
5,678,2016-10-26,1,101
5,678,2016-10-26,2,1
5,678,2016-10-26,7,1
5,678,2016-10-27,1,90
5,678,2016-10-27,4,8
5,678,2016-10-27,8,2
5,678,2016-10-28,1,89
5,678,2016-10-28,2,1
5,678,2016-10-28,3,1
5,678,2016-10-28,5,1
5,678,2016-10-28,13,1
5,678,2016-10-29,1,121
5,678,2016-10-29,2,7
5,678,2016-10-30,1,82
5,678,2016-10-30,2,2
5,678,2016-10-31,1,93
5,678,2016-10-31,2,4
5,678,2016-11-01,1,65
5,678,2016-11-01,2,1
5,678,2016-11-01,4,1
6,10,\N,\N,1
6,610,\N,\N,175
6,610,2016-06-02,1,204
6,610,2016-06-03,1,189
6,610,2016-06-03,2,24
6,610,2016-06-04,1,219
6,610,2016-06-04,2,21
6,610,2016-06-04,3,2
6,610,2016-06-05,1,195
6,610,2016-06-05,2,23
6,610,2016-06-05,3,4
6,610,2016-06-06,1,208
6,610,2016-06-06,2,41
6,610,2016-06-06,3,2
6,610,2016-06-07,1,166
6,610,2016-06-07,2,30
6,610,2016-06-07,3,2
6,610,2016-06-07,4,1
6,610,2016-06-08,1,205
6,610,2016-06-08,2,49
6,610,2016-06-08,3,2
6,610,2016-06-08,4,1
6,610,2016-06-08,5,1
6,610,2016-06-09,1,222
6,610,2016-06-09,2,37
6,610,2016-06-09,3,7
6,610,2016-06-09,5,1
6,610,2016-06-10,1,183
6,610,2016-06-10,2,15
6,610,2016-06-10,3,1
6,610,2016-06-10,4,2
6,610,2016-06-11,1,172
6,610,2016-06-11,2,49
6,610,2016-06-11,3,2
6,610,2016-06-11,4,1
6,610,2016-06-12,1,203
6,610,2016-06-12,2,45
6,610,2016-06-12,3,3
6,610,2016-06-13,1,246
6,610,2016-06-13,2,36
6,610,2016-06-13,3,5
6,610,2016-06-13,4,1
6,610,2016-06-14,1,263
6,610,2016-06-14,2,20
6,610,2016-06-14,3,3
6,610,2016-06-15,1,186
6,610,2016-06-15,2,60
6,610,2016-06-15,3,3
6,610,2016-06-16,1,226
6,610,2016-06-16,2,60
6,610,2016-06-16,3,3
6,610,2016-06-17,1,296
6,610,2016-06-17,2,22
6,610,2016-06-17,3,2
6,610,2016-06-18,1,7
6,610,2016-06-18,2,3
6,610,2016-06-19,2,271
6,610,2016-06-19,3,19
6,610,2016-06-19,4,2
6,610,2016-06-20,1,189
6,610,2016-06-20,3,107
6,610,2016-06-20,4,8
6,610,2016-06-21,1,231
6,610,2016-06-21,2,113
6,610,2016-06-21,4,3
6,610,2016-06-22,1,213
6,610,2016-06-22,2,16
6,610,2016-06-22,3,5
6,610,2016-06-22,5,1
6,610,2016-06-22,6,1
6,610,2016-06-23,1,229
6,610,2016-06-23,2,57
6,610,2016-06-23,3,7
6,610,2016-06-23,4,2
6,610,2016-06-24,1,176
6,610,2016-06-24,2,16
6,610,2016-06-24,3,3
6,610,2016-06-24,4,3
6,610,2016-06-25,1,205
6,610,2016-06-25,2,97
6,610,2016-06-25,3,4
6,610,2016-06-25,4,1
6,610,2016-06-26,1,159
6,610,2016-06-26,2,22
6,610,2016-06-26,3,2
6,610,2016-06-27,1,117
6,610,2016-06-27,2,32
6,610,2016-06-27,3,2
6,610,2016-06-28,1,129
6,610,2016-06-28,2,26
6,610,2016-06-28,3,3
6,610,2016-06-28,4,1
6,610,2016-06-29,1,66
6,610,2016-06-29,2,21
6,610,2016-06-29,3,2
6,610,2016-06-30,1,151
6,610,2016-06-30,2,21
6,610,2016-06-30,3,2
6,610,2016-07-01,1,125
6,610,2016-07-01,2,30
6,610,2016-07-01,3,2
6,610,2016-07-02,1,134
6,610,2016-07-02,2,13
6,610,2016-07-02,7,1
6,610,2016-07-03,1,126
6,610,2016-07-03,2,20
6,610,2016-07-03,3,1
6,610,2016-07-03,4,2
6,610,2016-07-04,1,115
6,610,2016-07-04,2,25
6,610,2016-07-04,3,1
6,610,2016-07-05,1,109
6,610,2016-07-05,2,18
6,610,2016-07-05,3,1
6,610,2016-07-06,1,118
6,610,2016-07-06,2,19
6,610,2016-07-07,1,117
6,610,2016-07-07,2,19
6,610,2016-07-07,3,1
6,610,2016-07-07,4,1
6,610,2016-07-08,1,124
6,610,2016-07-08,2,18
6,610,2016-07-08,3,1
6,610,2016-07-09,1,149
6,610,2016-07-09,10,1
6,610,2016-07-10,1,125
6,610,2016-07-10,2,13
6,610,2016-07-10,3,2
6,610,2016-07-10,4,1
6,610,2016-07-11,1,108
6,610,2016-07-11,2,36
6,610,2016-07-12,1,106
6,610,2016-07-12,2,22
6,610,2016-07-12,3,1
6,610,2016-07-13,1,131
6,610,2016-07-13,2,21
6,610,2016-07-13,3,2
6,610,2016-07-13,4,1
6,610,2016-07-14,1,147
6,610,2016-07-14,2,16
6,610,2016-07-14,3,2
6,610,2016-07-14,4,2
6,610,2016-07-15,1,97
6,610,2016-07-15,2,18
6,610,2016-07-15,3,1
6,610,2016-07-16,1,153
6,610,2016-07-16,2,61
6,610,2016-07-16,3,7
6,610,2016-07-17,1,153
6,610,2016-07-17,2,22
6,610,2016-07-17,3,1
6,610,2016-07-18,1,125
6,610,2016-07-18,2,20
6,610,2016-07-18,3,1
6,610,2016-07-19,1,128
6,610,2016-07-19,2,25
6,610,2016-07-19,3,4
6,610,2016-07-20,1,141
6,610,2016-07-20,2,33
6,610,2016-07-20,3,2
6,610,2016-07-21,1,212
6,610,2016-07-21,2,16
6,610,2016-07-21,3,1
6,610,2016-07-22,1,162
6,610,2016-07-22,2,37
6,610,2016-07-22,3,2
6,610,2016-07-22,4,1
6,610,2016-07-22,5,1
6,610,2016-07-23,1,175
6,610,2016-07-23,2,8
6,610,2016-07-23,3,3
6,610,2016-07-23,4,3
6,610,2016-07-24,1,153
6,610,2016-07-24,2,22
6,610,2016-07-24,3,1
6,610,2016-07-24,4,1
6,610,2016-07-25,1,164
6,610,2016-07-25,2,21
6,610,2016-07-25,3,2
6,610,2016-07-26,1,151
6,610,2016-07-26,2,18
6,610,2016-07-26,4,2
6,610,2016-07-27,1,188
6,610,2016-07-27,2,19
6,610,2016-07-27,3,3
6,610,2016-07-27,4,1
6,610,2016-07-27,5,1
6,610,2016-07-28,1,164
6,610,2016-07-28,2,22
6,610,2016-07-28,3,4
6,610,2016-07-29,1,122
6,610,2016-07-29,2,33
6,610,2016-07-29,3,3
6,610,2016-07-30,1,181
6,610,2016-07-30,2,35
6,610,2016-07-30,3,1
6,610,2016-07-31,1,166
6,610,2016-07-31,2,28
6,610,2016-07-31,3,2
6,610,2016-07-31,4,2
6,610,2016-08-01,1,181
6,610,2016-08-01,2,15
6,610,2016-08-01,3,7
6,610,2016-08-01,4,1
6,610,2016-08-02,1,149
6,610,2016-08-02,2,22
6,610,2016-08-02,3,1
6,610,2016-08-03,1,55
6,610,2016-08-03,2,9
6,610,2016-08-04,1,218
6,610,2016-08-04,2,15
6,610,2016-08-04,3,3
6,610,2016-08-04,4,3
6,610,2016-08-04,5,2
6,610,2016-08-05,1,170
6,610,2016-08-05,2,48
6,610,2016-08-06,1,137
6,610,2016-08-06,2,32
6,610,2016-08-06,3,9
6,610,2016-08-06,4,1
6,610,2016-08-06,5,1
6,610,2016-08-07,1,153
6,610,2016-08-07,2,52
6,610,2016-08-07,3,5
6,610,2016-08-08,1,166
6,610,2016-08-08,2,42
6,610,2016-08-08,3,4
6,610,2016-08-08,4,1
6,610,2016-08-09,1,152
6,610,2016-08-09,2,18
6,610,2016-08-10,1,198
6,610,2016-08-10,2,14
6,610,2016-08-11,1,168
6,610,2016-08-11,2,19
6,610,2016-08-11,3,1
6,610,2016-08-12,1,172
6,610,2016-08-12,2,4
6,610,2016-08-12,3,1
6,610,2016-08-13,1,142
6,610,2016-08-13,2,33
6,610,2016-08-13,3,2
6,610,2016-08-13,4,1
6,610,2016-08-14,1,144
6,610,2016-08-14,2,50
6,610,2016-08-14,3,8
6,610,2016-08-15,1,173
6,610,2016-08-15,2,16
6,610,2016-08-15,3,3
6,610,2016-08-16,1,136
6,610,2016-08-16,2,26
6,610,2016-08-16,3,2
6,610,2016-08-17,1,172
6,610,2016-08-17,2,24
6,610,2016-08-17,3,1
6,610,2016-08-17,4,1
6,610,2016-08-17,5,1
6,610,2016-08-18,1,112
6,610,2016-08-18,2,26
6,610,2016-08-18,3,1
6,610,2016-08-18,7,1
6,610,2016-08-19,1,232
6,610,2016-08-19,2,27
6,610,2016-08-19,3,2
6,610,2016-08-20,1,164
6,610,2016-08-20,2,31
6,610,2016-08-20,3,3
6,610,2016-08-21,1,182
6,610,2016-08-21,2,28
6,610,2016-08-21,3,3
6,610,2016-08-22,1,161
6,610,2016-08-22,2,25
6,610,2016-08-22,3,3
6,610,2016-08-23,1,172
6,610,2016-08-23,2,14
6,610,2016-08-23,3,1
6,610,2016-08-24,1,208
6,610,2016-08-24,2,18
6,610,2016-08-24,3,2
6,610,2016-08-25,1,193
6,610,2016-08-25,2,20
6,610,2016-08-26,1,190
6,610,2016-08-26,2,23
6,610,2016-08-26,3,2
6,610,2016-08-27,1,181
6,610,2016-08-27,2,22
6,610,2016-08-27,3,3
6,610,2016-08-28,1,171
6,610,2016-08-28,2,30
6,610,2016-08-28,3,2
6,610,2016-08-29,1,157
6,610,2016-08-29,2,21
6,610,2016-08-29,3,5
6,610,2016-08-30,1,160
6,610,2016-08-30,2,22
6,610,2016-08-30,3,2
6,610,2016-08-30,4,1
6,610,2016-08-31,1,199
6,610,2016-08-31,2,13
6,610,2016-08-31,4,3
6,610,2016-09-01,1,191
6,610,2016-09-01,2,24
6,610,2016-09-02,1,164
6,610,2016-09-02,2,24
6,610,2016-09-02,3,3
6,610,2016-09-03,1,173
6,610,2016-09-03,2,29
6,610,2016-09-03,3,4
6,610,2016-09-04,1,161
6,610,2016-09-04,2,23
6,610,2016-09-04,3,6
6,610,2016-09-04,4,3
6,610,2016-09-05,1,166
6,610,2016-09-05,2,19
6,610,2016-09-05,3,3
6,610,2016-09-06,1,171
6,610,2016-09-06,2,36
6,610,2016-09-06,3,6
6,610,2016-09-06,4,3
6,610,2016-09-06,5,3
6,610,2016-09-07,1,204
6,610,2016-09-07,2,23
6,610,2016-09-07,3,8
6,610,2016-09-07,4,4
6,610,2016-09-07,5,1
6,610,2016-09-08,1,203
6,610,2016-09-08,2,25
6,610,2016-09-08,3,3
6,610,2016-09-08,4,2
6,610,2016-09-08,5,2
6,610,2016-09-09,1,217
6,610,2016-09-09,2,37
6,610,2016-09-09,3,3
6,610,2016-09-10,1,269
6,610,2016-09-10,2,23
6,610,2016-09-10,3,1
6,610,2016-09-11,1,117
6,610,2016-09-11,2,27
6,610,2016-09-11,3,2
6,610,2016-09-11,4,1
6,610,2016-09-12,1,175
6,610,2016-09-12,2,92
6,610,2016-09-12,3,34
6,610,2016-09-12,4,6
6,610,2016-09-13,1,170
6,610,2016-09-13,2,18
6,610,2016-09-13,3,3
6,610,2016-09-13,4,10
6,610,2016-09-13,5,1
6,610,2016-09-14,1,169
6,610,2016-09-14,2,16
6,610,2016-09-14,3,6
6,610,2016-09-14,4,2
6,610,2016-09-14,5,1
6,610,2016-09-15,1,141
6,610,2016-09-15,2,13
6,610,2016-09-15,3,4
6,610,2016-09-16,0,1
6,610,2016-09-16,1,164
6,610,2016-09-16,2,66
6,610,2016-09-16,3,11
6,610,2016-09-16,4,4
6,610,2016-09-17,1,170
6,610,2016-09-17,2,19
6,610,2016-09-18,1,102
6,610,2016-09-18,2,17
6,610,2016-09-18,3,6
6,610,2016-09-18,5,2
6,610,2016-09-19,1,145
6,610,2016-09-19,2,80
6,610,2016-09-19,3,21
6,610,2016-09-19,4,4
6,610,2016-09-19,5,1
6,610,2016-09-19,6,2
6,610,2016-09-19,7,1
6,610,2016-09-20,1,170
6,610,2016-09-20,2,33
6,610,2016-09-20,3,7
6,610,2016-09-20,4,2
6,610,2016-09-20,5,1
6,610,2016-09-20,7,3
6,610,2016-09-21,1,227
6,610,2016-09-21,2,21
6,610,2016-09-21,3,4
6,610,2016-09-21,4,2
6,610,2016-09-21,5,3
6,610,2016-09-22,1,187
6,610,2016-09-22,2,16
6,610,2016-09-22,5,1
6,610,2016-09-23,1,153
6,610,2016-09-23,2,27
6,610,2016-09-23,3,3
6,610,2016-09-23,7,1
6,610,2016-09-23,10,10
6,610,2016-09-24,1,235
6,610,2016-09-24,2,28
6,610,2016-09-24,3,6
6,610,2016-09-24,4,1
6,610,2016-09-25,1,165
6,610,2016-09-25,2,36
6,610,2016-09-25,3,4
6,610,2016-09-25,4,1
6,610,2016-09-25,10,1
6,610,2016-09-25,12,4
6,610,2016-09-25,16,2
6,610,2016-09-26,1,162
6,610,2016-09-26,2,22
6,610,2016-09-26,3,1
6,610,2016-09-27,1,113
6,610,2016-09-27,2,12
6,610,2016-09-27,3,2
6,610,2016-09-27,4,3
6,610,2016-09-28,1,180
6,610,2016-09-28,2,56
6,610,2016-09-28,3,4
6,610,2016-09-29,1,169
6,610,2016-09-29,2,33
6,610,2016-09-29,3,5
6,610,2016-09-29,4,1
6,610,2016-09-30,1,194
6,610,2016-09-30,2,30
6,610,2016-09-30,3,3
6,610,2016-10-01,1,177
6,610,2016-10-01,2,11
6,610,2016-10-01,3,2
6,610,2016-10-01,5,2
6,610,2016-10-02,1,182
6,610,2016-10-02,2,11
6,610,2016-10-02,3,1
6,610,2016-10-03,1,127
6,610,2016-10-03,2,33
6,610,2016-10-03,3,2
6,610,2016-10-04,0,1
6,610,2016-10-04,1,142
6,610,2016-10-04,2,37
6,610,2016-10-04,3,3
6,610,2016-10-05,1,130
6,610,2016-10-05,2,32
6,610,2016-10-05,3,1
6,610,2016-10-06,1,148
6,610,2016-10-06,2,23
6,610,2016-10-07,1,138
6,610,2016-10-07,2,22
6,610,2016-10-08,1,145
6,610,2016-10-08,2,28
6,610,2016-10-08,3,1
6,610,2016-10-09,1,145
6,610,2016-10-09,2,20
6,610,2016-10-09,3,1
6,610,2016-10-10,1,330
6,610,2016-10-10,2,11
6,610,2016-10-10,3,1
6,610,2016-10-10,4,1
6,610,2016-10-11,1,182
6,610,2016-10-11,2,114
6,610,2016-10-11,3,7
6,610,2016-10-12,1,227
6,610,2016-10-12,2,18
6,610,2016-10-12,3,11
6,610,2016-10-12,4,3
6,610,2016-10-13,1,184
6,610,2016-10-13,2,26
6,610,2016-10-13,4,19
6,610,2016-10-13,5,1
6,610,2016-10-14,1,162
6,610,2016-10-14,2,23
6,610,2016-10-14,3,3
6,610,2016-10-14,4,1
6,610,2016-10-15,0,1
6,610,2016-10-15,1,116
6,610,2016-10-15,2,29
6,610,2016-10-15,3,3
6,610,2016-10-16,1,165
6,610,2016-10-16,2,20
6,610,2016-10-16,3,2
6,610,2016-10-17,1,130
6,610,2016-10-17,2,24
6,610,2016-10-17,3,2
6,610,2016-10-17,4,1
6,610,2016-10-18,1,136
6,610,2016-10-18,2,21
6,610,2016-10-18,4,1
6,610,2016-10-19,1,151
6,610,2016-10-19,2,24
6,610,2016-10-19,3,2
6,610,2016-10-19,4,1
6,610,2016-10-20,1,151
6,610,2016-10-20,2,16
6,610,2016-10-20,3,3
6,610,2016-10-20,4,1
6,610,2016-10-21,1,144
6,610,2016-10-21,2,48
6,610,2016-10-21,3,5
6,610,2016-10-22,1,211
6,610,2016-10-22,2,28
6,610,2016-10-22,3,3
6,610,2016-10-22,4,1
6,610,2016-10-23,1,216
6,610,2016-10-23,2,30
6,610,2016-10-23,3,2
6,610,2016-10-24,1,171
6,610,2016-10-24,2,20
6,610,2016-10-25,1,139
6,610,2016-10-25,2,21
6,610,2016-10-25,3,2
6,610,2016-10-25,4,1
6,610,2016-10-26,1,250
6,610,2016-10-26,2,35
6,610,2016-10-26,3,4
6,610,2016-10-27,1,199
6,610,2016-10-27,2,19
6,610,2016-10-28,1,193
6,610,2016-10-28,2,21
6,610,2016-10-28,3,4
6,610,2016-10-29,1,244
6,610,2016-10-29,2,81
6,610,2016-10-29,3,7
6,610,2016-10-30,1,172
6,610,2016-10-30,2,47
6,610,2016-10-30,3,8
6,610,2016-10-30,4,1
6,610,2016-10-31,1,165
6,610,2016-10-31,2,63
6,610,2016-10-31,3,11
6,610,2016-10-31,4,3
6,610,2016-11-01,1,142
6,610,2016-11-01,2,127
6,610,2016-11-01,3,14
6,610,2016-11-01,4,1
6,610,2016-11-01,6,1
7,3,\N,\N,31
7,3,2016-06-04,1,6
7,3,2016-06-04,2,10
7,3,2016-06-05,1,2
7,3,2016-06-05,3,1
7,3,2016-06-07,1,1
7,3,2016-06-08,1,1
7,3,2016-06-08,2,8
7,3,2016-06-09,1,2
7,3,2016-06-10,1,2
7,3,2016-06-11,2,1
7,3,2016-06-12,1,1
7,3,2016-06-14,1,1
7,3,2016-06-15,2,4
7,3,2016-06-16,1,3
7,3,2016-06-16,2,3
7,3,2016-06-16,3,5
7,3,2016-06-17,1,2
7,3,2016-06-17,4,1
7,3,2016-06-22,1,2
7,3,2016-06-22,2,1
7,3,2016-06-24,1,2
7,3,2016-06-24,2,1
7,3,2016-06-24,3,1
7,3,2016-06-25,1,1
7,3,2016-06-25,2,14
7,3,2016-06-25,4,1
7,3,2016-06-26,1,2
7,3,2016-06-26,3,1
7,3,2016-06-29,1,1
7,3,2016-06-29,2,9
7,3,2016-06-30,1,1
7,3,2016-06-30,3,1
7,3,2016-07-02,1,3
7,3,2016-07-02,2,31
7,3,2016-07-03,1,10
7,3,2016-07-03,2,16
7,3,2016-07-03,3,2
7,3,2016-07-04,1,11
7,3,2016-07-04,2,30
7,3,2016-07-04,3,4
7,3,2016-07-05,1,2
7,3,2016-07-05,2,43
7,3,2016-07-05,3,11
7,3,2016-07-05,4,3
7,3,2016-07-06,1,7
7,3,2016-07-06,2,15
7,3,2016-07-06,3,11
7,3,2016-07-08,1,1
7,3,2016-07-09,2,10
7,3,2016-07-10,3,7
7,3,2016-07-13,1,9
7,3,2016-07-13,2,7
7,3,2016-07-14,1,3
7,3,2016-07-15,2,1
7,3,2016-07-16,1,4
7,3,2016-07-16,2,13
7,3,2016-07-17,3,1
7,3,2016-07-20,1,8
7,3,2016-07-20,2,6
7,3,2016-07-21,1,1
7,3,2016-07-23,1,5
7,3,2016-07-23,2,9
7,3,2016-07-24,1,8
7,3,2016-07-24,2,2
7,3,2016-07-25,2,8
7,3,2016-07-26,1,1
7,3,2016-07-26,2,10
7,3,2016-07-27,1,2
7,3,2016-07-27,2,24
7,3,2016-07-27,3,1
7,3,2016-07-28,1,1
7,3,2016-07-28,2,1
7,3,2016-07-30,1,1
7,3,2016-07-30,2,11
7,3,2016-07-31,3,2
7,3,2016-08-02,2,1
7,3,2016-08-03,2,2
7,3,2016-08-05,2,1
7,3,2016-08-06,1,13
7,3,2016-08-07,1,13
7,3,2016-08-07,2,10
7,3,2016-08-08,2,3
7,3,2016-08-08,3,2
7,3,2016-08-10,1,8
7,3,2016-08-10,2,6
7,3,2016-08-11,1,3
7,3,2016-08-12,1,1
7,3,2016-08-13,1,1
7,3,2016-08-13,2,7
7,3,2016-08-14,3,4
7,3,2016-08-16,1,10
7,3,2016-08-17,1,5
7,3,2016-08-17,2,5
7,3,2016-08-18,1,1
7,3,2016-08-18,3,1
7,3,2016-08-20,1,5
7,3,2016-08-20,2,8
7,3,2016-08-21,2,1
7,3,2016-08-21,3,2
7,3,2016-08-22,4,1
7,3,2016-08-23,1,8
7,3,2016-08-24,1,6
7,3,2016-08-24,2,8
7,3,2016-08-25,2,1
7,3,2016-08-25,3,1
7,3,2016-08-26,7,1
7,3,2016-08-26,8,1
7,3,2016-08-27,1,1
7,3,2016-08-27,2,27
7,3,2016-08-28,2,13
7,3,2016-08-28,3,2
7,3,2016-08-29,3,2
7,3,2016-08-31,1,8
7,3,2016-08-31,2,10
7,3,2016-09-02,3,13
7,3,2016-09-02,4,10
7,3,2016-09-03,1,2
7,3,2016-09-03,2,7
7,3,2016-09-04,2,7
7,3,2016-09-04,3,7
7,3,2016-09-06,1,2
7,3,2016-09-07,2,1
7,3,2016-09-11,2,2
7,3,2016-09-11,3,1
7,3,2016-09-14,1,1
7,3,2016-09-14,2,3
7,3,2016-09-15,2,1
7,3,2016-09-15,3,1
7,3,2016-09-16,4,2
7,3,2016-09-19,1,2
7,3,2016-09-20,1,2
7,3,2016-09-20,2,1
7,3,2016-09-21,1,4
7,3,2016-09-21,2,10
7,3,2016-09-21,3,1
7,3,2016-09-21,9,2
7,3,2016-09-22,2,3
7,3,2016-09-22,3,1
7,3,2016-09-23,0,1
7,3,2016-09-24,2,15
7,3,2016-09-25,1,3
7,3,2016-09-25,2,1
7,3,2016-09-25,3,4
