date,rdc,order_id,item_sku_id,arrive_quantity
2016/11/4,682,16287107,3918682,2
2016/11/4,682,13827518,3918970,40
2016/11/4,682,14563965,3919078,50
2016/11/4,682,14156324,3919898,25
2016/11/4,682,16184282,3920076,10
2016/11/4,682,15267026,3920120,5
2016/11/4,682,14488210,3921174,25
2016/11/4,682,17415259,3921750,9
2016/11/4,682,13895394,3922146,6
2016/11/4,682,14073883,3922434,15
2016/11/4,682,14129335,3922560,2
2016/11/4,682,15184096,3922678,0
2016/11/4,682,16390302,3922966,20
2016/11/4,682,17994422,3923000,0
2016/11/4,682,18172918,3923082,0
2016/11/4,682,17816577,3923118,0
2016/11/4,682,15872449,3923406,0
2016/11/4,682,15536884,3923776,16
2016/11/4,682,13844054,3924054,0
2016/11/4,682,16202003,3924874,0
2016/11/4,682,15481162,3925684,6
2016/11/4,682,13794293,3926412,8
2016/11/4,682,17644951,3926494,6
2016/11/4,682,13857916,3927592,30
2016/11/4,682,15081894,3927880,7
2016/11/4,682,18370754,3928320,30
2016/11/4,682,17719599,3928690,10
2016/11/4,682,14766417,3928726,100
2016/11/4,682,18870665,3931056,100
2016/11/4,682,13948599,3931100,115
2016/11/4,682,15483760,3931632,2
2016/11/4,682,15381341,3931920,40
2016/11/4,682,15413730,3932154,120
2016/11/4,682,19432424,3933496,90
2016/11/4,682,16342357,3933784,130
2016/11/4,682,17293402,3933946,0
2016/11/4,682,19048390,3935980,15
2016/11/4,682,16812951,3937186,50
2016/11/4,682,17958648,3937924,40
2016/11/4,682,18631529,3938284,30
2016/11/4,682,13768291,3938446,2
2016/11/4,682,18282773,3938860,10
2016/11/4,682,18915349,3939300,23
2016/11/4,682,19133827,3939788,2832
2016/11/4,682,16587619,3940128,72
2016/11/4,682,16043899,3940498,216
2016/11/4,682,15586384,3942568,18
2016/11/4,682,14123851,3943008,3
2016/11/4,682,14037484,3943710,15
2016/11/4,682,20015823,3943792,48
2016/11/4,682,18152080,3943828,6
2016/11/4,682,14526219,3944476,6
2016/11/4,682,14712236,3944520,4
2016/11/4,682,17836371,3944764,2
2016/11/4,682,20278217,3944926,23
2016/11/4,682,14686750,3945042,1
2016/11/4,682,20378166,3946834,3
2016/11/4,682,19138437,3947194,24
2016/11/4,682,19745328,3947356,0
2016/11/4,682,20257525,3947770,20
2016/11/4,682,15836640,3947888,10
2016/11/4,682,16058621,3948616,500
2016/11/4,682,19050611,3948904,841
2016/11/4,682,15969222,3949390,1
2016/11/4,682,16950240,3949714,3
2016/11/4,682,15057357,3950424,2
2016/11/4,682,15522320,3950550,3
2016/11/4,682,13784713,3950712,0
2016/11/4,682,15924716,3950794,22
2016/11/4,682,15742207,3952288,5
2016/11/4,682,17381199,3952620,20
2016/11/4,682,19791676,3953430,12
2016/11/4,682,15653165,3953548,2
2016/11/4,682,15080904,3954934,3
2016/11/4,682,19092483,3955212,3
2016/11/4,682,14033907,3956392,80
2016/11/4,682,18137179,3956428,24
2016/11/4,682,14683199,3956680,12
2016/11/4,682,14486361,3956798,2250
2016/11/4,682,13870707,3957364,10
2016/11/4,682,13998290,3957526,13
2016/11/4,682,14547187,3958048,70
2016/11/4,682,15957782,3959722,0
2016/11/4,682,17723059,3960144,15
2016/11/4,682,15776007,3960676,130
2016/11/4,682,16323073,3961242,170
2016/11/4,682,16895484,3964122,600
2016/11/4,682,15084818,3964528,10
2016/11/4,682,16077792,3964654,10
2016/11/4,682,18376652,3964816,9
2016/11/4,682,14156324,3964942,85
2016/11/4,682,17471023,3965220,40
2016/11/4,682,19552600,3966148,60
2016/11/4,682,15161480,3966562,100
2016/11/4,682,15665846,3967002,160
2016/11/4,682,20450803,3967084,179
2016/11/4,682,15651569,3967778,2
2016/11/4,682,16164366,3967822,30
2016/11/4,682,15786950,3968182,1
2016/11/4,682,14229658,3969316,10
2016/11/4,682,14850607,3971124,30
2016/11/4,682,19647878,3972510,10
2016/11/4,682,14561068,3972754,12
2016/11/4,682,14194222,3973690,3
2016/11/4,682,16565635,3974130,1
2016/11/4,682,19980167,3974248,11
2016/11/4,682,13945418,3974374,160
2016/11/4,682,15520889,3974536,12
2016/11/4,682,20179702,3974662,0
2016/11/4,682,16264353,3974824,5
2016/11/4,682,16428397,3975472,294
2016/11/4,682,18849626,3975508,56
2016/11/4,682,19554070,3975760,98
2016/11/4,682,15675940,3975878,1232
2016/11/4,682,19260025,3976156,56
2016/11/4,682,14105181,3976282,20
2016/11/4,682,17535248,3976318,30
2016/11/4,682,19273544,3976444,1
2016/11/4,682,17923851,3977254,1
2016/11/4,682,14602344,3978640,40
2016/11/4,682,19262989,3978884,30
2016/11/4,682,15929059,3980980,100
2016/11/4,682,13764731,3982186,5
2016/11/4,682,14329403,3982924,4
2016/11/4,682,15084984,3983202,10
2016/11/4,682,14900929,3983608,24
2016/11/4,682,14058133,3983860,10
2016/11/4,682,16362524,3984256,10
2016/11/4,682,14850586,3984706,10
2016/11/4,682,14241670,3985228,68
2016/11/4,682,14011594,3985354,3
2016/11/4,682,20547131,3986614,5
2016/11/4,682,17229544,3988108,24
2016/11/4,682,18966274,3988234,20
2016/11/4,682,18979022,3990736,4
2016/11/4,682,15362791,3992356,90
2016/11/4,682,14545198,3992770,84
2016/11/4,682,16468896,3993328,240
2016/11/4,682,17941813,3993580,240
2016/11/4,682,18468028,3993986,237
2016/11/4,682,19745363,3994020,96
2016/11/4,682,15330063,3994264,800
2016/11/4,682,18550297,3994390,1
2016/11/4,682,18172918,3994552,0
2016/11/4,682,17816577,3995236,0
2016/11/4,682,14010047,3995362,4
2016/11/4,682,16080293,3995524,56
2016/11/4,682,18358543,3995650,0
2016/11/4,682,19008928,3997144,210
2016/11/4,682,18358543,3997388,50
2016/11/4,682,19008928,3998116,150
2016/11/4,682,14851527,3998198,23
2016/11/4,682,15040284,3998530,0
2016/11/4,682,14676887,3998936,25
2016/11/4,682,20507279,3999340,45
2016/11/4,682,17554513,4000186,3
2016/11/4,682,15242637,4001572,8
2016/11/4,682,19464674,4001608,10
2016/11/4,682,18906490,4001978,1
2016/11/4,682,14297475,4002012,5
2016/11/4,682,16370824,4002256,10
2016/11/4,682,15100897,4002300,0
2016/11/4,682,14442359,4002382,1
2016/11/4,682,15900547,4002418,6
2016/11/4,682,20021153,4002544,1
2016/11/4,682,15900547,4002670,34
2016/11/4,682,20021153,4002706,17
2016/11/4,682,15631770,4002788,17
2016/11/4,682,17154083,4002832,0
2016/11/4,682,16288674,4003066,20
2016/11/4,682,15183247,4003110,4
2016/11/4,682,16770467,4003192,5
2016/11/4,682,18871262,4004038,0
2016/11/4,682,18982023,4004164,15
2016/11/4,682,17210820,4004290,2
2016/11/4,682,17861099,4004614,28
2016/11/4,682,18305870,4004740,16
2016/11/4,682,16956545,4004858,5
2016/11/4,682,18008549,4004902,3
2016/11/4,682,17240182,4004984,80
2016/11/4,682,15030150,4005136,6
2016/11/4,682,14245414,4006234,70
2016/11/4,682,17150942,4006360,0
2016/11/4,682,14057266,4006928,8
2016/11/4,682,15769926,4007206,0
2016/11/4,682,16307003,4007864,1
2016/11/4,682,15964567,4007990,1
2016/11/4,682,13952323,4008016,1
2016/11/4,682,14383112,4008098,12
2016/11/4,682,13748143,4008142,10
2016/11/4,682,15421716,4008304,10
2016/11/4,682,15626308,4008836,20
2016/11/4,682,13733074,4008962,7
2016/11/4,682,15397817,4009646,2
2016/11/4,682,18178559,4010068,3
2016/11/4,682,18267579,4010112,40
2016/11/4,682,14890198,4010356,4
2016/11/4,682,16583422,4010482,15
2016/11/4,682,13812284,4010806,30
2016/11/4,682,17750735,4010932,90
2016/11/4,682,18971050,4011166,110
2016/11/4,682,20142878,4011210,90
2016/11/4,682,17692394,4011292,12
2016/11/4,682,18980419,4012264,24
2016/11/4,682,15883497,4012390,10
2016/11/4,682,18209749,4012426,5
2016/11/4,682,19767332,4013236,40
2016/11/4,682,14713201,4013362,10
2016/11/4,682,17405608,4013524,50
2016/11/4,682,19429583,4014910,80
2016/11/4,682,15721310,4014992,60
2016/11/4,682,16274659,4015018,30
2016/11/4,682,18659495,4015306,12
2016/11/4,682,15286150,4015388,4
2016/11/4,682,17103995,4015432,30
2016/11/4,682,14307735,4016198,2
2016/11/4,682,18939713,4016242,1
2016/11/4,682,17280509,4016404,30
2016/11/4,682,19004805,4016530,40
2016/11/4,682,14219090,4016774,20
2016/11/4,682,15301812,4017214,5
2016/11/4,682,16221509,4017458,10
2016/11/4,682,14383112,4017502,5
2016/11/4,682,16466264,4018024,5
2016/11/4,682,14949996,4018150,2
2016/11/4,682,16913334,4018268,78
2016/11/4,682,18726154,4018312,80
2016/11/4,682,15727603,4018556,5
2016/11/4,682,14744629,4018682,4
2016/11/4,682,20337522,4019122,25
2016/11/4,682,16910536,4019654,94
2016/11/4,682,15010440,4019780,50
2016/11/4,682,17647482,4019898,30
2016/11/4,682,15176323,4019942,26
2016/11/4,682,19993365,4020238,2
2016/11/4,682,18565877,4020490,0
2016/11/4,682,13739430,4020940,30
2016/11/4,682,14215557,4021174,3
2016/11/4,682,15482994,4022434,6
2016/11/4,682,17749321,4023820,3
2016/11/4,682,14111084,4023938,17
2016/11/4,682,15746968,4024874,10
2016/11/4,682,14885308,4025152,0
2016/11/4,682,17375068,4025846,186
2016/11/4,682,15486015,4026124,10
2016/11/4,682,20170778,4026494,18
2016/11/4,682,13790569,4026656,0
2016/11/4,682,18110767,4027060,1
2016/11/4,682,16792544,4027466,8
2016/11/4,682,16289840,4027510,18
2016/11/4,682,15218978,4027592,20
2016/11/4,682,20453848,4027628,18
2016/11/4,682,13740564,4028276,7
2016/11/4,682,14516547,4028564,8
2016/11/4,682,14946824,4028726,5
2016/11/4,682,18204176,4028852,2
2016/11/4,682,18281827,4029004,2
2016/11/4,682,18925865,4029130,4
2016/11/4,682,14595585,4029374,3
2016/11/4,682,13748143,4029536,5
2016/11/4,682,17426432,4029662,5
2016/11/4,682,13919468,4029824,5
2016/11/4,682,20293740,4029950,6
2016/11/4,682,16017826,4030002,10
2016/11/4,682,14034372,4030084,100
2016/11/4,682,17375024,4030246,2
2016/11/4,682,14427904,4030660,30
2016/11/4,682,14169240,4030778,1
2016/11/4,682,14821688,4031056,0
2016/11/4,682,14443113,4031100,12
2016/11/4,682,17115648,4031218,12
2016/11/4,682,17576054,4031344,6
2016/11/4,682,18132463,4031470,60
2016/11/4,682,17280239,4031506,120
2016/11/4,682,17787944,4032604,180
