actual_origin_rate,actual_plan_rate,actual_pur_qtty,band,day_string,item_sku_id,originalnum,plan_pur_qtty,pur_bill_id,supp_brevity_cd,supp_name,vlt
1.0,1.0,6.0,E,2016-10-08 00:00:00,1216112,6.0,6.0,19922287.0,jmsorz,江门市欧润哲家居用品有限公司,8
1.0,1.0,28.0,E,2016-10-12 00:00:00,1216112,28.0,28.0,20105218.0,jmsorz,江门市欧润哲家居用品有限公司,15
1.0,1.0,17.0,E,2016-10-18 00:00:00,1216112,17.0,17.0,20337053.0,jmsorz,江门市欧润哲家居用品有限公司,12
1.0,1.0,21.0,D,2016-07-19 00:00:00,1216117,21.0,21.0,17706534.0,jmsorz,江门市欧润哲家居用品有限公司,9
1.0,1.0,5.0,D,2016-07-28 00:00:00,1216117,5.0,5.0,17929533.0,jmsorz,江门市欧润哲家居用品有限公司,8
1.0,1.0,4.0,D,2016-08-02 00:00:00,1216117,4.0,4.0,18033140.0,jmsorz,江门市欧润哲家居用品有限公司,9
1.0,1.0,23.0,D,2016-08-08 00:00:00,1216117,23.0,23.0,18205863.0,jmsorz,江门市欧润哲家居用品有限公司,8
1.0,1.0,18.0,D,2016-08-15 00:00:00,1216117,18.0,18.0,18399066.0,jmsorz,江门市欧润哲家居用品有限公司,9
0.5161290322580645,1.0,16.0,D,2016-08-29 00:00:00,1216117,31.0,16.0,18788981.0,jmsorz,江门市欧润哲家居用品有限公司,13
1.0,1.0,51.0,D,2016-09-05 00:00:00,1216117,51.0,51.0,18991006.0,jmsorz,江门市欧润哲家居用品有限公司,15
1.0,1.0,16.0,D,2016-09-29 00:00:00,1216117,16.0,16.0,19768301.0,jmsorz,江门市欧润哲家居用品有限公司,9
0.41176470588235292,1.0,7.0,D,2016-10-08 00:00:00,1216117,17.0,7.0,19922287.0,jmsorz,江门市欧润哲家居用品有限公司,8
0.27027027027027029,1.0,10.0,D,2016-10-12 00:00:00,1216117,37.0,10.0,20105218.0,jmsorz,江门市欧润哲家居用品有限公司,15
1.0,1.0,4.0,L,2016-08-02 00:00:00,1216118,4.0,4.0,18033140.0,jmsorz,江门市欧润哲家居用品有限公司,9
1.0,1.0,2.0,L,2016-08-15 00:00:00,1216118,2.0,2.0,18399066.0,jmsorz,江门市欧润哲家居用品有限公司,9
1.0,1.0,5.0,L,2016-08-29 00:00:00,1216118,5.0,5.0,18788981.0,jmsorz,江门市欧润哲家居用品有限公司,13
1.0,1.0,18.0,L,2016-09-20 00:00:00,1216118,18.0,18.0,19424139.0,jmsorz,江门市欧润哲家居用品有限公司,9
0.42857142857142855,0.8571428571428571,6.0,L,2016-10-12 00:00:00,1216118,14.0,7.0,20105218.0,jmsorz,江门市欧润哲家居用品有限公司,15
1.0,1.0,20.0,D,2016-07-19 00:00:00,1216119,20.0,20.0,17706534.0,jmsorz,江门市欧润哲家居用品有限公司,9
1.0,1.0,9.0,D,2016-09-01 00:00:00,1216119,9.0,9.0,18879464.0,jmsorz,江门市欧润哲家居用品有限公司,10
1.0,1.0,10.0,D,2016-09-12 00:00:00,1216119,10.0,10.0,19216351.0,jmsorz,江门市欧润哲家居用品有限公司,10
1.0,1.0,22.0,D,2016-09-20 00:00:00,1216119,22.0,22.0,19424139.0,jmsorz,江门市欧润哲家居用品有限公司,9
1.0,1.0,4.0,D,2016-09-27 00:00:00,1216119,4.0,4.0,19668876.0,jmsorz,江门市欧润哲家居用品有限公司,11
1.0,1.0,30.0,D,2016-09-29 00:00:00,1216119,30.0,30.0,19768301.0,jmsorz,江门市欧润哲家居用品有限公司,9
0.8783783783783784,1.0,65.0,D,2016-10-12 00:00:00,1216119,74.0,65.0,20105218.0,jmsorz,江门市欧润哲家居用品有限公司,15
1.0,1.0,37.0,D,2016-10-18 00:00:00,1216119,37.0,37.0,20337053.0,jmsorz,江门市欧润哲家居用品有限公司,12
1.0,1.0,3.0,L,2016-08-08 00:00:00,1216120,3.0,3.0,18205863.0,jmsorz,江门市欧润哲家居用品有限公司,8
0.0,,0.0,L,2016-08-15 00:00:00,1216120,2.0,0.0,18399066.0,jmsorz,江门市欧润哲家居用品有限公司,9
0.0,,0.0,L,2016-08-22 00:00:00,1216120,1.0,0.0,18577794.0,jmsorz,江门市欧润哲家居用品有限公司,10
0.0,,0.0,L,2016-08-29 00:00:00,1216120,4.0,0.0,18788981.0,jmsorz,江门市欧润哲家居用品有限公司,13
0.0,,0.0,L,2016-09-05 00:00:00,1216120,6.0,0.0,18991006.0,jmsorz,江门市欧润哲家居用品有限公司,15
0.0,,0.0,L,2016-09-12 00:00:00,1216120,4.0,0.0,19216351.0,jmsorz,江门市欧润哲家居用品有限公司,10
0.0,,0.0,L,2016-09-20 00:00:00,1216120,2.0,0.0,19424139.0,jmsorz,江门市欧润哲家居用品有限公司,9
0.0,,0.0,L,2016-10-08 00:00:00,1216120,4.0,0.0,19922287.0,jmsorz,江门市欧润哲家居用品有限公司,8
1.0,1.0,2.0,E,2016-07-19 00:00:00,1216128,2.0,2.0,17706534.0,jmsorz,江门市欧润哲家居用品有限公司,9
1.0,1.0,5.0,E,2016-08-02 00:00:00,1216128,5.0,5.0,18033140.0,jmsorz,江门市欧润哲家居用品有限公司,9
1.0,1.0,13.0,E,2016-08-22 00:00:00,1216128,13.0,13.0,18577794.0,jmsorz,江门市欧润哲家居用品有限公司,10
1.0,1.0,11.0,E,2016-09-05 00:00:00,1216128,11.0,11.0,18991006.0,jmsorz,江门市欧润哲家居用品有限公司,15
0.875,0.875,14.0,E,2016-10-12 00:00:00,1216128,16.0,16.0,20105216.0,jmsorz,江门市欧润哲家居用品有限公司,15
1.0,1.0,6.0,E,2016-10-18 00:00:00,1216128,6.0,6.0,20337052.0,jmsorz,江门市欧润哲家居用品有限公司,12
0.6470588235294118,1.0,99.0,C,2016-07-13 00:00:00,1216129,153.0,99.0,17558413.0,jmsorz,江门市欧润哲家居用品有限公司,11
1.0,1.0,17.0,C,2016-08-15 00:00:00,1216129,17.0,17.0,18399066.0,jmsorz,江门市欧润哲家居用品有限公司,9
0.91869918699186992,0.91869918699186992,113.0,C,2016-08-22 00:00:00,1216129,123.0,123.0,18576835.0,jmsorz,江门市欧润哲家居用品有限公司,10
0.52631578947368418,1.0,40.0,C,2016-09-01 00:00:00,1216129,76.0,40.0,18879464.0,jmsorz,江门市欧润哲家居用品有限公司,10
1.0,1.0,127.0,C,2016-09-12 00:00:00,1216129,127.0,127.0,19216351.0,jmsorz,江门市欧润哲家居用品有限公司,10
1.0,1.0,11.0,C,2016-09-27 00:00:00,1216129,11.0,11.0,19668876.0,jmsorz,江门市欧润哲家居用品有限公司,11
0.98701298701298701,0.98701298701298701,76.0,C,2016-10-12 00:00:00,1216129,77.0,77.0,20105216.0,jmsorz,江门市欧润哲家居用品有限公司,15
1.0,1.0,85.0,C,2016-10-18 00:00:00,1216129,85.0,85.0,20337052.0,jmsorz,江门市欧润哲家居用品有限公司,12
1.0,1.0,3.0,L,2016-08-29 00:00:00,1216221,3.0,3.0,18788981.0,jmsorz,江门市欧润哲家居用品有限公司,13
0.14285714285714285,0.5,1.0,L,2016-09-05 00:00:00,1216221,7.0,2.0,18991006.0,jmsorz,江门市欧润哲家居用品有限公司,15
0.0,,0.0,L,2016-09-12 00:00:00,1216221,6.0,0.0,19216351.0,jmsorz,江门市欧润哲家居用品有限公司,10
0.0,,0.0,L,2016-09-20 00:00:00,1216221,6.0,0.0,19424139.0,jmsorz,江门市欧润哲家居用品有限公司,9
0.0,0.0,0.0,L,2016-09-27 00:00:00,1216221,7.0,7.0,19668876.0,jmsorz,江门市欧润哲家居用品有限公司,11
1.0,1.0,10.0,L,2016-10-08 00:00:00,1216221,10.0,10.0,19922287.0,jmsorz,江门市欧润哲家居用品有限公司,8
1.0,1.0,1.0,E,2016-07-19 00:00:00,1216223,1.0,1.0,17706534.0,jmsorz,江门市欧润哲家居用品有限公司,9
1.0,1.0,2.0,E,2016-08-15 00:00:00,1216223,2.0,2.0,18399066.0,jmsorz,江门市欧润哲家居用品有限公司,9
1.0,1.0,13.0,E,2016-08-22 00:00:00,1216223,13.0,13.0,18577794.0,jmsorz,江门市欧润哲家居用品有限公司,10
1.0,1.0,18.0,E,2016-09-05 00:00:00,1216223,18.0,18.0,18991006.0,jmsorz,江门市欧润哲家居用品有限公司,15
0.77000000000000002,1.0,77.0,E,2016-09-09 00:00:00,1216223,100.0,77.0,19148651.0,jmsorz,江门市欧润哲家居用品有限公司,12
1.0,1.0,1.0,E,2016-07-19 00:00:00,1216226,1.0,1.0,17706534.0,jmsorz,江门市欧润哲家居用品有限公司,9
1.0,1.0,4.0,E,2016-08-15 00:00:00,1216226,4.0,4.0,18399066.0,jmsorz,江门市欧润哲家居用品有限公司,9
1.0,1.0,11.0,E,2016-08-22 00:00:00,1216226,11.0,11.0,18577794.0,jmsorz,江门市欧润哲家居用品有限公司,10
1.0,1.0,21.0,E,2016-09-05 00:00:00,1216226,21.0,21.0,18991006.0,jmsorz,江门市欧润哲家居用品有限公司,15
1.0,1.0,18.0,E,2016-09-27 00:00:00,1216226,18.0,18.0,19668876.0,jmsorz,江门市欧润哲家居用品有限公司,11
1.0,1.0,9.0,E,2016-09-29 00:00:00,1216226,9.0,9.0,19768301.0,jmsorz,江门市欧润哲家居用品有限公司,9
1.0,1.0,9.0,E,2016-10-08 00:00:00,1216226,9.0,9.0,19922287.0,jmsorz,江门市欧润哲家居用品有限公司,8
0.88571428571428568,0.88571428571428568,31.0,E,2016-10-12 00:00:00,1216226,35.0,35.0,20105216.0,jmsorz,江门市欧润哲家居用品有限公司,15
1.0,1.0,28.0,E,2016-10-18 00:00:00,1216226,28.0,28.0,20337052.0,jmsorz,江门市欧润哲家居用品有限公司,12
1.0,1.0,4.0,E,2016-07-13 00:00:00,1216259,4.0,4.0,17558413.0,jmsorz,江门市欧润哲家居用品有限公司,11
1.0,1.0,5.0,E,2016-07-19 00:00:00,1216259,5.0,5.0,17706534.0,jmsorz,江门市欧润哲家居用品有限公司,9
1.0,1.0,4.0,E,2016-09-05 00:00:00,1216259,4.0,4.0,18991006.0,jmsorz,江门市欧润哲家居用品有限公司,15
1.0,1.0,6.0,E,2016-09-12 00:00:00,1216259,6.0,6.0,19216351.0,jmsorz,江门市欧润哲家居用品有限公司,10
1.0,1.0,5.0,E,2016-10-08 00:00:00,1216259,5.0,5.0,19922292.0,jmsorz,江门市欧润哲家居用品有限公司,8
0.54545454545454541,1.0,6.0,E,2016-10-12 00:00:00,1216259,11.0,6.0,20105219.0,jmsorz,江门市欧润哲家居用品有限公司,15
1.0,1.0,5.0,E,2016-10-18 00:00:00,1216259,5.0,5.0,20337055.0,jmsorz,江门市欧润哲家居用品有限公司,12
1.0,1.0,4.0,L,2016-07-26 00:00:00,1216262,4.0,4.0,17880327.0,jmsorz,江门市欧润哲家居用品有限公司,10
1.0,1.0,5.0,L,2016-07-28 00:00:00,1216262,5.0,5.0,17929533.0,jmsorz,江门市欧润哲家居用品有限公司,8
1.0,1.0,5.0,L,2016-08-02 00:00:00,1216262,5.0,5.0,18033140.0,jmsorz,江门市欧润哲家居用品有限公司,9
1.0,1.0,5.0,L,2016-08-15 00:00:00,1216262,5.0,5.0,18399066.0,jmsorz,江门市欧润哲家居用品有限公司,9
1.0,1.0,9.0,L,2016-08-22 00:00:00,1216262,9.0,9.0,18577794.0,jmsorz,江门市欧润哲家居用品有限公司,10
0.0,0.0,0.0,L,2016-09-05 00:00:00,1216262,27.0,6.0,18991006.0,jmsorz,江门市欧润哲家居用品有限公司,15
0.0,,0.0,L,2016-09-20 00:00:00,1216262,3.0,0.0,19424139.0,jmsorz,江门市欧润哲家居用品有限公司,9
0.5,1.0,4.0,L,2016-09-27 00:00:00,1216262,8.0,4.0,19668876.0,jmsorz,江门市欧润哲家居用品有限公司,11
0.0,,0.0,L,2016-10-08 00:00:00,1216262,7.0,0.0,19922292.0,jmsorz,江门市欧润哲家居用品有限公司,8
0.0,,0.0,L,2016-10-12 00:00:00,1216262,20.0,0.0,20105219.0,jmsorz,江门市欧润哲家居用品有限公司,15
0.0,,0.0,L,2016-10-18 00:00:00,1216262,20.0,0.0,20337055.0,jmsorz,江门市欧润哲家居用品有限公司,12
1.0,1.0,18.0,E,2016-08-02 00:00:00,1219968,18.0,18.0,18033371.0,shjxjt,上海景馨家庭用品有限公司,10
1.0,1.0,24.0,E,2016-08-22 00:00:00,1219968,24.0,24.0,18577713.0,shjxjt,上海景馨家庭用品有限公司,7
1.0,1.0,19.0,E,2016-09-05 00:00:00,1219968,19.0,19.0,18991128.0,shjxjt,上海景馨家庭用品有限公司,9
1.0,1.0,34.0,E,2016-10-12 00:00:00,1219968,34.0,34.0,20106568.0,shjxjt,上海景馨家庭用品有限公司,9
1.0,1.0,17.0,E,2016-10-18 00:00:00,1219968,17.0,17.0,20338870.0,shjxjt,上海景馨家庭用品有限公司,9
0.95999999999999996,1.0,48.0,C,2016-08-08 00:00:00,1219969,50.0,48.0,18205778.0,shjxjt,上海景馨家庭用品有限公司,11
1.0,1.0,8.0,C,2016-08-15 00:00:00,1219969,8.0,8.0,18399780.0,shjxjt,上海景馨家庭用品有限公司,9
1.0,1.0,72.0,C,2016-08-22 00:00:00,1219969,72.0,72.0,18576781.0,shjxjt,上海景馨家庭用品有限公司,7
0.99337748344370858,0.99337748344370858,150.0,C,2016-09-27 00:00:00,1219969,151.0,151.0,19669862.0,shjxjt,上海景馨家庭用品有限公司,14
1.0,1.0,4.0,C,2016-10-12 00:00:00,1219969,4.0,4.0,20106568.0,shjxjt,上海景馨家庭用品有限公司,9
1.0,1.0,64.0,C,2016-10-18 00:00:00,1219969,64.0,64.0,20338870.0,shjxjt,上海景馨家庭用品有限公司,9
0.0,0.0,0.0,Z,2016-10-08 00:00:00,1227352,4.0,4.0,19922435.0,gdjys,广东金钥匙五金实业有限公司,11
1.0,1.0,7.0,Z,2016-10-18 00:00:00,1227352,7.0,7.0,20337106.0,gdjys,广东金钥匙五金实业有限公司,16
1.0,1.0,1.0,L,2016-08-22 00:00:00,1227488,1.0,1.0,18597093.0,gzmlmlmy,广州美珑美利家居用品有限公司,8
1.0,1.0,21.0,E,2016-09-05 00:00:00,1229426,21.0,21.0,18991139.0,gdjys,广东金钥匙五金实业有限公司,9
1.0,1.0,1.0,E,2016-08-08 00:00:00,1236193,1.0,1.0,18205699.0,shhsjtyp,上海何适家庭用品有限公司,13
1.0,1.0,6.0,E,2016-08-15 00:00:00,1236193,6.0,6.0,18399757.0,shhsjtyp,上海何适家庭用品有限公司,13
1.0,1.0,10.0,E,2016-08-29 00:00:00,1236193,10.0,10.0,18788771.0,shhsjtyp,上海何适家庭用品有限公司,13
1.0,1.0,18.0,E,2016-09-20 00:00:00,1236193,18.0,18.0,19424240.0,shhsjtyp,上海何适家庭用品有限公司,13
1.0,1.0,20.0,E,2016-09-22 00:00:00,1236193,20.0,20.0,19533364.0,shhsjtyp,上海何适家庭用品有限公司,10
1.0,1.0,36.0,E,2016-10-12 00:00:00,1236193,36.0,36.0,20105466.0,shhsjtyp,上海何适家庭用品有限公司,15
0.55555555555555558,0.55555555555555558,10.0,E,2016-10-18 00:00:00,1236193,18.0,18.0,20337504.0,shhsjtyp,上海何适家庭用品有限公司,16
1.0,1.0,2.0,L,2016-07-26 00:00:00,1238575,2.0,2.0,17888964.0,hzfdgm,惠州市阜东工贸有限公司,12
1.0,1.0,3.0,L,2016-08-09 00:00:00,1238575,3.0,3.0,18241278.0,hzfdgm,惠州市阜东工贸有限公司,11
1.0,1.0,7.0,L,2016-09-28 00:00:00,1238575,7.0,7.0,19724584.0,hzfdgm,惠州市阜东工贸有限公司,14
1.0,1.0,2.0,L,2016-07-26 00:00:00,1238577,2.0,2.0,17888964.0,hzfdgm,惠州市阜东工贸有限公司,12
1.0,1.0,3.0,L,2016-08-31 00:00:00,1238577,3.0,3.0,18840017.0,hzfdgm,惠州市阜东工贸有限公司,10
1.0,1.0,5.0,L,2016-09-28 00:00:00,1238577,5.0,5.0,19724584.0,hzfdgm,惠州市阜东工贸有限公司,14
1.0,1.0,5.0,L,2016-09-20 00:00:00,1260329,5.0,5.0,19444013.0,xzjslp,西安嘉士良品家居用品有限公司,9
1.0,1.0,8.0,L,2016-09-20 00:00:00,1260341,8.0,8.0,19444013.0,xzjslp,西安嘉士良品家居用品有限公司,9
1.0,1.0,10.0,E,2016-09-20 00:00:00,1260344,10.0,10.0,19444013.0,xzjslp,西安嘉士良品家居用品有限公司,9
1.0,1.0,2.0,Z,2016-09-20 00:00:00,1260352,2.0,2.0,19444013.0,xzjslp,西安嘉士良品家居用品有限公司,9
1.0,1.0,5.0,L,2016-09-20 00:00:00,1260353,5.0,5.0,19444013.0,xzjslp,西安嘉士良品家居用品有限公司,9
1.0,1.0,20.0,L,2016-09-20 00:00:00,1260403,20.0,20.0,19444013.0,xzjslp,西安嘉士良品家居用品有限公司,9
1.0,1.0,4.0,Z,2016-08-31 00:00:00,1260692,4.0,4.0,18859481.0,gdhxsj,广东海兴塑胶有限公司,14
1.0,1.0,12.0,Z,2016-09-05 00:00:00,1260692,12.0,12.0,18991991.0,gdhxsj,广东海兴塑胶有限公司,15
1.0,1.0,14.0,Z,2016-10-12 00:00:00,1260692,14.0,14.0,20105284.0,gdhxsj,广东海兴塑胶有限公司,14
1.0,1.0,9.0,Z,2016-10-18 00:00:00,1260692,9.0,9.0,20337115.0,gdhxsj,广东海兴塑胶有限公司,16
1.0,1.0,1.0,D,2016-07-26 00:00:00,1260693,1.0,1.0,17888351.0,gdhxsj,广东海兴塑胶有限公司,12
1.0,1.0,14.0,D,2016-07-28 00:00:00,1260693,14.0,14.0,17929738.0,gdhxsj,广东海兴塑胶有限公司,10
1.0,1.0,7.0,D,2016-08-02 00:00:00,1260693,7.0,7.0,18033176.0,gdhxsj,广东海兴塑胶有限公司,11
1.0,1.0,20.0,D,2016-08-15 00:00:00,1260693,20.0,20.0,18399125.0,gdhxsj,广东海兴塑胶有限公司,13
1.0,1.0,36.0,D,2016-08-31 00:00:00,1260693,36.0,36.0,18859481.0,gdhxsj,广东海兴塑胶有限公司,14
1.0,1.0,17.0,D,2016-09-12 00:00:00,1260693,17.0,17.0,19222127.0,gdhxsj,广东海兴塑胶有限公司,19
1.0,1.0,54.0,D,2016-10-12 00:00:00,1260693,54.0,54.0,20105284.0,gdhxsj,广东海兴塑胶有限公司,14
1.0,1.0,32.0,D,2016-10-18 00:00:00,1260693,32.0,32.0,20337115.0,gdhxsj,广东海兴塑胶有限公司,16
0.0,0.0,0.0,E,2016-09-20 00:00:00,1265889,17.0,17.0,19424176.0,gdhxsj,广东海兴塑胶有限公司,17
1.0,1.0,5.0,E,2016-10-08 00:00:00,1265889,5.0,5.0,19925465.0,gdhxsj,广东海兴塑胶有限公司,11
0.0,0.0,0.0,E,2016-10-12 00:00:00,1265889,11.0,11.0,20105284.0,gdhxsj,广东海兴塑胶有限公司,14
1.0,1.0,3.0,E,2016-10-18 00:00:00,1265889,3.0,3.0,20337115.0,gdhxsj,广东海兴塑胶有限公司,16
1.0,1.0,3.0,Z,2016-09-12 00:00:00,1265893,3.0,3.0,19222127.0,gdhxsj,广东海兴塑胶有限公司,19
1.0,1.0,2.0,Z,2016-08-08 00:00:00,1265901,2.0,2.0,18205579.0,gdhxsj,广东海兴塑胶有限公司,12
1.0,1.0,3.0,Z,2016-08-31 00:00:00,1265901,3.0,3.0,18859481.0,gdhxsj,广东海兴塑胶有限公司,14
1.0,1.0,4.0,Z,2016-09-05 00:00:00,1265901,4.0,4.0,18991991.0,gdhxsj,广东海兴塑胶有限公司,15
0.0,,0.0,L,2016-07-28 00:00:00,1269373,5.0,0.0,17930689.0,bjmdd,优品慧科技发展（北京）有限公司,8
0.0,,0.0,L,2016-08-09 00:00:00,1269373,5.0,0.0,18243989.0,bjmdd,优品慧科技发展（北京）有限公司,5
0.0,,0.0,L,2016-08-17 00:00:00,1269373,5.0,0.0,18466461.0,bjmdd,优品慧科技发展（北京）有限公司,12
0.0,,0.0,L,2016-08-31 00:00:00,1269373,5.0,0.0,18840076.0,bjmdd,优品慧科技发展（北京）有限公司,10
0.0,,0.0,L,2016-09-13 00:00:00,1269373,5.0,0.0,19243441.0,bjmdd,优品慧科技发展（北京）有限公司,9
0.0,,0.0,L,2016-09-20 00:00:00,1269373,5.0,0.0,19442454.0,bjmdd,优品慧科技发展（北京）有限公司,9
0.0,,0.0,L,2016-10-11 00:00:00,1269373,5.0,0.0,20057777.0,bjmdd,优品慧科技发展（北京）有限公司,22
1.0,1.0,10.0,Z,2016-07-14 00:00:00,1269380,10.0,10.0,17591198.0,bjmdd,优品慧科技发展（北京）有限公司,8
0.0,,0.0,Z,2016-07-21 00:00:00,1269380,10.0,0.0,17740278.0,bjmdd,优品慧科技发展（北京）有限公司,6
1.0,1.0,10.0,Z,2016-07-14 00:00:00,1269381,10.0,10.0,17591198.0,bjmdd,优品慧科技发展（北京）有限公司,8
0.0,,0.0,Z,2016-07-21 00:00:00,1269381,10.0,0.0,17740278.0,bjmdd,优品慧科技发展（北京）有限公司,6
1.0,1.0,5.0,Z,2016-07-21 00:00:00,1269386,5.0,5.0,17740278.0,bjmdd,优品慧科技发展（北京）有限公司,6
1.0,1.0,3.0,Z,2016-08-17 00:00:00,1269386,3.0,3.0,18466461.0,bjmdd,优品慧科技发展（北京）有限公司,12
1.0,1.0,2.0,D,2016-07-13 00:00:00,1270444,2.0,2.0,17558430.0,kpch,北京坤朋茶花家居用品有限公司,12
1.0,1.0,2.0,D,2016-07-28 00:00:00,1270444,2.0,2.0,17929722.0,kpch,北京坤朋茶花家居用品有限公司,7
1.0,1.0,6.0,D,2016-08-02 00:00:00,1270444,6.0,6.0,18033447.0,kpch,北京坤朋茶花家居用品有限公司,9
1.0,1.0,5.0,D,2016-08-15 00:00:00,1270444,5.0,5.0,18399876.0,kpch,北京坤朋茶花家居用品有限公司,10
1.0,1.0,5.0,D,2016-08-16 00:00:00,1270444,5.0,5.0,18438732.0,kpch,北京坤朋茶花家居用品有限公司,9
1.0,1.0,13.0,D,2016-08-30 00:00:00,1270444,13.0,13.0,18827404.0,kpch,北京坤朋茶花家居用品有限公司,14
1.0,1.0,24.0,D,2016-09-05 00:00:00,1270444,24.0,24.0,18991978.0,kpch,北京坤朋茶花家居用品有限公司,16
0.0,,0.0,D,2016-09-20 00:00:00,1270444,36.0,0.0,19424169.0,kpch,北京坤朋茶花家居用品有限公司,9
0.55555555555555558,1.0,60.0,D,2016-09-29 00:00:00,1270444,108.0,60.0,19768313.0,kpch,北京坤朋茶花家居用品有限公司,13
0.0,,0.0,D,2016-10-12 00:00:00,1270444,30.0,0.0,20105588.0,kpch,北京坤朋茶花家居用品有限公司,12
1.0,1.0,38.0,D,2016-10-18 00:00:00,1270444,38.0,38.0,20337680.0,kpch,北京坤朋茶花家居用品有限公司,14
0.0,0.0,0.0,C,2016-07-02 00:00:00,1275669,11.0,11.0,17356106.0,bjbfxwyshm,北京北方鑫旺源商贸有限公司,4
1.0,1.0,80.0,C,2016-07-07 00:00:00,1275669,80.0,80.0,17457161.0,hzmxdz,杭州漫轩电子商务有限公司,10
1.0,1.0,90.0,C,2016-07-18 00:00:00,1275669,90.0,90.0,17652563.0,hzmxdz,杭州漫轩电子商务有限公司,11
1.0,1.0,30.0,C,2016-07-22 00:00:00,1275669,30.0,30.0,17787603.0,hzmxdz,杭州漫轩电子商务有限公司,12
1.0,1.0,100.0,C,2016-07-27 00:00:00,1275669,100.0,100.0,17902766.0,hzmxdz,杭州漫轩电子商务有限公司,11
1.0,1.0,130.0,C,2016-08-03 00:00:00,1275669,130.0,130.0,18084403.0,hzmxdz,杭州漫轩电子商务有限公司,12
1.0,1.0,40.0,C,2016-08-09 00:00:00,1275669,40.0,40.0,18255440.0,bjbfxwyshm,北京北方鑫旺源商贸有限公司,8
0.5,1.0,60.0,C,2016-09-01 00:00:00,1275669,120.0,60.0,18897916.0,bjbfxwyshm,北京北方鑫旺源商贸有限公司,7
1.0,1.0,50.0,C,2016-09-07 00:00:00,1275669,50.0,50.0,19073322.0,hzmxdz,杭州漫轩电子商务有限公司,14
1.0,1.0,100.0,C,2016-09-19 00:00:00,1275669,100.0,100.0,19401922.0,hzmxdz,杭州漫轩电子商务有限公司,16
0.73999999999999999,1.0,37.0,C,2016-09-28 00:00:00,1275669,50.0,37.0,19721496.0,hzmxdz,杭州漫轩电子商务有限公司,13
1.0,1.0,200.0,C,2016-10-10 00:00:00,1275669,200.0,200.0,20010611.0,hzmxdz,杭州漫轩电子商务有限公司,11
1.0,1.0,100.0,C,2016-10-19 00:00:00,1275669,100.0,100.0,20371173.0,bjbfxwyshm,北京北方鑫旺源商贸有限公司,8
1.0,1.0,20.0,C,2016-10-21 00:00:00,1275669,20.0,20.0,20469881.0,hzmxdz,杭州漫轩电子商务有限公司,15
0.0,,0.0,L,2016-07-19 00:00:00,1280418,5.0,0.0,17706527.0,bjsjmc,北京世佳美臣电子商务有限责任公司,7
0.0,,0.0,L,2016-08-02 00:00:00,1280418,4.0,0.0,18032944.0,bjsjmc,北京世佳美臣电子商务有限责任公司,16
0.0,,0.0,L,2016-08-22 00:00:00,1280418,12.0,0.0,18577764.0,bjsjmc,北京世佳美臣电子商务有限责任公司,7
0.0,,0.0,L,2016-08-29 00:00:00,1280418,12.0,0.0,18788954.0,bjsjmc,北京世佳美臣电子商务有限责任公司,9
0.0,,0.0,L,2016-09-05 00:00:00,1280418,60.0,0.0,18990987.0,bjsjmc,北京世佳美臣电子商务有限责任公司,10
1.0,1.0,3.0,L,2016-10-11 00:00:00,1280418,3.0,3.0,20067660.0,bjsjmc,北京世佳美臣电子商务有限责任公司,6
0.0,,0.0,L,2016-07-13 00:00:00,1280429,2.0,0.0,17558241.0,bjsjmc,北京世佳美臣电子商务有限责任公司,10
1.0,1.0,4.0,L,2016-08-02 00:00:00,1280429,4.0,4.0,18032944.0,bjsjmc,北京世佳美臣电子商务有限责任公司,16
0.0,0.0,0.0,L,2016-08-22 00:00:00,1280429,5.0,5.0,18577764.0,bjsjmc,北京世佳美臣电子商务有限责任公司,7
0.0,,0.0,L,2016-08-29 00:00:00,1280429,12.0,0.0,18788954.0,bjsjmc,北京世佳美臣电子商务有限责任公司,9
0.0,,0.0,L,2016-09-05 00:00:00,1280429,24.0,0.0,18990987.0,bjsjmc,北京世佳美臣电子商务有限责任公司,10
1.0,1.0,12.0,L,2016-09-12 00:00:00,1280429,12.0,12.0,19216341.0,bjsjmc,北京世佳美臣电子商务有限责任公司,28
1.0,1.0,13.0,E,2016-07-19 00:00:00,1283058,13.0,13.0,17706534.0,jmsorz,江门市欧润哲家居用品有限公司,9
0.5,1.0,2.0,E,2016-08-15 00:00:00,1283058,4.0,2.0,18399066.0,jmsorz,江门市欧润哲家居用品有限公司,9
0.53333333333333333,1.0,8.0,E,2016-08-22 00:00:00,1283058,15.0,8.0,18577794.0,jmsorz,江门市欧润哲家居用品有限公司,10
1.0,1.0,9.0,E,2016-08-29 00:00:00,1283058,9.0,9.0,18788981.0,jmsorz,江门市欧润哲家居用品有限公司,13
1.0,1.0,29.0,E,2016-09-05 00:00:00,1283058,29.0,29.0,18991006.0,jmsorz,江门市欧润哲家居用品有限公司,15
1.0,1.0,11.0,E,2016-09-29 00:00:00,1283058,11.0,11.0,19768301.0,jmsorz,江门市欧润哲家居用品有限公司,9
0.44444444444444442,1.0,4.0,E,2016-10-08 00:00:00,1283058,9.0,4.0,19922292.0,jmsorz,江门市欧润哲家居用品有限公司,8
0.92105263157894735,0.92105263157894735,35.0,E,2016-10-12 00:00:00,1283058,38.0,38.0,20105218.0,jmsorz,江门市欧润哲家居用品有限公司,15
