arrive_time,item_sku_id,arrive_quantity,rdc_id
\N,11935106,20,316
\N,11935164,16,316
\N,11936312,0,316
\N,11943225,0,316
\N,11945189,0,316
\N,11947175,8,316
\N,11949817,1,316
\N,11950401,0,316
\N,11953096,1,316
\N,11956654,4,316
\N,11957831,30,316
\N,11959659,2,316
\N,11964030,0,316
\N,11968375,2,316
\N,11969340,5,316
\N,11969416,1,316
\N,11969842,7,316
\N,11970212,0,316
\N,11971871,14,316
\N,11973168,0,316
\N,11973429,0,316
\N,11976224,0,316
\N,11977323,1,316
\N,11978712,1,316
\N,11979916,0,316
\N,11981789,200,316
\N,11984082,10,316
\N,11984129,145,316
\N,11984450,15,316
\N,11985498,0,316
\N,11985915,5,316
\N,11989392,1,316
\N,11990661,6,316
\N,11991305,0,316
\N,11991363,2,316
\N,11992221,12,316
\N,11992857,125,316
\N,11992935,0,316
\N,11993849,2,316
\N,11993851,2,316
\N,11994051,5,316
\N,11994397,0,316
\N,11995409,6,316
\N,11996461,5,316
\N,11996595,25,316
\N,11997241,7,316
\N,11997453,6,316
\N,11997529,6,316
\N,11997531,12,316
\N,11997587,6,316
\N,11997607,12,316
\N,11998657,0,316
\N,11998735,0,316
\N,11998813,10,316
\N,11999225,6,316
\N,11999361,8,316
\N,11999437,2,316
\N,12003794,4,316
\N,12011034,9,316
\N,12012798,0,316
\N,12017840,0,316
\N,12018910,3,316
\N,12020252,0,316
\N,12022662,0,316
\N,12023944,6,316
\N,12028674,3,316
\N,12033730,2,316
\N,12039528,9,316
\N,1204062,50,316
\N,12048378,0,316
\N,12050592,0,316
\N,12051448,2,316
\N,12051450,2,316
\N,12051526,10,316
\N,12052364,10,316
\N,12052442,3,316
\N,12055980,1,316
\N,12056044,2,316
\N,12056200,3,316
\N,12056546,10,316
\N,12056758,2,316
\N,12056760,10,316
\N,12057326,5,316
\N,12057384,3,316
\N,12057404,3,316
\N,12057462,5,316
\N,12058242,1,316
\N,1217266862,10,316
\N,1232543,15,316
\N,1236513,0,316
\N,1242530272,6,316
\N,1242568,34,316
\N,1247893910,20,316
\N,1264133473,8,316
\N,1278681,15,316
\N,1289428,100,316
\N,1293932250,10,316
\N,1297625,5,316
\N,1298646,20,316
\N,1307572426,10,316
\N,1313336,0,316
\N,1329877801,1,316
\N,1334769947,96,316
\N,1356999473,16,316
\N,1365157729,180,316
\N,1371924414,15,316
\N,1375154713,15,316
\N,1383106,195,316
\N,1389709135,20,316
\N,1412570500,6,316
\N,1413535838,26,316
\N,1432849,90,316
\N,1433445021,10,316
\N,1437596759,3,316
\N,1446049692,4,316
\N,1448723208,1,316
\N,1449174881,79,316
\N,1459488898,50,316
\N,1460591154,2,316
\N,1461032874,60,316
\N,1475433983,4,316
\N,1477555097,40,316
\N,1479024044,4,316
\N,1479198777,5,316
\N,1481728963,5,316
\N,1486345646,8,316
\N,1486421740,5,316
\N,1492573023,9,316
\N,1497429272,4,316
\N,1497818287,13,316
\N,1502994183,1,316
\N,1504063045,6,316
\N,1504860418,9,316
\N,1513821058,10,316
\N,1516722852,4,316
\N,1522600,0,316
\N,1528357326,4,316
\N,1540276801,5,316
\N,1540332772,15,316
\N,1544911681,1,316
\N,1550150759,3,316
\N,1552383538,10,316
\N,1560923328,5,316
\N,1562231420,14,316
\N,1565868987,1,316
\N,1592636716,2,316
\N,1592901807,1,316
\N,16009063,3,316
\N,1605222443,2,316
\N,1605673430,10,316
\N,16072599,6,316
\N,1616385876,19,316
\N,1620271652,1,316
\N,1625177831,5,316
\N,1630628719,1,316
\N,1639198022,10,316
\N,1640487771,5,316
\N,1643500547,30,316
\N,1644590142,2,316
\N,1645645215,8,316
\N,1656292603,20,316
\N,1659997139,2,316
\N,1661371359,5,316
\N,1668613197,5,316
\N,1670613101,6,316
\N,1670706041,2,316
\N,1681774472,6,316
\N,1701088278,12,316
\N,1711364165,2,316
\N,1715970612,5,316
\N,1721510695,66,316
\N,1721522543,66,316
\N,1722913671,15,316
\N,1742746,2,316
\N,1752927,2,316
\N,1753278218,48,316
\N,1753278220,11,316
\N,1753595736,5,316
\N,1756793069,28,316
\N,1764135803,5,316
\N,1780197081,2,316
\N,1781647063,5,316
\N,1785243143,0,316
\N,1785562143,2,316
\N,1789530,3,316
\N,1794613,8,316
\N,1794698,12,316
\N,1807042,10,316
\N,1807098,5,316
\N,1807118,5,316
\N,1807120,10,316
\N,1807361,15,316
\N,1809670000,14,316
\N,1809771,3,316
\N,1812603160,1,316
\N,1872825,10,316
\N,1892821,20,316
\N,1892848,15,316
\N,1892877,15,316
\N,19004115,1,316
\N,19004994,1,316
\N,19006844,14,316
\N,19015821,23,316
\N,19015877,1,316
\N,19017042,48,316
\N,19017147,24,316
\N,19279900,6,316
\N,19281666,24,316
\N,19429986,8,316
\N,19454824,22,316
\N,19505181,1,316
\N,19527770,1,316
\N,19542057,1,316
\N,19544786,0,316
\N,19633854,0,316
\N,19643214,1,316
\N,19683155,1,316
\N,1971077,0,316
\N,1974345,10,316
\N,1990766,60,316
\N,20081463,0,316
\N,20104412,5,316
\N,2053299,3,316
\N,2069621,2,316
\N,2069755,5,316
\N,2069784,10,316
\N,2069804,5,316
\N,2096133,12,316
\N,2096479,20,316
\N,2096501,12,316
\N,2101463,12,316
\N,2121825,2,316
\N,2203534,2,316
\N,2277408,5,316
\N,2291689,0,316
\N,2305500,60,316
\N,2337824,0,316
\N,2340450,5,316
\N,2341201,10,316
\N,2341286,1,316
\N,236129,12,316
\N,2365542,5,316
\N,2372611,20,316
\N,2388726,984,316
\N,2434855,3,316
\N,2472620,5,316
\N,2498521,3,316
\N,2629469,6,316
\N,2672212,5,316
\N,2681109,1,316
\N,2744744,1,316
\N,2768206,1,316
\N,2803557,3,316
\N,2819857,5,316
\N,2866443,6,316
\N,2888238,1200,316
\N,2926462,1,316
\N,2926540,3,316
\N,2927298,30,316
\N,2930794,4,316
\N,2981696,6,316
\N,2986631,6,316
\N,2989560,1,316
\N,2991085,50,316
\N,2992628,20,316
\N,3018151,12,316
\N,3023368,20,316
\N,3029989,2,316
\N,3032693,1,316
\N,3032847,1,316
\N,3032983,1,316
\N,3033203,1,316
\N,3033259,1,316
\N,3033337,1,316
\N,3048779,5,316
\N,3058750,0,316
\N,3063224,1,316
\N,3063282,1,316
\N,3068059,27,316
\N,307089,40,316
\N,3092012,1,316
\N,3106225,1,316
\N,3106283,1,316
\N,3106359,1,316
\N,3108162,30,316
\N,3112070,18,316
\N,3116011,24,316
\N,3130919,1,316
\N,3133375,1,316
\N,3142669,2,316
\N,3142671,2,316
\N,3146032,1,316
\N,3148625,1,316
\N,3158255,12,316
\N,3179455,24,316
\N,3214933,1,316
\N,3235022,1,316
\N,3235078,3,316
\N,3235080,1,316
\N,3244162,60,316
\N,3262489,6,316
\N,3288972,10,316
\N,3289462,20,316
\N,3304915,6,316
\N,3315459,2,316
\N,3315461,2,316
\N,3320408,6,316
\N,3320410,6,316
\N,3325854,2,316
\N,3370376,5,316
\N,3371156,1,316
\N,3371312,1,316
\N,3371368,1,316
\N,3371370,1,316
\N,3371736,4,316
\N,3371794,1,316
\N,3371814,1,316
\N,3371948,1,316
\N,3371950,1,316
\N,3372072,3,316
\N,3372148,1,316
\N,3372150,1,316
\N,3372304,1,316
\N,3372440,1,316
\N,3372864,5,316
\N,3372942,1,316
\N,3372998,1,316
\N,3373220,1,316
\N,3373276,1,316
\N,3373488,4,316
\N,3373490,1,316
\N,3373508,1,316
\N,3373566,1,316
\N,3384208,1,316
\N,3388526,2,316
\N,3401946,1,316
\N,3402358,1,316
\N,3402804,1,316
\N,3412010,60,316
\N,3420446,4,316
\N,3425651,20,316
\N,3460253,2,316
\N,3493966,1,316
\N,3503892,10,316
\N,3503912,30,316
\N,3504594,20,316
\N,3515796,20,316
\N,3515816,20,316
\N,3515874,10,316
\N,3516576,1,316
\N,3516944,1,316
\N,3517008,1,316
\N,3517144,1,316
\N,3517492,1,316
\N,3517646,1,316
\N,3527220,10,316
\N,3536117,1,316
\N,3539840,1,316
\N,3555516,2,316
\N,3563820,1,316
\N,3573082,3,316
\N,3573102,3,316
\N,3606482,0,316
\N,3611034,6,316
\N,3720578,30,316
\N,3721514,34,316
\N,3856216,20,316
\N,3880332,10,316
\N,3967244,1,316
\N,3967668,3,316
\N,4004038,2,316
\N,4004040,2,316
\N,4012398,3,316
\N,4012418,3,316
\N,4012420,3,316
\N,497734,5,316
\N,515034,2,316
\N,678005,6,316
\N,741230,9,316
\N,977754,50,316
2016-07-01,1455618,1,316
2016-07-01,1554771,4,316
2016-07-01,1914389,1,316
2016-07-01,2520771,4,316
2016-07-01,2608597,1,316
2016-07-01,920742,1,316
2016-07-02,1045054,96,316
2016-07-02,1146479,32,316
2016-07-02,1152373,1,316
2016-07-02,1278390,2,316
2016-07-02,1315350,12,316
2016-07-02,1365046,40,316
2016-07-02,1558653,24,316
2016-07-02,1639475,1,316
2016-07-02,1851404,10,316
2016-07-02,2132362,3,316
2016-07-02,2211778,3,316
2016-07-02,2214069,1,316
2016-07-02,2303908,1,316
2016-07-02,2525384,1,316
2016-07-02,2910817,1,316
2016-07-02,3162876,5,316
2016-07-02,385635,144,316
2016-07-02,642694,1,316
2016-07-02,696226,2,316
2016-07-02,952951,2,316
2016-07-03,1003648,7,316
2016-07-03,1184312,1,316
2016-07-03,11919814,0,316
2016-07-03,1308608,1,316
2016-07-03,2266747,15,316
2016-07-03,2345747,1,316
2016-07-03,2529605,1,316
2016-07-03,2918283,1,316
2016-07-03,3172942,1,316
2016-07-03,3188604,2,316
2016-07-03,851302,0,316
2016-07-03,851329,72,316
2016-07-03,910144,52,316
2016-07-04,1067913,1,316
2016-07-04,11310501,1,316
2016-07-04,11489993,1,316
2016-07-04,11903484,25,316
2016-07-04,11903504,0,316
2016-07-04,1431758,12,316
2016-07-04,1895536,2,316
2016-07-04,2245963,30,316
2016-07-04,2274490,1,316
2016-07-04,2344986,1,316
2016-07-04,2345795,1,316
2016-07-04,2509918,10,316
2016-07-04,2611927,1,316
2016-07-04,2808605,1,316
2016-07-04,2846852,2,316
2016-07-04,2861643,1,316
2016-07-04,3158736,1,316
2016-07-04,3185828,1,316
2016-07-05,10085455,50,316
2016-07-05,1068712,18,316
2016-07-05,1146478,36,316
2016-07-05,1148116,2,316
2016-07-05,1152419,2,316
2016-07-05,1226252,8,316
2016-07-05,1248868,1,316
2016-07-05,1315744,5,316
2016-07-05,1587623,1,316
2016-07-05,2098611,1,316
2016-07-05,2280952,16,316
2016-07-05,2357689,12,316
2016-07-05,2357691,0,316
2016-07-05,2480291,1,316
2016-07-05,2648761,1,316
2016-07-05,2971640,1,316
2016-07-05,3011384,2,316
2016-07-05,3133500,18,316
2016-07-05,385692,5,316
2016-07-05,385797,120,316
2016-07-05,587317,5,316
2016-07-05,599040,30,316
2016-07-06,1089960,30,316
2016-07-06,11244896,50,316
2016-07-06,1192381,10,316
2016-07-06,1251377,7,316
2016-07-06,1279583,6,316
2016-07-06,1296068,96,316
2016-07-06,1311155,2,316
2016-07-06,1314501,8,316
2016-07-06,1315290,2,316
2016-07-06,1315310,5,316
2016-07-06,1340523,36,316
2016-07-06,1356533,5,316
2016-07-06,1400281,23,316
2016-07-06,1602941,0,316
2016-07-06,1681318,3,316
2016-07-06,1762459,5,316
2016-07-06,1765098,10,316
2016-07-06,2051054,150,316
2016-07-06,2148013,18,316
2016-07-06,2185344,36,316
2016-07-06,226516,1,316
2016-07-06,2577664,1,316
2016-07-06,2644114,60,316
2016-07-06,265940,10,316
2016-07-06,2929321,5,316
2016-07-06,2957405,400,316
2016-07-06,3145528,3,316
2016-07-06,3158774,72,316
2016-07-06,3161708,2,316
2016-07-06,3207930,10,316
2016-07-06,385865,20,316
2016-07-06,569509,6,316
2016-07-06,569540,2,316
2016-07-06,680339,24,316
2016-07-06,681226,10,316
2016-07-06,862271,60,316
2016-07-07,1005014,12,316
2016-07-07,10272979,1,316
2016-07-07,1063757,8,316
2016-07-07,1072473,2,316
2016-07-07,1088030,5,316
2016-07-07,1123004,4,316
2016-07-07,11293958,1,316
2016-07-07,1133319,1,316
2016-07-07,1146460,12,316
2016-07-07,11846761,1,316
2016-07-07,1257245,0,316
2016-07-07,1305599,0,316
2016-07-07,1314257,0,316
2016-07-07,1337811,1,316
2016-07-07,1338435,1,316
2016-07-07,1349561,1,316
2016-07-07,1506312,2,316
2016-07-07,1514141,1,316
2016-07-07,1525555,10,316
2016-07-07,1668425,2,316
2016-07-07,2157114,1,316
2016-07-07,2168530,60,316
2016-07-07,2200450,5,316
2016-07-07,2210921,23,316
2016-07-07,2249486,4,316
2016-07-07,2289661,2,316
2016-07-07,2314489,3,316
2016-07-07,2338591,1,316
2016-07-07,2357111,5,316
2016-07-07,2387190,20,316
2016-07-07,240363,0,316
2016-07-07,2410336,1,316
2016-07-07,2434224,3,316
2016-07-07,2511705,3,316
2016-07-07,251855,24,316
2016-07-07,2540415,9,316
2016-07-07,2565402,2,316
2016-07-07,2571381,0,316
2016-07-07,2648663,1,316
2016-07-07,2649550,1,316
2016-07-07,276077,50,316
2016-07-07,2781261,1,316
2016-07-07,2805153,2,316
2016-07-07,2831039,5,316
2016-07-07,2831514,42,316
2016-07-07,2846849,1,316
2016-07-07,2915709,1,316
2016-07-07,2916732,4,316
2016-07-07,2917405,2,316
2016-07-07,2927459,2,316
2016-07-07,2947823,1,316
2016-07-07,2948186,2,316
2016-07-07,3062344,50,316
2016-07-07,311419,20,316
2016-07-07,3141974,7,316
2016-07-07,3158048,13,316
2016-07-07,3166506,3,316
2016-07-07,385672,4,316
2016-07-07,507027,6,316
2016-07-07,524759,20,316
2016-07-07,557624,21,316
2016-07-07,586682,17,316
2016-07-07,591100,4,316
2016-07-07,636993,5,316
2016-07-07,657314,5,316
2016-07-07,657421,3,316
2016-07-07,675092,5,316
2016-07-07,689107,5,316
2016-07-07,732472,2,316
2016-07-07,738107,10,316
2016-07-07,836054,64,316
2016-07-07,854220,180,316
2016-07-07,875710,5,316
2016-07-07,880030,49,316
2016-07-08,1027544,1,316
2016-07-08,1107771,1,316
2016-07-08,1121568,22,316
2016-07-08,1129934,1,316
2016-07-08,1133309,5,316
2016-07-08,1152659,1,316
2016-07-08,1156051,5,316
2016-07-08,11738574,13,316
2016-07-08,11800720,5,316
2016-07-08,1183538,5,316
2016-07-08,1184213,3,316
2016-07-08,1184271,20,316
2016-07-08,11862380,3,316
2016-07-08,1188587,0,316
2016-07-08,1263446,3,316
2016-07-08,1281380,60,316
2016-07-08,1288199,25,316
2016-07-08,1295694,4,316
2016-07-08,136358,72,316
2016-07-08,136360,35,316
2016-07-08,1412696,2,316
2016-07-08,1517745,1,316
2016-07-08,1548305,10,316
2016-07-08,1591954,3,316
2016-07-08,1624611,15,316
2016-07-08,1666699,48,316
2016-07-08,1730008,1,316
2016-07-08,178517,2,316
2016-07-08,1818474,3,316
2016-07-08,1862207,8,316
2016-07-08,1872049,0,316
2016-07-08,1933140,10,316
2016-07-08,2046694,6,316
2016-07-08,2061003,1,316
2016-07-08,2062082,2,316
2016-07-08,2086336,10,316
2016-07-08,2155805,2,316
2016-07-08,2179325,48,316
2016-07-08,2188648,2,316
2016-07-08,2273322,1,316
2016-07-08,2302836,3,316
2016-07-08,2309898,40,316
2016-07-08,2311947,1,316
2016-07-08,2350733,48,316
2016-07-08,2361065,14,316
2016-07-08,2371536,7,316
2016-07-08,2449522,10,316
2016-07-08,2455260,2,316
2016-07-08,2510123,9,316
2016-07-08,2516559,10,316
2016-07-08,2530407,5,316
2016-07-08,2615810,500,316
2016-07-08,2617504,24,316
2016-07-08,2655035,12,316
2016-07-08,273062,4,316
2016-07-08,2771387,2,316
2016-07-08,278129,18,316
2016-07-08,2810255,2,316
2016-07-08,2819669,2,316
2016-07-08,2846473,24,316
2016-07-08,2847068,3,316
2016-07-08,2861603,1,316
2016-07-08,2874345,220,316
2016-07-08,2881443,10,316
2016-07-08,2940122,0,316
2016-07-08,2940200,0,316
2016-07-08,3001300,4,316
