sku_id,open_po_fdc,inv_fdc,date_s,dc_id
1136202,0,0,2016-10-01,628
1136257,0,0,2016-10-01,628
1136301,0,0,2016-10-01,628
1136356,0,0,2016-10-01,628
1136400,0,0,2016-10-01,628
1136653,0,0,2016-10-01,628
1137742,0,0,2016-10-01,628
1138336,0,0,2016-10-01,628
1138831,0,0,2016-10-01,628
1138985,0,1,2016-10-01,628
1139029,0,0,2016-10-01,628
1139524,0,1,2016-10-01,628
1139623,0,0,2016-10-01,628
1139975,0,0,2016-10-01,628
1141152,0,0,2016-10-01,628
1141251,0,0,2016-10-01,628
1141350,0,0,2016-10-01,628
1142142,0,0,2016-10-01,628
1142241,0,0,2016-10-01,628
1143187,0,1,2016-10-01,628
1144375,0,0,2016-10-01,628
1144672,0,0,2016-10-01,628
1145365,0,0,2016-10-01,628
1145464,0,0,2016-10-01,628
1145662,0,0,2016-10-01,628
1146256,0,0,2016-10-01,628
1146454,0,3,2016-10-01,628
1146553,0,0,2016-10-01,628
1147345,0,0,2016-10-01,628
1147895,0,7,2016-10-01,628
1148137,0,0,2016-10-01,628
1148236,0,2,2016-10-01,628
1149028,0,0,2016-10-01,628
1149325,0,0,2016-10-01,628
1149677,0,0,2016-10-01,628
1149721,1,0,2016-10-01,628
1149875,0,0,2016-10-01,628
1151250,0,0,2016-10-01,628
1152042,0,21,2016-10-01,628
1153285,0,0,2016-10-01,628
1153681,0,0,2016-10-01,628
1154022,0,0,2016-10-01,628
1156101,0,25,2016-10-01,628
1159324,0,0,2016-10-01,628
1159973,0,0,2016-10-01,628
1160061,0,0,2016-10-01,628
1160160,0,3,2016-10-01,628
1162096,0,0,2016-10-01,628
1164120,0,0,2016-10-01,628
1165264,0,1,2016-10-01,628
1167541,0,0,2016-10-01,628
1167640,0,0,2016-10-01,628
1167695,0,0,2016-10-01,628
1167992,9,2,2016-10-01,628
1168586,0,0,2016-10-01,628
1169026,0,0,2016-10-01,628
1169125,0,0,2016-10-01,628
1169774,0,0,2016-10-01,628
1172095,0,5,2016-10-01,628
1174570,0,2,2016-10-01,628
1175010,0,0,2016-10-01,628
1175263,0,1,2016-10-01,628
1178035,0,0,2016-10-01,628
1178233,0,0,2016-10-01,628
1178332,0,1,2016-10-01,628
1178882,0,0,2016-10-01,628
1178981,0,2,2016-10-01,628
1179124,0,3,2016-10-01,628
1179223,0,0,2016-10-01,628
1179520,0,0,2016-10-01,628
1182292,0,0,2016-10-01,628
1184074,0,2,2016-10-01,628
1184272,0,0,2016-10-01,628
1185163,0,0,2016-10-01,628
1185361,0,0,2016-10-01,628
1187044,8,1,2016-10-01,628
1187143,2,1,2016-10-01,628
1187198,0,0,2016-10-01,628
1187594,0,0,2016-10-01,628
1187792,0,0,2016-10-01,628
1188089,0,0,2016-10-01,628
1188386,0,0,2016-10-01,628
1192093,0,0,2016-10-01,628
1195162,0,0,2016-10-01,628
1196251,0,0,2016-10-01,628
1197043,0,2,2016-10-01,628
1198132,0,0,2016-10-01,628
1198231,0,0,2016-10-01,628
1198583,0,0,2016-10-01,628
1198682,0,0,2016-10-01,628
1199474,0,0,2016-10-01,628
1199672,0,0,2016-10-01,628
1200354,0,0,2016-10-01,628
1203621,0,4,2016-10-01,628
1203874,0,0,2016-10-01,628
1204215,0,0,2016-10-01,628
1204468,0,7,2016-10-01,628
1204512,0,0,2016-10-01,628
1204611,0,0,2016-10-01,628
1205106,0,0,2016-10-01,628
1205656,0,0,2016-10-01,628
1208527,0,2,2016-10-01,628
1209616,0,0,2016-10-01,628
1210001,0,0,2016-10-01,628
1211596,0,3,2016-10-01,628
1212685,0,0,2016-10-01,628
1213873,0,0,2016-10-01,628
1214412,0,1,2016-10-01,628
1214467,0,0,2016-10-01,628
1215853,0,20,2016-10-01,628
1217437,0,0,2016-10-01,628
1217734,0,0,2016-10-01,628
1217833,0,0,2016-10-01,628
1217932,0,0,2016-10-01,628
1219769,0,1,2016-10-01,628
1220055,0,0,2016-10-01,628
1220352,0,0,2016-10-01,628
1221298,0,0,2016-10-01,628
1221397,0,0,2016-10-01,628
1221496,0,0,2016-10-01,628
1222530,0,0,2016-10-01,628
1223520,0,0,2016-10-01,628
1224169,0,0,2016-10-01,628
1224763,0,0,2016-10-01,628
1224862,0,0,2016-10-01,628
1225302,0,0,2016-10-01,628
1226347,3,0,2016-10-01,628
1226996,0,2,2016-10-01,628
1227436,0,0,2016-10-01,628
1227832,0,0,2016-10-01,628
1228921,0,0,2016-10-01,628
1228976,0,2,2016-10-01,628
1229867,0,0,2016-10-01,628
1229911,0,1,2016-10-01,628
1229966,0,3,2016-10-01,628
1230450,0,5,2016-10-01,628
1231693,0,0,2016-10-01,628
1231792,0,0,2016-10-01,628
1231891,0,0,2016-10-01,628
1232034,0,0,2016-10-01,628
1232485,0,0,2016-10-01,628
1233475,4,2,2016-10-01,628
1233673,0,0,2016-10-01,628
1233871,0,0,2016-10-01,628
1234168,0,0,2016-10-01,628
1234762,0,0,2016-10-01,628
1235158,0,0,2016-10-01,628
1235851,0,0,2016-10-01,628
1236599,0,0,2016-10-01,628
1237237,0,1,2016-10-01,628
1237336,0,0,2016-10-01,628
1237831,0,0,2016-10-01,628
1237985,0,0,2016-10-01,628
1238128,0,0,2016-10-01,628
1238425,0,0,2016-10-01,628
1238623,0,5,2016-10-01,628
1239569,0,0,2016-10-01,628
1240350,0,0,2016-10-01,628
1241043,0,0,2016-10-01,628
1241494,0,0,2016-10-01,628
1241593,0,0,2016-10-01,628
1241890,0,6,2016-10-01,628
1242330,0,0,2016-10-01,628
1242385,0,0,2016-10-01,628
1242484,0,0,2016-10-01,628
1242583,0,9,2016-10-01,628
1244068,0,0,2016-10-01,628
1244112,0,0,2016-10-01,628
1246840,0,0,2016-10-01,628
1247489,0,0,2016-10-01,628
1247588,0,0,2016-10-01,628
1247885,0,0,2016-10-01,628
1248028,0,0,2016-10-01,628
1248721,3,1,2016-10-01,628
1248820,0,0,2016-10-01,628
1248974,0,0,2016-10-01,628
1250151,0,0,2016-10-01,628
1251196,0,20,2016-10-01,628
1252828100,0,1,2016-10-01,628
1253176,0,0,2016-10-01,628
1253374,0,0,2016-10-01,628
1253671,0,0,2016-10-01,628
1254562,0,0,2016-10-01,628
1255750,0,0,2016-10-01,628
1256146,0,0,2016-10-01,628
1256542,0,0,2016-10-01,628
1256740,0,0,2016-10-01,628
1257532,0,0,2016-10-01,628
1258720,0,1,2016-10-01,628
1259369,0,0,2016-10-01,628
1260051,0,0,2016-10-01,628
1261195,0,0,2016-10-01,628
1262086,0,0,2016-10-01,628
1262581,0,3,2016-10-01,628
1263120,0,0,2016-10-01,628
1264363,0,0,2016-10-01,628
1264660,0,0,2016-10-01,628
1265254,0,0,2016-10-01,628
1265452,0,1,2016-10-01,628
1266145,0,0,2016-10-01,628
1266442,0,2,2016-10-01,628
1266497,0,4,2016-10-01,628
1266640,0,0,2016-10-01,628
1267036,0,3,2016-10-01,628
1268125,0,0,2016-10-01,628
1268422,0,0,2016-10-01,628
1268620,0,0,2016-10-01,628
1269214,0,0,2016-10-01,628
1269269,0,8,2016-10-01,628
1271095,0,0,2016-10-01,628
1271293,0,5,2016-10-01,628
1272481,0,0,2016-10-01,628
1274010,0,0,2016-10-01,628
1274164,0,0,2016-10-01,628
1274461,0,3,2016-10-01,628
1276496,0,0,2016-10-01,628
1276793,0,0,2016-10-01,628
1277332,0,0,2016-10-01,628
1277981,0,0,2016-10-01,628
1278124,0,0,2016-10-01,628
1278179,0,0,2016-10-01,628
1278223,0,1,2016-10-01,628
1278377,0,0,2016-10-01,628
1278520,0,1,2016-10-01,628
1279664,0,0,2016-10-01,628
1282282,0,0,2016-10-01,628
1285450,0,0,2016-10-01,628
1286143,0,2,2016-10-01,628
1287287,0,0,2016-10-01,628
1287386,0,0,2016-10-01,628
1287430,0,7,2016-10-01,628
1287485,0,0,2016-10-01,628
1287782,0,0,2016-10-01,628
1288024,0,0,2016-10-01,628
1288079,0,0,2016-10-01,628
1288673,0,0,2016-10-01,628
1288871,0,0,2016-10-01,628
1289069,0,0,2016-10-01,628
1289168,0,0,2016-10-01,628
1289960,0,0,2016-10-01,628
1292380,0,0,2016-10-01,628
1296241,0,5,2016-10-01,628
1297132,0,0,2016-10-01,628
1297231,0,0,2016-10-01,628
1297484,0,66,2016-10-01,628
1298023,0,0,2016-10-01,628
1298276,0,38,2016-10-01,628
1298320,0,3,2016-10-01,628
1298375,0,0,2016-10-01,628
1300641,0,6,2016-10-01,628
1300795,0,0,2016-10-01,628
1301730,0,0,2016-10-01,628
1301785,0,0,2016-10-01,628
1301884,0,1,2016-10-01,628
1302720,0,0,2016-10-01,628
1303116,0,0,2016-10-01,628
1304007,0,0,2016-10-01,628
1304106,0,0,2016-10-01,628
1304755,0,0,2016-10-01,628
1306735,0,0,2016-10-01,628
1306889,0,0,2016-10-01,628
1307527,0,0,2016-10-01,628
1307824,0,0,2016-10-01,628
1308319,0,0,2016-10-01,628
1308616,0,0,2016-10-01,628
1308913,0,0,2016-10-01,628
1309859,0,0,2016-10-01,628
1309903,0,0,2016-10-01,628
1310640,0,0,2016-10-01,628
1311289,0,0,2016-10-01,628
1311630,0,0,2016-10-01,628
1312224,0,0,2016-10-01,628
1312422,0,0,2016-10-01,628
1313016,0,0,2016-10-01,628
1313115,0,0,2016-10-01,628
1313764,0,4,2016-10-01,628
1314501,0,4,2016-10-01,628
1314600,0,0,2016-10-01,628
1315744,0,1,2016-10-01,628
1317526,0,0,2016-10-01,628
1317878,0,0,2016-10-01,628
1319902,0,2,2016-10-01,628
1320243,0,0,2016-10-01,628
1320892,0,9,2016-10-01,628
1322025,0,0,2016-10-01,628
1322520,0,7,2016-10-01,628
1322971,0,0,2016-10-01,628
1323411,0,0,2016-10-01,628
1323466,0,0,2016-10-01,628
1323763,0,0,2016-10-01,628
1324302,0,0,2016-10-01,628
1324357,0,0,2016-10-01,628
1324401,0,0,2016-10-01,628
1324456,0,0,2016-10-01,628
1324753,0,0,2016-10-01,628
1324852,0,0,2016-10-01,628
1325347,0,0,2016-10-01,628
1325446,0,0,2016-10-01,628
1325842,0,0,2016-10-01,628
1326832,0,4,2016-10-01,628
1327327,0,0,2016-10-01,628
1328812,0,0,2016-10-01,628
1328966,0,0,2016-10-01,628
1329406,0,0,2016-10-01,628
1331089,3,3,2016-10-01,628
1331188,0,0,2016-10-01,628
1331683,0,0,2016-10-01,628
1331881,0,0,2016-10-01,628
1332376,0,2,2016-10-01,628
1333212,0,0,2016-10-01,628
1333366,0,4,2016-10-01,628
1333663,0,0,2016-10-01,628
1335247,0,3,2016-10-01,628
1335940,0,5,2016-10-01,628
1335995,0,0,2016-10-01,628
1337524,0,0,2016-10-01,628
1337678,0,0,2016-10-01,628
1337920,0,0,2016-10-01,628
1338118,0,1,2016-10-01,628
1338217,0,0,2016-10-01,628
1338316,0,5,2016-10-01,628
1338712,0,0,2016-10-01,628
1338910,0,0,2016-10-01,628
1339207,0,0,2016-10-01,628
1340593,0,0,2016-10-01,628
1341385,0,0,2016-10-01,628
1341781,0,0,2016-10-01,628
1342078,0,0,2016-10-01,628
1342221,0,4,2016-10-01,628
1343266,0,0,2016-10-01,628
1343365,0,0,2016-10-01,628
1344003,0,3,2016-10-01,628
1344652,0,0,2016-10-01,628
1345147,0,0,2016-10-01,628
1346786,0,0,2016-10-01,628
1347028,0,1,2016-10-01,628
1350042,0,0,2016-10-01,628
1350592,0,0,2016-10-01,628
1351032,0,0,2016-10-01,628
1351186,0,1,2016-10-01,628
1351483,0,0,2016-10-01,628
1351780,0,0,2016-10-01,628
1352374,0,0,2016-10-01,628
1354002,0,3,2016-10-01,628
1355597,0,1,2016-10-01,628
1358765,0,0,2016-10-01,628
1358864,0,3,2016-10-01,628
1359106,0,0,2016-10-01,628
1359205,0,0,2016-10-01,628
1359359,0,37,2016-10-01,628
1359502,0,0,2016-10-01,628
1363561,0,0,2016-10-01,628
1365046,0,0,2016-10-01,628
1365398,0,0,2016-10-01,628
1365596,0,6,2016-10-01,628
1365640,0,0,2016-10-01,628
1367972,0,0,2016-10-01,628
1369259,0,0,2016-10-01,628
1370293,0,0,2016-10-01,628
1374154,0,1,2016-10-01,628
1376134,0,0,2016-10-01,628
1376233,0,3,2016-10-01,628
1377179,0,0,2016-10-01,628
1377476,0,0,2016-10-01,628
1378411,0,0,2016-10-01,628
1379852,0,0,2016-10-01,628
1381480,0,3,2016-10-01,628
1382371,0,0,2016-10-01,628
1383064,0,0,2016-10-01,628
1384450,2,0,2016-10-01,628
1385990,0,0,2016-10-01,628
1386331,0,0,2016-10-01,628
1398266,0,0,2016-10-01,628
1398464,0,17,2016-10-01,628
1398761,0,0,2016-10-01,628
1399553,0,0,2016-10-01,628
1401423,0,0,2016-10-01,628
1402666,0,0,2016-10-01,628
1403106,0,0,2016-10-01,628
1405988,0,0,2016-10-01,628
1407517,0,1,2016-10-01,628
1408804,0,0,2016-10-01,628
1412665,0,0,2016-10-01,628
1413105,0,4,2016-10-01,628
1414942,0,0,2016-10-01,628
1415932,0,6,2016-10-01,628
1416625,0,-70,2016-10-01,628
141818,0,0,2016-10-01,628
1420684,0,0,2016-10-01,628
1422213,0,0,2016-10-01,628
1422312,0,3,2016-10-01,628
1424149,0,0,2016-10-01,628
1424798,0,0,2016-10-01,628
1424996,0,0,2016-10-01,628
1425986,0,0,2016-10-01,628
1426426,0,1,2016-10-01,628
1428109,0,-4,2016-10-01,628
1428208,0,0,2016-10-01,628
1428758,0,0,2016-10-01,628
1428857,0,0,2016-10-01,628
1429748,0,2,2016-10-01,628
1430881,0,0,2016-10-01,628
1431376,0,0,2016-10-01,628
1432267,0,0,2016-10-01,628
1432311,0,0,2016-10-01,628
1433938370,0,0,2016-10-01,628
1434896,0,1,2016-10-01,628
1435930,0,0,2016-10-01,628
1436524,0,0,2016-10-01,628
1436579,0,0,2016-10-01,628
1438405,0,0,2016-10-01,628
1438955,0,0,2016-10-01,628
1441078,0,0,2016-10-01,628
1441177,0,6,2016-10-01,628
1441221,0,1,2016-10-01,628
1441276,0,0,2016-10-01,628
1444246,0,0,2016-10-01,628
1444499,0,0,2016-10-01,628
1445731,0,0,2016-10-01,628
1446479,0,0,2016-10-01,628
1448107,0,0,2016-10-01,628
1448206,0,0,2016-10-01,628
1448305,0,0,2016-10-01,628
1451022,0,0,2016-10-01,628
1454498,0,0,2016-10-01,628
1457215,0,0,2016-10-01,628
1457710,0,0,2016-10-01,628
1458304,0,0,2016-10-01,628
1460090539,0,0,2016-10-01,628
1461021,0,0,2016-10-01,628
1462165,0,0,2016-10-01,628
1462363,0,40,2016-10-01,628
1464992,0,0,2016-10-01,628
1467665,0,0,2016-10-01,628
1468556,0,4,2016-10-01,628
1469843,0,0,2016-10-01,628
1469898,0,0,2016-10-01,628
1470184,0,1,2016-10-01,628
1471471,0,4,2016-10-01,628
1477565,0,2,2016-10-01,628
1477763,0,1,2016-10-01,628
1477961,0,1,2016-10-01,628
1478654,0,1,2016-10-01,628
1488400,0,0,2016-10-01,628
1490182,0,0,2016-10-01,628
1491172,0,0,2016-10-01,628
1491271,0,0,2016-10-01,628
1494098,0,0,2016-10-01,628
1495187,0,2,2016-10-01,628
1495484,0,3,2016-10-01,628
1499147,0,6,2016-10-01,628
1499994,0,6,2016-10-01,628
1500577,0,0,2016-10-01,628
1500775,0,0,2016-10-01,628
1503844,0,3,2016-10-01,628
1504537,0,10,2016-10-01,628
1506418,0,0,2016-10-01,628
1506814,0,0,2016-10-01,628
1507903,0,0,2016-10-01,628
1511412,0,0,2016-10-01,628
1514833,0,0,2016-10-01,628
1515275614,0,0,2016-10-01,628
1517605,0,2,2016-10-01,628
1517858,0,1,2016-10-01,628
1520025,0,0,2016-10-01,628
1520124,0,0,2016-10-01,628
1521213,0,0,2016-10-01,628
1521268,0,2,2016-10-01,628
1521961,0,3,2016-10-01,628
1522258,0,0,2016-10-01,628
1522555,0,4,2016-10-01,628
1523347,0,0,2016-10-01,628
1523699,0,0,2016-10-01,628
1523798,0,0,2016-10-01,628
1527109,0,-2,2016-10-01,628
1527307,0,-2,2016-10-01,628
1528649,0,1,2016-10-01,628
1530376,0,0,2016-10-01,628
1530574,0,0,2016-10-01,628
1533940,0,0,2016-10-01,628
1537900,0,0,2016-10-01,628
1540078,0,0,2016-10-01,628
1540177,0,2,2016-10-01,628
1541761,0,0,2016-10-01,628
1543543,0,0,2016-10-01,628
1543741,1,0,2016-10-01,628
1544731,0,0,2016-10-01,628
1545127,0,9,2016-10-01,628
1545424,0,0,2016-10-01,628
1545820,0,0,2016-10-01,628
1547008,0,0,2016-10-01,628
1547756,0,0,2016-10-01,628
1548449,0,0,2016-10-01,628
1548999,0,0,2016-10-01,628
1550077,0,0,2016-10-01,628
1557234718,0,0,2016-10-01,628
1557755,0,0,2016-10-01,628
1558349,0,3,2016-10-01,628
1564487,0,1,2016-10-01,628
1564784,0,5,2016-10-01,628
1568249,0,0,2016-10-01,628
1568898,3,0,2016-10-01,628
1574387,0,0,2016-10-01,628
1577258,0,0,2016-10-01,628
1578941,0,0,2016-10-01,628
1579832,0,0,2016-10-01,628
1579986,0,0,2016-10-01,628
1581064,0,18,2016-10-01,628
1581262,0,0,2016-10-01,628
1585475,0,1,2016-10-01,628
1585574,0,2,2016-10-01,628
1585970,0,0,2016-10-01,628
1587103,0,7,2016-10-01,628
1587301,0,0,2016-10-01,628
1588247,0,0,2016-10-01,628
1591162,1,0,2016-10-01,628
1592251,0,0,2016-10-01,628
1593296,0,0,2016-10-01,628
1594880,0,0,2016-10-01,628
1595474,0,0,2016-10-01,628
1595870,0,0,2016-10-01,628
1596310,0,0,2016-10-01,628
1596860,0,0,2016-10-01,628
1599038,0,1,2016-10-01,628
1599489,0,0,2016-10-01,628
1601601,0,0,2016-10-01,628
1602448,0,5,2016-10-01,628
1602844,0,0,2016-10-01,628
1603735,0,0,2016-10-01,628
1603988,0,0,2016-10-01,628
1605715,0,0,2016-10-01,628
1607948,0,0,2016-10-01,628
1610807480,0,0,2016-10-01,628
1611259,0,2,2016-10-01,628
1611600,0,0,2016-10-01,628
1612942,0,0,2016-10-01,628
1614229,0,0,2016-10-01,628
1615516,0,0,2016-10-01,628
1615769,0,0,2016-10-01,628
1616759,3,0,2016-10-01,628
161717,0,0,2016-10-01,628
1620015,0,0,2016-10-01,628
1620213,0,1,2016-10-01,628
1622798,1,0,2016-10-01,628
1624877,0,0,2016-10-01,628
1624921,0,0,2016-10-01,628
1624976,0,0,2016-10-01,628
1626758,0,0,2016-10-01,628
1629827,0,0,2016-10-01,628
1632896,0,1,2016-10-01,628
1634128,0,0,2016-10-01,628
1636207,0,0,2016-10-01,628
1636574836,0,0,2016-10-01,628
1639060165,0,0,2016-10-01,628
1651200,0,1,2016-10-01,628
1655215,0,2,2016-10-01,628
1655314,0,0,2016-10-01,628
1655413,0,0,2016-10-01,628
1656557,0,0,2016-10-01,628
1661155,0,1,2016-10-01,628
1664422,0,0,2016-10-01,628
1670019171,0,0,2016-10-01,628
1684673,0,0,2016-10-01,628
1687797,0,6,2016-10-01,628
1687995,0,0,2016-10-01,628
1688534,0,0,2016-10-01,628
1692241,0,0,2016-10-01,628
1693088,0,0,2016-10-01,628
1693385,0,0,2016-10-01,628
1698038,0,0,2016-10-01,628
1698137,0,0,2016-10-01,628
1698434,0,6,2016-10-01,628
1699523,0,0,2016-10-01,628
1701998,0,0,2016-10-01,628
1706492266,0,0,2016-10-01,628
1710006,0,0,2016-10-01,628
1710105,0,0,2016-10-01,628
171419,0,0,2016-10-01,628
1715704,0,0,2016-10-01,628
1715957,0,0,2016-10-01,628
1716749,0,0,2016-10-01,628
1716848,0,0,2016-10-01,628
171815,0,0,2016-10-01,628
1720302,0,0,2016-10-01,628
1721699,0,0,2016-10-01,628
1724180145,0,0,2016-10-01,628
172508,0,0,2016-10-01,628
1727639,0,0,2016-10-01,628
1731599,0,1,2016-10-01,628
1733579,0,3,2016-10-01,628
1734613,0,3,2016-10-01,628
1742236,0,0,2016-10-01,628
1743578,0,7,2016-10-01,628
1745206,0,0,2016-10-01,628
1745305,0,0,2016-10-01,628
1745404,0,0,2016-10-01,628
1745459,0,0,2016-10-01,628
1745503,0,0,2016-10-01,628
1745602,0,0,2016-10-01,628
1746746,0,2,2016-10-01,628
1748528,0,0,2016-10-01,628
1748627,0,0,2016-10-01,628
1748825,0,12,2016-10-01,628
1748979,0,0,2016-10-01,628
1749419,0,0,2016-10-01,628
1749518,0,0,2016-10-01,628
1749716,0,0,2016-10-01,628
1749914,0,0,2016-10-01,628
1750453,2,0,2016-10-01,628
1750750,0,0,2016-10-01,628
1751047,0,0,2016-10-01,628
1751245,0,0,2016-10-01,628
1752037,0,0,2016-10-01,628
1752686,0,0,2016-10-01,628
1752730,0,0,2016-10-01,628
1752785,0,0,2016-10-01,628
1753676,0,0,2016-10-01,628
1754963,0,7,2016-10-01,628
1755755,0,0,2016-10-01,628
1755953,0,0,2016-10-01,628
1756646,0,0,2016-10-01,628
1757537,0,0,2016-10-01,628
1757933,0,0,2016-10-01,628
1758329,0,0,2016-10-01,628
1758428,0,0,2016-10-01,628
1759319,0,0,2016-10-01,628
1759814,0,0,2016-10-01,628
1760551,0,0,2016-10-01,628
1761046,0,0,2016-10-01,628
1761442,0,0,2016-10-01,628
1761541,0,0,2016-10-01,628
1761893,0,0,2016-10-01,628
1761992,0,0,2016-10-01,628
1762036,0,0,2016-10-01,628
1762135,0,0,2016-10-01,628
1762289,0,0,2016-10-01,628
1762333,0,0,2016-10-01,628
1762883,0,0,2016-10-01,628
1763279,0,0,2016-10-01,628
1763477,0,0,2016-10-01,628
1764313,0,0,2016-10-01,628
1764467,0,0,2016-10-01,628
1764610,0,0,2016-10-01,628
1764665,0,0,2016-10-01,628
1764764,0,0,2016-10-01,628
1765105,0,0,2016-10-01,628
1765303,0,0,2016-10-01,628
1765358,0,0,2016-10-01,628
1765402,0,0,2016-10-01,628
